sessionId,kwhTotal,dollars,created,ended,chargeTimeHrs,weekday,platform,distance,userId,stationId,locationId,managerVehicle,facilityType,Mon,Tues,Wed,Thurs,Fri,Sat,Sun,reportedZip,created_year_part,charge_duration_hrs,created_hour,ended_hour
9348591,5.58,0.0,2015-05-18 10:24:25,2015-05-18 12:21:05,1.944444444,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,1.9444444444444444,10,12
5668085,5.62,0.0,2015-05-19 10:22:22,2015-05-19 12:20:08,1.962777778,Tue,ios,19.3541244,46009656,228137,503205,1,3,0,1,0,0,0,0,0,1,15,1.9627777777777775,10,12
7549340,6.76,0.0,2015-05-20 10:32:05,2015-05-20 12:53:06,2.350277778,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,2.350277777777778,10,12
3377935,5.97,0.0,2015-05-21 10:14:31,2015-05-21 12:19:06,2.076388889,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,2.076388888888889,10,12
4005818,5.56,0.0,2015-05-26 10:26:22,2015-05-26 12:21:07,1.9125,Tue,ios,19.3541244,46009656,228137,503205,1,3,0,1,0,0,0,0,0,1,15,1.9125,10,12
8810408,5.79,0.0,2015-05-27 10:31:16,2015-05-27 12:30:10,1.981666667,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,1.981666666666667,10,12
9187641,5.65,0.0,2015-05-28 10:21:23,2015-05-28 12:18:07,1.945555556,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,1.9455555555555557,10,12
5734347,5.66,0.0,2015-05-29 10:23:01,2015-05-29 12:24:07,2.018333333,Fri,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,0,1,0,0,1,15,2.0183333333333335,10,12
8153509,6.89,0.0,2015-06-01 10:28:23,2015-06-01 12:56:04,2.461388889,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.461388888888889,10,12
3109304,4.68,0.0,2015-06-01 17:29:35,2015-06-01 20:24:05,2.908333333,Mon,ios,0.9718696,10909503,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.908333333333333,17,20
8723120,7.74,0.0,2015-06-02 10:08:33,2015-06-02 14:08:05,3.992222222,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.9922222222222223,10,14
8768300,7.18,0.0,2015-06-03 10:31:16,2015-06-03 14:25:07,3.8975,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,3.8975,10,14
5564832,7.73,1.17,2015-06-04 10:15:09,2015-06-04 15:30:07,5.249444444,Thu,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,1,0,0,0,1,15,5.249444444444444,10,15
9990811,7.22,0.0,2015-06-05 10:49:42,2015-06-05 14:32:07,3.706944444,Fri,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,0,1,0,0,1,15,3.706944444444445,10,14
4689378,3.42,0.0,2015-06-08 10:37:18,2015-06-08 11:46:05,1.146388889,Mon,ios,0.9718696,10909503,228137,503205,1,3,1,0,0,0,0,0,0,1,15,1.146388888888889,10,11
1347897,3.96,0.0,2015-06-08 12:17:27,2015-06-08 15:05:09,2.795,Mon,ios,0.9718696,10909503,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.795,12,15
3690392,6.86,0.0,2015-06-09 10:58:23,2015-06-09 14:50:18,3.865277778,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.8652777777777776,10,14
1654818,7.23,6.42,2015-06-10 10:42:47,2015-06-10 21:12:05,10.48833333,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,10.488333333333332,10,21
3363934,6.73,0.0,2015-06-12 10:59:50,2015-06-12 14:29:05,3.4875,Fri,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,0,1,0,0,1,15,3.4875,10,14
2726351,5.54,0.0,2015-06-15 10:29:25,2015-06-15 13:04:05,2.577777778,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.577777777777778,10,13
9245422,6.72,0.5,2015-06-15 14:52:17,2015-06-15 18:56:11,4.065,Mon,ios,0.9718696,10909503,228137,503205,1,3,1,0,0,0,0,0,0,1,15,4.065,14,18
4340476,3.11,0.0,2015-06-16 21:07:12,2015-06-16 22:09:06,1.031666667,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,1.0316666666666667,21,22
8296672,5.81,0.0,2015-06-17 10:23:14,2015-06-17 12:32:06,2.147777778,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,2.147777777777778,10,12
9938426,5.52,0.0,2015-06-19 10:28:11,2015-06-19 12:25:07,1.948888889,Fri,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,0,1,0,0,1,15,1.948888888888889,10,12
8375433,5.33,0.0,2015-06-22 10:36:37,2015-06-22 12:26:07,1.825,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,1.825,10,12
2913795,7.25,0.0,2015-06-23 11:05:55,2015-06-23 14:32:12,3.438055556,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.4380555555555556,11,14
6644844,5.52,0.0,2015-06-24 10:44:35,2015-06-24 13:04:06,2.325277778,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,2.325277777777778,10,13
3057204,5.7,0.0,2015-06-25 10:25:10,2015-06-25 12:27:05,2.031944444,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,2.031944444444445,10,12
9090303,7.39,2.58,2015-06-26 09:25:49,2015-06-26 16:04:15,6.640555556,Fri,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,0,1,0,0,1,15,6.640555555555555,9,16
5331378,7.02,0.0,2015-07-07 14:42:41,2015-07-07 17:34:06,2.856944444,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,2.8569444444444443,14,17
9576382,5.89,0.0,2015-07-08 10:36:53,2015-07-08 12:43:05,2.103333333,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,2.1033333333333335,10,12
2381628,6.99,0.0,2015-07-09 10:35:41,2015-07-09 13:17:06,2.690277778,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,2.6902777777777778,10,13
2449256,5.57,0.0,2015-07-10 10:33:15,2015-07-10 12:54:06,2.3475,Fri,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,0,1,0,0,1,15,2.3475,10,12
9403981,5.74,0.0,2015-07-13 10:33:17,2015-07-13 12:36:05,2.046666667,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.046666666666667,10,12
5524238,5.44,0.0,2015-07-15 10:22:50,2015-07-15 12:18:05,1.920833333,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,1.9208333333333336,10,12
2114684,6.68,0.5,2015-07-15 16:09:40,2015-07-15 20:31:06,4.357222222,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,4.357222222222222,16,20
8183438,6.29,0.0,2015-07-17 10:19:20,2015-07-17 12:33:06,2.229444444,Fri,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,0,1,0,0,1,15,2.2294444444444443,10,12
4432753,5.78,0.0,2015-07-20 10:33:51,2015-07-20 12:34:05,2.003888889,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.003888888888889,10,12
2901341,6.99,0.0,2015-07-20 19:38:16,2015-07-20 22:01:07,2.380833333,Mon,ios,0.9718696,10909503,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.380833333333334,19,22
6810203,5.35,0.0,2015-07-21 10:30:06,2015-07-21 12:24:06,1.9,Tue,ios,19.3541244,46009656,228137,503205,1,3,0,1,0,0,0,0,0,1,15,1.9,10,12
6238247,5.54,0.0,2015-07-22 10:31:02,2015-07-22 12:50:09,2.318611111,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,2.318611111111111,10,12
7702994,5.7,0.0,2015-07-23 10:36:11,2015-07-23 12:36:08,1.999166667,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,1.9991666666666668,10,12
7129654,7.11,0.75,2015-07-24 11:06:26,2015-07-24 15:53:16,4.780555556,Fri,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,0,1,0,0,1,15,4.780555555555556,11,15
7473983,7.02,0.0,2015-07-28 11:04:53,2015-07-28 14:57:06,3.870277778,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.870277777777778,11,14
3122546,7.16,0.0,2015-07-29 11:05:07,2015-07-29 14:57:07,3.866666667,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,3.8666666666666663,11,14
2953784,7.07,0.0,2015-07-30 11:00:49,2015-07-30 14:49:06,3.804722222,Thu,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,1,0,0,0,1,15,3.8047222222222223,11,14
6693529,5.49,0.0,2015-08-05 10:44:47,2015-08-05 12:38:06,1.888611111,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,1.888611111111111,10,12
6131700,5.21,0.0,2015-08-06 11:17:31,2015-08-06 13:10:10,1.8775,Thu,ios,0.9718696,39279042,228137,503205,1,3,0,0,0,1,0,0,0,1,15,1.8775,11,13
3846750,5.14,0.0,2015-08-11 11:03:37,2015-08-11 12:56:07,1.875,Tue,ios,0.9718696,39279042,228137,503205,1,3,0,1,0,0,0,0,0,1,15,1.875,11,12
1642342,7.02,0.0,2015-08-12 10:53:26,2015-08-12 14:50:08,3.945,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,3.945,10,14
1006672,1.65,0.0,2015-08-12 16:11:22,2015-08-12 20:06:07,3.9125,Wed,ios,0.9718696,10427670,228137,503205,1,3,0,0,1,0,0,0,0,1,15,3.9125,16,20
5759873,7.12,0.5,2015-08-14 11:13:18,2015-08-14 15:22:07,4.146944444,Fri,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,0,1,0,0,1,15,4.146944444444444,11,15
5991724,0.24,0.0,2015-08-17 20:42:52,2015-08-17 20:50:09,0.121388889,Mon,ios,10.9018416,41493375,228137,503205,1,3,1,0,0,0,0,0,0,1,15,0.1213888888888889,20,20
1425894,4.95,0.0,2015-08-18 11:04:00,2015-08-18 12:54:08,1.835555556,Tue,ios,0.9718696,39279042,228137,503205,1,3,0,1,0,0,0,0,0,1,15,1.8355555555555556,11,12
3479076,1.21,0.0,2015-08-19 15:40:36,2015-08-19 16:56:06,1.258333333,Wed,ios,19.3541244,46009656,228137,503205,1,3,0,0,1,0,0,0,0,1,15,1.2583333333333333,15,16
8096881,5.33,0.0,2015-08-20 10:58:41,2015-08-20 12:57:06,1.973611111,Thu,ios,0.9718696,39279042,228137,503205,1,3,0,0,0,1,0,0,0,1,15,1.9736111111111112,10,12
5893443,5.3,0.0,2015-08-24 11:00:36,2015-08-24 13:48:06,2.791666667,Mon,ios,0.9718696,39279042,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.7916666666666665,11,13
4089662,7.05,7.5,2015-08-26 10:56:52,2015-08-26 22:32:05,11.58694444,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,11.586944444444445,10,22
3270015,5.4,0.0,2015-08-27 10:47:00,2015-08-27 12:43:07,1.935277778,Thu,ios,0.9718696,39279042,228137,503205,1,3,0,0,0,1,0,0,0,1,15,1.935277777777778,10,12
7813105,5.29,0.0,2015-08-28 10:50:29,2015-08-28 13:17:06,2.443611111,Fri,ios,0.9718696,39279042,228137,503205,1,3,0,0,0,0,1,0,0,1,15,2.443611111111111,10,13
3557592,5.5,0.0,2015-08-31 10:49:35,2015-08-31 12:44:07,1.908888889,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,1.9088888888888889,10,12
5932444,5.42,0.0,2015-09-01 10:36:02,2015-09-01 13:17:06,2.684444444,Tue,ios,19.3541244,46009656,228137,503205,1,3,0,1,0,0,0,0,0,1,15,2.6844444444444444,10,13
9206482,4.83,0.0,2015-09-02 10:58:53,2015-09-02 12:41:08,1.704166667,Wed,ios,0.9718696,39279042,228137,503205,1,3,0,0,1,0,0,0,0,1,15,1.7041666666666666,10,12
6905604,6.95,0.0,2015-09-03 11:02:38,2015-09-03 13:52:07,2.824722222,Thu,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,1,0,0,0,1,15,2.8247222222222224,11,13
3337144,7.2,0.0,2015-09-08 10:27:19,2015-09-08 14:21:08,3.896944444,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.896944444444444,10,14
5425063,7.11,0.0,2015-09-10 10:37:16,2015-09-10 14:12:09,3.581388889,Thu,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,1,0,0,0,1,15,3.5813888888888887,10,14
6239944,7.01,0.0,2015-09-11 10:29:09,2015-09-11 13:27:08,2.966388889,Fri,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,0,1,0,0,1,15,2.966388888888889,10,13
9709457,2.31,0.0,2015-09-14 16:25:12,2015-09-14 20:15:08,3.832222222,Mon,ios,0.9718696,10427670,228137,503205,1,3,1,0,0,0,0,0,0,1,15,3.832222222222222,16,20
6273828,7.16,0.0,2015-09-15 11:01:44,2015-09-15 14:12:10,3.173888889,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.173888888888889,11,14
6083838,7.14,0.0,2015-09-16 10:54:13,2015-09-16 14:11:15,3.283888889,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,3.283888888888889,10,14
8392413,6.96,2.08,2015-09-17 11:06:42,2015-09-17 17:14:08,6.123888889,Thu,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,1,0,0,0,1,15,6.123888888888889,11,17
5620972,7.03,0.0,2015-09-18 10:35:16,2015-09-18 14:11:07,3.5975,Fri,ios,0.9718696,10909503,228137,503205,1,3,0,0,0,0,1,0,0,1,15,3.5975,10,14
5836770,7.11,0.0,2015-09-21 10:32:05,2015-09-21 13:39:06,3.116944444,Mon,ios,0.9718696,10909503,228137,503205,1,3,1,0,0,0,0,0,0,1,15,3.1169444444444445,10,13
6685848,14.08,0.0,2015-09-21 15:15:16,2015-09-21 18:23:08,3.131111111,Mon,ios,0.9718696,90546786,228137,503205,1,3,1,0,0,0,0,0,0,1,15,3.131111111111111,15,18
3047642,6.96,0.0,2015-09-22 10:33:26,2015-09-22 13:42:09,3.145277778,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.145277777777778,10,13
6627282,13.36,0.0,2015-09-22 15:26:45,2015-09-22 18:45:09,3.306666667,Tue,ios,0.9718696,90546786,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.306666666666666,15,18
1057898,3.0,0.0,2015-09-23 10:08:25,2015-09-23 14:00:08,3.861944444,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,3.8619444444444446,10,14
8299783,4.15,0.0,2015-09-23 14:01:27,2015-09-23 17:09:09,3.128333333,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,3.1283333333333334,14,17
7617660,5.58,0.0,2015-09-24 10:15:10,2015-09-24 12:14:09,1.983055556,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,1.9830555555555556,10,12
5176807,5.76,0.0,2015-09-25 10:24:35,2015-09-25 12:24:07,1.992222222,Fri,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,0,1,0,0,1,15,1.992222222222222,10,12
5162509,6.63,0.0,2015-09-28 10:27:55,2015-09-28 12:46:06,2.303055556,Mon,ios,19.3541244,46009656,228137,503205,1,3,1,0,0,0,0,0,0,1,15,2.3030555555555554,10,12
2108240,11.87,0.0,2015-09-28 14:16:09,2015-09-28 17:44:06,3.465833333,Mon,ios,0.9718696,90546786,228137,503205,1,3,1,0,0,0,0,0,0,1,15,3.4658333333333333,14,17
1856155,5.83,0.0,2015-09-29 10:23:23,2015-09-29 12:30:10,2.113055556,Tue,ios,19.3541244,46009656,228137,503205,1,3,0,1,0,0,0,0,0,1,15,2.1130555555555555,10,12
5007810,13.08,0.0,2015-09-29 12:42:15,2015-09-29 15:59:08,3.281388889,Tue,ios,0.9718696,90546786,228137,503205,1,3,0,1,0,0,0,0,0,1,15,3.281388888888889,12,15
4842463,6.3,0.0,2015-09-29 20:27:53,2015-09-29 22:30:09,2.037777778,Tue,ios,0.9718696,10909503,228137,503205,1,3,0,1,0,0,0,0,0,1,15,2.037777777777778,20,22
1496170,7.01,5.17,2015-09-30 10:10:40,2015-09-30 19:25:08,9.241111111,Wed,ios,0.9718696,10909503,228137,503205,1,3,0,0,1,0,0,0,0,1,15,9.241111111111111,10,19
9662307,9.84,0.0,2015-09-30 19:37:45,2015-09-30 21:41:07,2.056111111,Wed,ios,0.9718696,90546786,228137,503205,1,3,0,0,1,0,0,0,0,1,15,2.056111111111111,19,21
1529663,5.83,0.0,2015-10-01 10:23:19,2015-10-01 12:28:08,2.080277778,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,2.080277777777778,10,12
1625114,3.02,0.0,2015-10-01 15:54:15,2015-10-01 19:32:07,3.631111111,Thu,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,1,0,0,0,1,15,3.631111111111111,15,19
7718868,5.93,0.0,2015-10-02 10:36:52,2015-10-02 12:41:07,2.070833333,Fri,ios,19.3541244,46009656,228137,503205,1,3,0,0,0,0,1,0,0,1,15,2.0708333333333333,10,12
5852011,7.41,0.0,2015-03-07 13:29:10,2015-03-07 15:58:04,2.481666667,Sat,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,0,1,0,1,15,2.4816666666666665,13,15
5232798,1.54,0.0,2015-03-07 16:50:55,2015-03-07 17:51:04,1.0025,Sat,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,0,1,0,1,15,1.0025,16,17
7056392,3.71,0.0,2015-03-09 12:48:02,2015-03-09 14:12:05,1.400833333,Mon,ios,5.135871,81375624,369001,493904,0,1,1,0,0,0,0,0,0,1,15,1.4008333333333334,12,14
5501119,3.22,0.0,2015-03-09 15:49:48,2015-03-09 17:02:05,1.204722222,Mon,ios,5.135871,81375624,369001,493904,0,1,1,0,0,0,0,0,0,1,15,1.2047222222222222,15,17
4164829,3.47,0.0,2015-03-10 12:47:19,2015-03-10 14:10:07,1.38,Tue,ios,5.135871,81375624,369001,493904,0,1,0,1,0,0,0,0,0,1,15,1.38,12,14
4597427,1.92,0.0,2015-03-10 15:37:26,2015-03-10 16:47:05,1.160833333,Tue,ios,5.135871,81375624,369001,493904,0,1,0,1,0,0,0,0,0,1,15,1.1608333333333334,15,16
6886213,4.13,0.0,2015-03-11 12:25:36,2015-03-11 14:08:05,1.708055556,Wed,ios,5.135871,81375624,369001,493904,0,1,0,0,1,0,0,0,0,1,15,1.7080555555555557,12,14
4079161,1.11,0.0,2015-03-11 15:45:10,2015-03-11 16:51:04,1.098333333,Wed,ios,5.135871,81375624,369001,493904,0,1,0,0,1,0,0,0,0,1,15,1.0983333333333334,15,16
6368480,3.83,0.0,2015-03-12 12:15:11,2015-03-12 13:49:05,1.565,Thu,ios,5.135871,81375624,369001,493904,0,1,0,0,0,1,0,0,0,1,15,1.565,12,13
3798654,2.53,0.0,2015-03-12 15:45:30,2015-03-12 16:55:13,1.161944444,Thu,ios,5.135871,81375624,369001,493904,0,1,0,0,0,1,0,0,0,1,15,1.1619444444444444,15,16
6497884,3.98,0.0,2015-03-13 12:33:49,2015-03-13 14:06:05,1.537777778,Fri,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,1,0,0,1,15,1.5377777777777777,12,14
4208097,4.73,0.0,2015-03-16 13:13:34,2015-03-16 14:58:05,1.741944444,Mon,ios,5.135871,81375624,369001,493904,0,1,1,0,0,0,0,0,0,1,15,1.7419444444444443,13,14
7055557,5.5,0.0,2015-03-17 14:07:27,2015-03-17 17:28:05,3.343888889,Tue,ios,5.135871,81375624,369001,493904,0,1,0,1,0,0,0,0,0,1,15,3.343888888888889,14,17
9619666,6.86,0.0,2015-03-19 11:05:57,2015-03-19 13:30:12,2.404166667,Thu,ios,40.934725,95980995,369001,493904,0,1,0,0,0,1,0,0,0,1,15,2.404166666666667,11,13
4514022,0.0,0.0,2015-03-20 11:00:34,2015-03-20 11:02:05,0.025277778,Fri,ios,,95980995,369001,493904,0,1,0,0,0,0,1,0,0,1,15,0.0252777777777777,11,11
4321758,6.82,0.0,2015-03-26 13:19:07,2015-03-26 15:26:05,2.116111111,Thu,ios,5.135871,81375624,369001,493904,0,1,0,0,0,1,0,0,0,1,15,2.116111111111111,13,15
4631446,6.69,0.0,2015-03-27 09:01:43,2015-03-27 11:12:04,2.1725,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,2.1725,9,11
1994884,1.39,0.0,2015-03-27 12:02:25,2015-03-27 13:59:06,1.944722222,Fri,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,0,1,0,0,1,15,1.9447222222222225,12,13
5849701,7.66,0.0,2015-03-28 12:57:24,2015-03-28 15:34:05,2.611388889,Sat,ios,5.135871,81375624,369001,493904,0,1,0,0,0,0,0,1,0,1,15,2.611388888888889,12,15
7483602,6.5,0.0,2015-03-30 08:57:59,2015-03-30 10:57:05,1.985,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,1.985,8,10
5834930,1.11,0.0,2015-03-30 15:21:49,2015-03-30 16:48:05,1.437777778,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,1.4377777777777778,15,16
8150807,0.47,0.0,2015-03-31 09:07:00,2015-03-31 09:17:05,0.168055556,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,0.1680555555555555,9,9
5105682,6.82,0.0,2015-04-01 08:52:34,2015-04-01 12:34:05,3.691944444,Wed,ios,32.8745456,98345808,369001,493904,1,1,0,0,1,0,0,0,0,1,15,3.691944444444444,8,12
6230648,2.45,0.0,2015-04-01 15:48:24,2015-04-01 17:16:05,1.461388889,Wed,ios,5.135871,81375624,369001,493904,0,1,0,0,1,0,0,0,0,1,15,1.4613888888888888,15,17
3928698,6.76,0.0,2015-04-02 09:01:22,2015-04-02 11:30:13,2.480833333,Thu,ios,32.8745456,98345808,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.4808333333333334,9,11
9567283,6.75,0.0,2015-04-06 09:01:50,2015-04-06 11:51:05,2.820833333,Mon,ios,32.8745456,98345808,369001,493904,1,1,1,0,0,0,0,0,0,1,15,2.8208333333333333,9,11
2476249,5.25,0.0,2015-04-06 13:30:21,2015-04-06 17:14:06,3.729166667,Mon,ios,5.135871,81375624,369001,493904,0,1,1,0,0,0,0,0,0,1,15,3.7291666666666665,13,17
1799304,0.24,0.0,2015-04-07 09:02:37,2015-04-07 09:09:06,0.108055556,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,0.1080555555555555,9,9
2777495,6.36,0.0,2015-04-07 12:40:35,2015-04-07 14:40:06,1.991944444,Tue,ios,32.8745456,98345808,369001,493904,1,1,0,1,0,0,0,0,0,1,15,1.9919444444444443,12,14
3900808,8.98,0.0,2015-04-08 12:30:57,2015-04-08 15:44:06,3.219166667,Wed,ios,5.135871,81375624,369001,493904,0,1,0,0,1,0,0,0,0,1,15,3.2191666666666667,12,15
5898254,6.14,0.0,2015-04-09 12:58:18,2015-04-09 16:40:08,3.697222222,Thu,ios,5.135871,81375624,369001,493904,0,1,0,0,0,1,0,0,0,1,15,3.6972222222222224,12,16
4459427,6.76,0.0,2015-04-09 18:42:24,2015-04-09 21:26:05,2.728055556,Thu,android,24.8566214,97867440,369001,493904,1,1,0,0,0,1,0,0,0,1,15,2.7280555555555557,18,21
