InfrastructureID,RatePerHour,MaxTime,Latitude,Longitude,TAVG,PRCP,TMAX,TMIN,OBJECTID,OBJECTID,Type,STYLE,MeterNumber,MapSymbol,Description,LifecycleStatus,Condition,HoursInEffect,Length_m,Width_m,AccessAisle,AccessAisleWidth_m,LoadingSide,DistanceToNearestLetdown_m,CrossSlope_percent,MeetsSDC16,NewSignageInstalled,CurbPainted,Location,CivicAddress,Comments,Owner,OwnerNotes,Custodian,CustodianNotes,geometry,geometry,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP_ATTRIBUTES,TAVG_ATTRIBUTES,TMAX_ATTRIBUTES,TMIN_ATTRIBUTES,OBJECTID,OBJECTID,Label,Direction,SHAPE_Length,Year,PDF,geometry,geometry
PSP002375,M-SAT $2.50 SUN Free,$15 Daily Max Rate,48.42392797942204,-123.35975316172969,11.6,0.0,15.9,8.1,1998,227,metered,ELECTRIC VEHICLE,9292.0,ACCESSIBLE,Hourly Rate M-SAT $2.50 SUN Free; Max Time $15 Daily Max Rate,ACT,2.0,M-SAT 8AM-8PM,5.0,3.0,Yes,2.5,Right Side,5.0 to elevator,0.8,No,No,No,View St Parkade - 5th Floor,743 View St,EV charging station,VC,,VC,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.34192440623636 48.42659484852835, -123.34180127333782 48.426586662225496)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,15/08/2022,",,a","H,,S",",,a",",,a",1998,227,6860(89),one,9.154588269017571,1989,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.34192440623636 48.42659484852835, -123.34180127333782 48.426586662225496)"
PSP002220,Free,,48.44922470958899,-123.33381548152876,9.6,1.4,14.0,9.5,2042,228,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.33753998956296 48.42869113878598, -123.33730831363417 48.42877757394941)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,16/08/2022,",,a","H,,S",",,a",",,a",2042,228,5800(91),one,19.64774660735847,1991,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.33753998956296 48.42869113878598, -123.33730831363417 48.42877757394941)"
PSP002231,Free,,48.4458798834716,-123.33618165476895,11.7,1.2,15.5,4.4,2082,229,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.33621056194795 48.431012060821466, -123.33610247045621 48.43100974239068)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,17/08/2022,",,a","H,,S",",,a",",,a",2082,229,260(89),one,7.999960062258044,1989,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.33621056194795 48.431012060821466, -123.33610247045621 48.43100974239068)"
PSP002222,Free,,48.443467878078984,-123.33698564686854,10.4,2.4,14.2,8.2,2201,230,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.32955187483161 48.43122147389554, -123.32951322317483 48.43141587447538)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,18/08/2022,",,a","H,,S",",,a",",,a",2201,230,7360(89),one,21.796936244590373,1989,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.32955187483161 48.43122147389554, -123.32951322317483 48.43141587447538)"
PSP002227,Free,,48.44294609209822,-123.33941445793424,12.1,8.4,15.5,5.2,2213,231,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.32916033230588 48.43306355806459, -123.32912386560534 48.43322201558486)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,19/08/2022,",,a","H,,S",",,a",",,a",2213,231,8180(81),one,17.818709442371308,1981,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.32916033230588 48.43306355806459, -123.32912386560534 48.43322201558486)"
PSP000337,$3.00,90 MIN,48.42815022158458,-123.36672845258157,8.9,1.4,13.0,9.7,2330,232,metered,ELECTRIC VEHICLE,2915.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.33682370043721 48.43398616656981, -123.33657807863142 48.43397542725097)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,20/08/2022,",,a","H,,S",",,a",",,a",2330,232,5520(92),one,18.20739851816574,1992,,POINT (-123.36599714521391 48.42748423601881),"LINESTRING (-123.33682370043721 48.43398616656981, -123.33657807863142 48.43397542725097)"
PSP002216,Regular parking fees apply.,,48.423564069982355,-123.36461363570277,10.3,0.2,14.3,5.6,19,233,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-272 View Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.333382987286 48.43469461647345, -123.33337892205137 48.43493827655624)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,21/08/2022,",,a","H,,S",",,a",",,a",19,233,8870(81),one,27.085734846707695,1981,,POINT (-123.3638054044696 48.42511956618813),"LINESTRING (-123.333382987286 48.43469461647345, -123.33337892205137 48.43493827655624)"
PSP002223,Free,,48.45148072345596,-123.33816673679485,9.3,0.0,17.2,8.0,197,234,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33506163541432 48.44690464482426),"LINESTRING (-123.33336929853829 48.436963247494106, -123.33335943862545 48.437222454055814)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,22/08/2022,",,a","H,,S",",,a",",,a",197,234,6510(89),one,28.82137588181902,1989,,POINT (-123.33506163541432 48.44690464482426),"LINESTRING (-123.33336929853829 48.436963247494106, -123.33335943862545 48.437222454055814)"
PSP002225,Free,,48.442429685491575,-123.33310745087432,8.1,8.4,12.3,4.6,430,235,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33499999346992 48.44683484227543),"LINESTRING (-123.33331662904389 48.43898042996728, -123.33331219146683 48.43916746507873)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,23/08/2022,",,a","H,,S",",,a",",,a",430,235,8950(91),one,20.792516119644564,1991,,POINT (-123.33499999346992 48.44683484227543),"LINESTRING (-123.33331662904389 48.43898042996728, -123.33331219146683 48.43916746507873)"
PSP000511,$3.00,90 MIN,48.42122346206212,-123.36710800697837,10.4,3.4,12.6,5.6,529,236,metered,ELECTRIC VEHICLE,2518.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36636785301413 48.425932381530174),"LINESTRING (-123.33101587747787 48.43773190837828, -123.33055455375371 48.43771213847446)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,24/08/2022,",,a","H,,S",",,a",",,a",529,236,570(91),one,34.1915029938101,1991,,POINT (-123.36636785301413 48.425932381530174),"LINESTRING (-123.33101587747787 48.43773190837828, -123.33055455375371 48.43771213847446)"
PSP000629,$3.00,40 MIN,48.42513513663628,-123.37249986156247,11.1,4.2,14.9,9.2,778,237,metered,ELECTRIC VEHICLE,4001.0,ELECTRIC VEHICLE,"$3.00/HR 40 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36964991148943 48.42796548598136),"LINESTRING (-123.32879397758913 48.434801956294116, -123.32876034380462 48.43496358672563)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,25/08/2022,",,a","H,,S",",,a",",,a",778,237,5530(80),one,18.13747278533233,1980,,POINT (-123.36964991148943 48.42796548598136),"LINESTRING (-123.32879397758913 48.434801956294116, -123.32876034380462 48.43496358672563)"
PSP002221,Free,,48.44317075913283,-123.33444580023284,10.2,1.4,13.1,9.2,897,238,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33512756626244 48.44697372052767),"LINESTRING (-123.3392871308658 48.4360421617695, -123.33910785189077 48.43603892425496)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,26/08/2022,",,a","H,,S",",,a",",,a",897,238,1330(92),one,13.265306314929676,1992,,POINT (-123.33512756626244 48.44697372052767),"LINESTRING (-123.3392871308658 48.4360421617695, -123.33910785189077 48.43603892425496)"
PSP000594,$3.00,90 MIN,48.427216356687985,-123.36407349166271,12.8,0.0,18.9,6.6,911,239,metered,ELECTRIC VEHICLE,2760.0,ELECTRIC VEHICLE,"$3.00/HR 90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36616827797128 48.426593037050914),"LINESTRING (-123.34211235842791 48.44196194396249, -123.34180025146287 48.44209278818837)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,27/08/2022,",,a","H,,S",",,a",",,a",911,239,9200(80),one,27.282319239375813,1980,,POINT (-123.36616827797128 48.426593037050914),"LINESTRING (-123.34211235842791 48.44196194396249, -123.34180025146287 48.44209278818837)"
PSP002217,Regular parking fees apply.,,48.42712593141324,-123.36534366180071,14.9,0.2,19.1,7.7,964,240,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-314 View Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36383062854003 48.425124276197295),"LINESTRING (-123.33677510746617 48.444122216993776, -123.33646984305278 48.44425861710277)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,28/08/2022,",,a","H,,S",",,a",",,a",964,240,8910(92),one,27.194134957935315,1992,,POINT (-123.36383062854003 48.425124276197295),"LINESTRING (-123.33677510746617 48.444122216993776, -123.33646984305278 48.44425861710277)"
PSP002219,$1.00,,48.419570889975475,-123.36753239770637,11.8,0.0,15.0,10.6,1160,241,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-266 Broughton Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36423665391007 48.42352540742386),"LINESTRING (-123.33326445300433 48.4411879278917, -123.33325710392792 48.44136855504814)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,29/08/2022,",,a","H,,S",",,a",",,a",1160,241,9020(91),one,20.08501119699826,1991,,POINT (-123.36423665391007 48.42352540742386),"LINESTRING (-123.33326445300433 48.4411879278917, -123.33325710392792 48.44136855504814)"
PSP000512,$3.00,90 MIN,48.42410360740898,-123.36190261454527,9.1,16.2,14.2,7.4,1241,242,metered,ELECTRIC VEHICLE,2517.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36637550222666 48.42590056610452),"LINESTRING (-123.33525222474697 48.44802141128545, -123.33494644301096 48.44801441891386)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,30/08/2022,",,a","H,,S",",,a",",,a",1241,242,6610(92),one,22.62527249226176,1992,,POINT (-123.36637550222666 48.42590056610452),"LINESTRING (-123.33525222474697 48.44802141128545, -123.33494644301096 48.44801441891386)"
PSP002213,Regular parking fees apply.,,48.42449539670146,-123.36721078076184,9.8,0.6,15.8,4.1,1295,243,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-311 Centennial Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36523880035865 48.42928492068114),"LINESTRING (-123.34442673019612 48.44715461011641, -123.34429676483569 48.447364801070414)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,31/08/2022,",,a","H,,S",",,a",",,a",1295,243,4320(92),one,25.263369248202075,1992,,POINT (-123.36523880035865 48.42928492068114),"LINESTRING (-123.34442673019612 48.44715461011641, -123.34429676483569 48.447364801070414)"
PSP002224,Free,,48.44885126589934,-123.33963550551553,10.7,0.0,14.7,4.3,1347,244,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33503134187147 48.44686831337391),"LINESTRING (-123.34501512152255 48.448251481723105, -123.34484553810012 48.44825136293954)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,1/09/2022,",,a","H,,S",",,a",",,a",1347,244,8730(92),one,12.540293700568853,1992,,POINT (-123.33503134187147 48.44686831337391),"LINESTRING (-123.34501512152255 48.448251481723105, -123.34484553810012 48.44825136293954)"
PSP002215,Regular parking fees apply.,,48.43038181647803,-123.36650591282424,7.9,5.2,12.5,5.7,1352,245,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-282 Johnson Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36311291185856 48.42718754138419),"LINESTRING (-123.34852730514558 48.447759782995725, -123.3480722765008 48.447807162845564)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,2/09/2022,",,a","H,,S",",,a",",,a",1352,245,8270(85),one,34.05824294359902,1985,,POINT (-123.36311291185856 48.42718754138419),"LINESTRING (-123.34852730514558 48.447759782995725, -123.3480722765008 48.447807162845564)"
PSP000628,$3.00,40 MIN,48.43067177753006,-123.36525274883375,9.7,0.4,14.5,4.5,1366,246,metered,ELECTRIC VEHICLE,4002.0,ELECTRIC VEHICLE,"$3.00/HR 40 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36965113732748 48.42798782134413),"LINESTRING (-123.35169134946287 48.44734270839256, -123.35109025314021 48.44742360142098)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,3/09/2022,",,a","H,,S",",,a",",,a",1366,246,6820(92),one,45.35073087828585,1992,,POINT (-123.36965113732748 48.42798782134413),"LINESTRING (-123.35169134946287 48.44734270839256, -123.35109025314021 48.44742360142098)"
PSP002230,Free,,48.44494741142824,-123.33526028470591,8.4,1.0,11.8,6.5,1472,247,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33485679963307 48.44747080705489),"LINESTRING (-123.34868586810843 48.44409323358525, -123.34879593327813 48.44445115362709)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,4/09/2022,",,a","H,,S",",,a",",,a",1472,247,5980(93),one,40.60886637793366,1993,,POINT (-123.33485679963307 48.44747080705489),"LINESTRING (-123.34868586810843 48.44409323358525, -123.34879593327813 48.44445115362709)"
PSP002218,$1.00,,48.422113014733576,-123.3683033026249,8.6,0.0,15.1,4.9,1512,248,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-275 Broughton Street Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36421862669972 48.42352067382447),"LINESTRING (-123.34804391323766 48.44335953314328, -123.34786574778214 48.44350282215589)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,5/09/2022,",,a","H,,S",",,a",",,a",1512,248,5020(91),one,20.671025902197268,1991,,POINT (-123.36421862669972 48.42352067382447),"LINESTRING (-123.34804391323766 48.44335953314328, -123.34786574778214 48.44350282215589)"
PSP002229,Free,,48.448332700008,-123.33078947727546,9.8,0.0,17.7,2.6,1654,249,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33482030106688 48.44747019892521),"LINESTRING (-123.34676093383146 48.442711352519304, -123.34650263493117 48.44256371058325)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,6/09/2022,",,a","H,,S",",,a",",,a",1654,249,1930(93),one,25.18412002615392,1993,,POINT (-123.33482030106688 48.44747019892521),"LINESTRING (-123.34676093383146 48.442711352519304, -123.34650263493117 48.44256371058325)"
PSP000336,$3.00,90 MIN,48.42931523863167,-123.3646557018093,14.9,0.0,19.3,2.8,1674,250,metered,ELECTRIC VEHICLE,2916.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.365989449514 48.42751623148886),"LINESTRING (-123.3461363672725 48.44096949003404, -123.34581789741664 48.44097126615644)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,7/09/2022,",,a","H,,S",",,a",",,a",1674,250,10530(89),one,23.55427578644931,1989,,POINT (-123.365989449514 48.42751623148886),"LINESTRING (-123.3461363672725 48.44096949003404, -123.34581789741664 48.44097126615644)"
PSP002214,Regular parking fees apply.,,48.42676292776186,-123.37147874675647,13.7,4.6,16.3,11.0,1767,251,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-332 Bastion Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.36887795320854 48.426628480316126),"LINESTRING (-123.3443584650409 48.44047766114732, -123.34427343775216 48.44060180024371)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,8/09/2022,",,a","H,,S",",,a",",,a",1767,251,3050(92),one,15.16410275490314,1992,,POINT (-123.36887795320854 48.426628480316126),"LINESTRING (-123.3443584650409 48.44047766114732, -123.34427343775216 48.44060180024371)"
PSP000595,$3.00,90 MIN,48.424976257980575,-123.36907294575057,14.0,0.6,19.8,10.4,1771,252,metered,ELECTRIC VEHICLE,2761.0,ELECTRIC VEHICLE,"$3.00/HR  90 MIN MAX. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,Pay parking in effect daily from 8AM to 8PM. Free on BC statutory holidays and Boxing Day. Drivers with accessible parking permits can park for up to four hours for free on Sundays at regular metered on-street parking spaces.,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.36615993680712 48.42662772725535),"LINESTRING (-123.3586664891246 48.43831702565722, -123.35873741461621 48.43861801434001)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,9/09/2022,",,a","H,,S",",,a",",,a",1771,252,9130(89),one,33.86525053150869,1989,,POINT (-123.36615993680712 48.42662772725535),"LINESTRING (-123.3586664891246 48.43831702565722, -123.35873741461621 48.43861801434001)"
PSP002228,Free,,48.4456297242744,-123.33079359655662,10.4,2.0,15.7,9.9,1843,253,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33478487955135 48.44747030197307),"LINESTRING (-123.35699371619458 48.43511885983227, -123.35674455301262 48.4351063473456)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,10/09/2022,",,a","H,,S",",,a",",,a",1843,253,8920(91),one,18.48218754667551,1991,,POINT (-123.33478487955135 48.44747030197307),"LINESTRING (-123.35699371619458 48.43511885983227, -123.35674455301262 48.4351063473456)"
PSP002226,Free,,48.450525780565606,-123.33401687615599,10.6,0.0,16.2,4.7,1896,254,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.35388974298311 48.43495712536391, -123.35355273137759 48.43494086003771)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,11/09/2022,",,a","H,,S",",,a",",,a",1896,254,9200(92),one,24.99319624311821,1992,,POINT (-123.33471403182557 48.447469793727436),"LINESTRING (-123.35388974298311 48.43495712536391, -123.35355273137759 48.43494086003771)"
PSP002214,$1.00,,48.42961343210591,-123.373985164873,7.9,3.4,13.5,5.2,1944,255,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,"Ver Network AAA-332 Bastion Square Parkade. Regular parking fees apply. To use an electric vehicle charging station, please download the free FLO EV Charging Network app.",ACT,,,,,,,,,,,,,,,,VC,Public Use,VC,Facilities,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.34589558571145 48.43446003610942, -123.34558866108279 48.434443782075554)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,12/09/2022,",,a","H,,S",",,a",",,a",1944,255,6570(92),one,22.774266606284712,1992,,POINT (-123.3690247088614 48.426456369317435),"LINESTRING (-123.34589558571145 48.43446003610942, -123.34558866108279 48.434443782075554)"
PSP002375,M-SAT $2.50 SUN Free,$15 Daily Max Rate,48.42062276868139,-123.36252294891523,6.6,0.2,12.4,3.4,1998,256,metered,ELECTRIC VEHICLE,9292.0,ACCESSIBLE,Hourly Rate M-SAT $2.50 SUN Free; Max Time $15 Daily Max Rate,ACT,2.0,M-SAT 8AM-8PM,5.0,3.0,Yes,2.5,Right Side,5.0 to elevator,0.8,No,No,No,View St Parkade - 5th Floor,743 View St,EV charging station,VC,,VC,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.36054549491212 48.430753707418475, -123.36013924313997 48.43073428751035)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,13/09/2022,",,a","H,,S",",,a",",,a",1998,256,5150(92),one,30.129117104264587,1992,,POINT (-123.36363854537153 48.425023679468126),"LINESTRING (-123.36054549491212 48.430753707418475, -123.36013924313997 48.43073428751035)"
PSP002220,Free,,48.446527983295134,-123.33077453007554,12.9,0.0,17.2,0.8,2042,257,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.34872418892391 48.42542486198796, -123.34840882534964 48.42540866354948)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,14/09/2022,",,a","H,,S",",,a",",,a",2042,257,12530(90),one,23.400210397518528,1990,,POINT (-123.33515891953378 48.44700790589886),"LINESTRING (-123.34872418892391 48.42542486198796, -123.34840882534964 48.42540866354948)"
PSP002231,Free,,48.449404359573705,-123.33346543195941,12.2,4.0,14.9,10.2,2082,258,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.35117269548584 48.42328685608588, -123.35106638072813 48.42327371895768)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,15/09/2022,",,a","H,,S",",,a",",,a",2082,258,11270(89),one,7.99997819622781,1989,,POINT (-123.33489329955235 48.447471415169055),"LINESTRING (-123.35117269548584 48.42328685608588, -123.35106638072813 48.42327371895768)"
PSP002222,Free,,48.4432731864702,-123.3381595607828,11.3,0.0,17.3,9.6,2201,259,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall Rooftop (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.35303364857477 48.42169969817747, -123.35258797236277 48.42164766473591)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,16/09/2022,",,a","H,,S",",,a",",,a",2201,259,1620(81),one,33.47729927901182,1981,,POINT (-123.33509406229457 48.44693882708769),"LINESTRING (-123.35303364857477 48.42169969817747, -123.35258797236277 48.42164766473591)"
PSP002227,Free,,48.451897392837665,-123.33349400409337,10.9,2.4,13.8,7.6,2213,260,non-metered,ELECTRIC VEHICLE,,ELECTRIC VEHICLE,Hillside Mall parking lot (approximate location),ACT,,,,,,,,,,,,,,,,VC,,VC,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.3543717992375 48.42093003747932, -123.35435385539336 48.421001011609846)",ASN00086282,"MELBOURNE AIRPORT, AS",-37.6655,144.8321,113.4,17/09/2022,",,a","H,,S",",,a",",,a",2213,260,9770(90),one,8.00005507566573,1990,,POINT (-123.33475053174266 48.447470401886896),"LINESTRING (-123.3543717992375 48.42093003747932, -123.35435385539336 48.421001011609846)"
