OBJECTID,Label,Direction,SHAPE_Length,Year,PDF,geometry
640,218(09),one,29.534841420264236,2009,,"LINESTRING (-123.35547359492702 48.441622959290555, -123.35554347016905 48.44188456806738)"
641,700(09),one,7.999951577906004,2009,,"LINESTRING (-123.33444360632339 48.410675557759774, -123.33433550405788 48.4106751072039)"
642,677(11),one,29.7544000001442,2011,,"LINESTRING (-123.39332268131625 48.43215934501873, -123.39332474860814 48.43242702439328)"
643,318(09),one,22.863720476754512,2009,,"LINESTRING (-123.38485589049785 48.42044442907465, -123.38460012281007 48.42032899389931)"
644,528(09),one,19.914918821883813,2009,,"LINESTRING (-123.38275997576227 48.41944595988364, -123.38253335764128 48.419349291604895)"
645,3125(11),one,24.60434058292928,2011,,"LINESTRING (-123.35766256757051 48.4196114757193, -123.35761518854972 48.41983056927023)"
646,727(19),one,39.06791778750402,2019,Wark_2500_2019.pdf,"LINESTRING (-123.35956829742187 48.436158690002195, -123.35965307753433 48.436505604475016)"
647,84(11),one,14.862928302230909,2011,,"LINESTRING (-123.3274286264256 48.423350588738046, -123.32742651154445 48.42348429502332)"
648,86(11),one,14.66267683028059,2011,,"LINESTRING (-123.32604256669134 48.42181039050136, -123.32604581204117 48.421942284997975)"
649,335(10),one,25.858969855971573,2010,,"LINESTRING (-123.39086058597142 48.43480613123589, -123.39051101680012 48.434809226178444)"
650,79(10),one,25.266615705901792,2010,,"LINESTRING (-123.34056570043148 48.44168582587767, -123.34027518438846 48.4418054365046)"
651,234(15),one,8.000031982046014,2015,,"LINESTRING (-123.3477959525391 48.433109034590146, -123.34768815647553 48.433103192311414)"
652,185(10),one,22.93153879910483,2010,,"LINESTRING (-123.36650532058493 48.44740831799018, -123.36645705535159 48.44720453079043)"
653,3451(10),one,33.00424116779897,2010,,"LINESTRING (-123.39250868335418 48.43256944414668, -123.3920725122116 48.43250690451226)"
654,9468(10),one,30.3956906261795,2010,,"LINESTRING (-123.35297913759696 48.44007918479867, -123.35257400781359 48.44012515109173)"
655,9173(10),one,48.16844638637287,2010,,"LINESTRING (-123.34856147144407 48.44079763130778, -123.3479403642428 48.440928026066125)"
656,446(17),one,11.222791703839565,2017,,"LINESTRING (-123.38019699548094 48.42003992967563, -123.38010875520823 48.4201220520142)"
657,213(11),one,17.5324326776343,2011,,"LINESTRING (-123.32483867055643 48.419618962653175, -123.32466857854111 48.41950914504741)"
658,73(11),one,28.528464560010242,2011,,"LINESTRING (-123.32859374857178 48.423021867249496, -123.3285984048107 48.42327850363968)"
659,302(11),one,20.200600000098348,2011,,"LINESTRING (-123.33247034525125 48.44186023909274, -123.33219720741208 48.44186102786174)"
660,262(11),one,20.11604708877192,2011,,"LINESTRING (-123.34691050306404 48.433618313320586, -123.34663864981358 48.43361341343199)"
661,1256(17),one,12.668136812769182,2017,,"LINESTRING (-123.33424317789104 48.428704602429626, -123.33413942463625 48.42861393351134)"
662,2310(12),one,19.498744038748878,2012,,"LINESTRING (-123.34460531241494 48.43887177472291, -123.34459766659754 48.439047119936106)"
663,1905(12),one,15.733444424849303,2012,,"LINESTRING (-123.32446557955733 48.418591854944985, -123.32432628401352 48.41869880182954)"
664,1463(15),one,19.5110555167067,2015,,"LINESTRING (-123.34425881660891 48.436101641927536, -123.34399506948256 48.43609859630899)"
665,490(13),one,20.73625664934005,2013,,"LINESTRING (-123.37733446274063 48.443986471656814, -123.3771163340369 48.4438692531689)"
666,490(19),one,14.45045349685701,2019,,"LINESTRING (-123.34622785221833 48.432744204739016, -123.34603342240972 48.432731565553524)"
667,7517(14),one,15.37164153934553,2014,,"LINESTRING (-123.35205303757414 48.435584876651056, -123.35203866726526 48.43572283550639)"
668,2644(14),one,17.57206898648107,2014,,"LINESTRING (-123.34509412120559 48.42906697256326, -123.34508664755846 48.42922498037702)"
669,174(14),one,34.27411673725339,2014,,"LINESTRING (-123.36272390286005 48.446812845353826, -123.36265933177837 48.446507508591196)"
670,276(14),one,28.750804070509048,2014,,"LINESTRING (-123.39321228295292 48.43605160503346, -123.39284200229079 48.43613029556472)"
671,2193(19),one,25.548442446352176,2019,Richmond_700_2019.pdf,"LINESTRING (-123.33147172394244 48.4209094568926, -123.33129628231552 48.421107426362106)"
672,604(14),one,22.281235650240113,2014,,"LINESTRING (-123.3739842674842 48.44311153354713, -123.37374138163271 48.44299293256776)"
673,414(14),one,34.04513962848497,2014,,"LINESTRING (-123.37264255030402 48.44130414167541, -123.3725559189479 48.4410033303463)"
674,2474(15),one,19.818174482753722,2015,,"LINESTRING (-123.38536127131358 48.417198486220464, -123.38531080221117 48.41702338702913)"
675,4905(15),one,31.360882883507095,2015,,"LINESTRING (-123.36615305870315 48.41504615071201, -123.36600517207324 48.41531055407478)"
676,2072(15),one,27.2403955849222,2015,,"LINESTRING (-123.34476550671047 48.4353460554822, -123.3447688804012 48.43559111153883)"
677,1655(15),one,26.410953346571482,2015,,"LINESTRING (-123.34392016121849 48.41103216001496, -123.34377021366875 48.41124777702354)"
678,703(15),one,33.49940761106065,2015,,"LINESTRING (-123.36535766103017 48.4406076466732, -123.36528242382334 48.44031045886847)"
679,11096(18),one,59.85750692818176,2018,,"LINESTRING (-123.37743338669704 48.434413274917496, -123.37665402819988 48.43455825515619)"
680,7488(19),one,24.61089999973774,2019,Bay_1700_2019.pdf,"LINESTRING (-123.33129938049701 48.43363368493253, -123.33096666346698 48.43363464231707)"
681,6100(18),one,26.546157518319458,2018,,"LINESTRING (-123.36401668062545 48.42012635563498, -123.36380998888494 48.42032156595507)"
682,7327(18),one,27.008891034773555,2018,,"LINESTRING (-123.36274515442544 48.42228367460881, -123.36269524528255 48.42252437704218)"
683,10300(18),one,24.270495511401634,2018,,"LINESTRING (-123.36154333728518 48.42709919293174, -123.36149885758144 48.427315524853604)"
684,18154(19),one,32.159897911015996,2019,,"LINESTRING (-123.36568636393929 48.44337914754409, -123.36554225986785 48.44310617165979)"
685,6061(19),one,13.987660579109926,2019,,"LINESTRING (-123.34349882790904 48.44879301954144, -123.3434127891822 48.448905087526704)"
686,9720(18),one,33.3929522380837,2018,,"LINESTRING (-123.35041562626243 48.448929593040305, -123.35033978789899 48.44863344316994)"
687,5561(19),one,24.904139531636467,2019,,"LINESTRING (-123.39232335115996 48.43911238946597, -123.3920264190032 48.439006739499185)"
688,1571(19),one,17.25462377475207,2019,,"LINESTRING (-123.32574146398328 48.411483109843985, -123.32555780271679 48.4113874744133)"
689,4132(18),one,26.824403075716884,2018,,"LINESTRING (-123.36443954771674 48.408434997253124, -123.36407910989276 48.40840950934853)"
690,15626(19),one,39.84406177770374,2019,,"LINESTRING (-123.37179468915127 48.44626465321666, -123.37158679653801 48.44593395805271)"
691,1480(19),one,32.205749869841675,2019,,"LINESTRING (-123.3269188699579 48.415440594790034, -123.32648863466322 48.41548441318879)"
692,6778(19),one,31.759095886640353,2019,,"LINESTRING (-123.32354701772537 48.43176319291095, -123.32313056818518 48.431832687149644)"
693,4599(19),one,32.31013777656758,2019,,"LINESTRING (-123.32276036653225 48.42201921188797, -123.3227872070416 48.42172908451735)"
694,4893(19),one,30.433211630256366,2019,,"LINESTRING (-123.36880790484096 48.42191297366802, -123.36885759344297 48.42164118797585)"
695,851(19),one,39.63190189964889,2019,Haultain_1800_2019.pdf,"LINESTRING (-123.32605187650844 48.435812126182995, -123.32551647270347 48.435798155283905)"
696,10414(19),one,47.889000000432134,2019,Lansdowne_1700_EB_2019.pdf,"LINESTRING (-123.32933399451039 48.44605140237283, -123.32868642073976 48.446053253703866)"
697,2593(19),one,31.424987060375514,2019,,"LINESTRING (-123.32237182556734 48.420180542325944, -123.32194720584454 48.42017412093888)"
698,6012(19),one,11.410299999639392,2019,,"LINESTRING (-123.32325847395684 48.42635279979768, -123.32310423897064 48.42635323296076)"
699,6130(19),one,19.58788623099297,2019,,"LINESTRING (-123.36108616673702 48.44543304171783, -123.36103937337813 48.445259592797484)"
700,5529(19),one,25.61122086097872,2019,,"LINESTRING (-123.32871591861836 48.43644707875324, -123.32881249928532 48.436225813241236)"
701,12274(19),one,22.001304379297387,2019,,"LINESTRING (-123.33365335013688 48.44706851064773, -123.3336578699222 48.446870600568715)"
702,277(16),one,29.14595898068181,2016,,"LINESTRING (-123.32394799531626 48.42798088769872, -123.32394999080164 48.42771868085901)"
703,30(16),one,32.732826044417344,2016,,"LINESTRING (-123.37006764065161 48.416374042586405, -123.37008409847581 48.416079767213304)"
704,148(17),one,24.777400292693137,2017,,"LINESTRING (-123.33437899704555 48.414386532889885, -123.33407130102879 48.41447445748287)"
705,192(16),one,21.68420000001788,2016,,"LINESTRING (-123.3289412518641 48.41351630638256, -123.32893999354692 48.413321226881905)"
706,35(16),one,17.58727983233025,2016,,"LINESTRING (-123.35567114171305 48.4109411213731, -123.3554360402453 48.41091796646139)"
707,76(16),one,16.97125442586357,2016,,"LINESTRING (-123.35511228837147 48.410568684921955, -123.35514883933679 48.410417955263874)"
708,3011(16),one,18.169201229400027,2016,,"LINESTRING (-123.38447174110662 48.415503382381246, -123.38429366723086 48.41539083831693)"
709,214(16),one,23.553638267666955,2016,,"LINESTRING (-123.3484404315674 48.433774683878326, -123.34812369508894 48.433752875873886)"
710,10405(18),one,29.79612421683851,2018,,"LINESTRING (-123.35028965939817 48.44150174646396, -123.35004804623847 48.441716251390694)"
711,415(16),one,28.421574837057488,2016,,"LINESTRING (-123.35820648807083 48.44263064501507, -123.35782730075694 48.44267223429224)"
712,3508(18),one,21.176612369406985,2018,,"LINESTRING (-123.35596646056884 48.42651479113143, -123.35592557436459 48.426703351873954)"
713,6976(18),one,19.64818505096256,2018,,"LINESTRING (-123.364364198803 48.42743103234127, -123.36432553912952 48.427605913372936)"
714,7653(18),one,19.57178131827763,2018,,"LINESTRING (-123.36484621292453 48.42764647909017, -123.36488812786425 48.42747262666164)"
715,5184(18),one,26.65181883805806,2018,,"LINESTRING (-123.3588290856983 48.42675288680317, -123.35877263120454 48.426989696048445)"
716,6049(18),one,23.64807142784133,2018,,"LINESTRING (-123.3591855933998 48.42700387733882, -123.35922945703099 48.42679314137623)"
717,5033(19),one,23.517375154554284,2019,,"LINESTRING (-123.36596530137619 48.42132686108271, -123.36594382975076 48.42153795056528)"
718,5768(19),one,25.630167381758277,2019,,"LINESTRING (-123.36634729890514 48.42154887687923, -123.36639117886578 48.421320153814804)"
719,2911(18),one,9.252571104699877,2018,,"LINESTRING (-123.39410784825677 48.43282088260449, -123.39398415251267 48.43280851039634)"
720,7988(19),one,30.187472765588222,2019,,"LINESTRING (-123.39413661758347 48.43156343578699, -123.39377997996048 48.431431426146716)"
721,1916(19),one,23.386284736950216,2019,,"LINESTRING (-123.36091211361463 48.42485869531617, -123.36059948391352 48.42482756406287)"
722,6748(19),one,22.664579258734864,2019,,"LINESTRING (-123.36076157152411 48.42399687408118, -123.36045899684801 48.42396496600768)"
723,1849(18),one,31.17241193765375,2018,,"LINESTRING (-123.36174839747443 48.42328447965456, -123.361332831299 48.4232382106844)"
724,1008(19),one,18.101682329090664,2019,,"LINESTRING (-123.36158145136505 48.42239474146029, -123.36134093485099 48.42236487542713)"
725,9404(18),one,32.1933880350457,2018,,"LINESTRING (-123.3797768980028 48.44279287052829, -123.37934959286054 48.44273759552751)"
726,1801(19),one,10.847609742337225,2019,,"LINESTRING (-123.36482286950728 48.421940788330545, -123.36467786659686 48.42192634607826)"
727,9044(18),one,39.3723818611341,2018,,"LINESTRING (-123.37638734481958 48.428146670268866, -123.37586097305972 48.428094281955445)"
728,1095(18),one,14.317427885186902,2018,,"LINESTRING (-123.36553612013496 48.42159687469705, -123.3654175256353 48.421495091981235)"
729,9643(19),one,21.435420880304534,2019,,"LINESTRING (-123.37939455415099 48.44669322074021, -123.37915615922864 48.44658352208138)"
730,9590(18),one,8.000029007846484,2018,,"LINESTRING (-123.35970205663766 48.42647873760832, -123.35959536574097 48.426466999502566)"
731,8527(19),one,14.405580364232371,2019,,"LINESTRING (-123.35305555199488 48.42639177154031, -123.3530303926194 48.426520284193614)"
732,6229(19),one,21.527437978777225,2019,,"LINESTRING (-123.36433212256719 48.41797527361105, -123.36413388292515 48.41783351807562)"
733,170(16),one,26.657899782939214,2016,,"LINESTRING (-123.33028098614832 48.437770225459836, -123.3299209068072 48.43775975178556)"
734,1050(16),one,10.736800000071526,2016,,"LINESTRING (-123.3584184259019 48.412731952914, -123.35827333402804 48.41273240476426)"
735,192(17),one,26.617301113956774,2017,,"LINESTRING (-123.35515099624641 48.441423261977434, -123.35479799856974 48.44146993435467)"
736,432(17),one,25.14913798430978,2017,,"LINESTRING (-123.37221453307349 48.43624423211282, -123.37188645122302 48.43630364336125)"
737,240(17),one,15.754450414428153,2017,,"LINESTRING (-123.35164636965447 48.428220671106395, -123.35143381928256 48.42821183087869)"
738,453(17),one,18.6330273877463,2017,,"LINESTRING (-123.3424031852867 48.44375201164894, -123.34230438346646 48.44359780761999)"
739,130(17),one,28.454299999576694,2017,,"LINESTRING (-123.39163067426296 48.43442386672689, -123.39163264294174 48.434679849968326)"
740,125(17),one,20.330896042824094,2017,,"LINESTRING (-123.34609892738277 48.435326819125336, -123.34610188527908 48.43550971402838)"
741,697(17),one,18.00651208375139,2017,,"LINESTRING (-123.35922082032955 48.41428707167002, -123.35921341317253 48.41444899143295)"
742,1101(17),one,8.000011325773094,2017,,"LINESTRING (-123.38136918870015 48.428015834472944, -123.38129724747692 48.42796209904039)"
743,181(17),one,19.306838214010515,2017,,"LINESTRING (-123.35425757376478 48.442145793437035, -123.35430555134471 48.44231652729817)"
744,142(17),one,14.539435497496049,2017,,"LINESTRING (-123.35312228150012 48.434343225488625, -123.35292641143887 48.43433224153436)"
745,2674(17),one,24.187679013329728,2017,,"LINESTRING (-123.37339068766211 48.41595827175648, -123.37327785132753 48.416162499804756)"
746,423(17),one,21.950569879612257,2017,,"LINESTRING (-123.38005253520393 48.41586631363593, -123.37980807754323 48.41575444250256)"
747,95(17),one,15.864870577522387,2017,,"LINESTRING (-123.33527470758452 48.41151537722756, -123.33506032399752 48.411514506458424)"
748,304(19),one,25.548899998888373,2019,,"LINESTRING (-123.3244749678613 48.425329861732166, -123.32447643093748 48.42555970919726)"
749,251(17),one,23.10363583290795,2017,,"LINESTRING (-123.33546690511606 48.433135639041595, -123.33545408779972 48.4333433143948)"
750,1834(19),one,16.428123889807953,2019,Oswego_200_2019.pdf,"LINESTRING (-123.37755545507034 48.41866490984135, -123.37768333739052 48.41854409201343)"
751,543(18),one,19.364652030010856,2018,,"LINESTRING (-123.35922781791064 48.413247455286474, -123.35922159314214 48.413421619302596)"
752,3083(18),one,20.32003516232691,2018,,"LINESTRING (-123.35813855703206 48.41773025700378, -123.35809950412725 48.41791120742652)"
753,89(18),one,17.581594295977087,2018,,"LINESTRING (-123.3572130206886 48.438048471521014, -123.35697934604109 48.43807749157537)"
754,100(18),one,17.125964738222685,2018,,"LINESTRING (-123.35659711902078 48.438132888742814, -123.35636829733464 48.438156470315306)"
755,69(18),one,30.213600000532058,2018,,"LINESTRING (-123.38432470671523 48.43364423480047, -123.38391624854795 48.43364559910859)"
756,136(18),one,34.798247132223295,2018,,"LINESTRING (-123.35074004205748 48.43432499671253, -123.35027286328477 48.43428813764377)"
757,1715(18),one,25.990223088370342,2018,,"LINESTRING (-123.34297432635685 48.41960508562191, -123.34264335092043 48.41968341224981)"
758,239(18),one,22.852894492980056,2018,,"LINESTRING (-123.32559732726831 48.42505835903572, -123.32561012215092 48.4252637776302)"
759,165(18),one,27.71368733321088,2018,,"LINESTRING (-123.32671238403145 48.42530825858188, -123.32671680566553 48.425557566128894)"
760,133(18),one,41.70302376988976,2018,,"LINESTRING (-123.32798102135652 48.42504691784651, -123.32800054795821 48.42542187201377)"
761,114(18),one,34.507632941600924,2018,,"LINESTRING (-123.32893628876516 48.42502891237086, -123.32895290145201 48.42533916172619)"
762,401(18),one,22.94548679152083,2018,,"LINESTRING (-123.32933239241986 48.4240697750273, -123.32902227409986 48.424072576614115)"
