latitude,longitude,charging_points,power_output,operational_score,accessibility_score,station_density,station_density_normalized,operator,connection_type,current_type,charging_capacity,station_score
-35.1419026,138.4967906,1,0.0,0.5,0.5,95.0,0.31333333333333335,Engie,CHAdeMO,Unknown,0.0,0.31266666666666665
-33.9645764,137.7149576,1,0.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,CHAdeMO,Unknown,0.0,0.31266666666666665
-37.8419754,145.2655057,1,0.0,0.5,0.5,301.0,1.0,Unknown,Unknown,Unknown,0.0,0.45
-31.9077457,152.4620691,12,0.0,0.5,0.5,39.0,0.12666666666666668,Tesla Supercharger,Unknown,Unknown,0.0,0.2753333333333333
-37.8687419,145.264251,2,0.0,0.5,0.5,301.0,1.0,Chargefox,Type 2 (Socket Only),Unknown,0.0,0.45
-37.2850838,142.9263732,4,0.0,0.5,0.5,19.0,0.06,NRMA,CHAdeMO,Unknown,0.0,0.262
-33.9296043,150.9553129,1,0.0,0.5,0.5,222.0,0.7366666666666667,AmpCharge,Unknown,Unknown,0.0,0.3973333333333333
-37.8268734,145.0519905,1,0.0,0.5,0.5,301.0,1.0,AmpCharge,CHAdeMO,Unknown,0.0,0.45
-37.6600467,145.0729626,1,0.0,0.5,0.5,301.0,1.0,AmpCharge,CHAdeMO,Unknown,0.0,0.45
-36.6152189,143.2584564,1,0.0,0.5,0.5,32.0,0.10333333333333333,Evie Networks,CHAdeMO,Unknown,0.0,0.27066666666666667
-35.7270422,142.3641076,1,0.0,0.5,0.5,32.0,0.10333333333333333,Evie Networks,CHAdeMO,Unknown,0.0,0.27066666666666667
-36.3089078,140.7809209,4,0.0,0.5,0.5,32.0,0.10333333333333333,RAA,"Type 2 (Socket Only), CHAdeMO",Unknown,0.0,0.27066666666666667
-36.3084733,140.7735722,1,0.0,0.5,0.5,32.0,0.10333333333333333,RAA,Type 2 (Socket Only),Unknown,0.0,0.27066666666666667
-35.6878893,139.3377758,1,0.0,0.5,0.5,22.0,0.07,RAA,"Type 2 (Socket Only), CHAdeMO",Unknown,0.0,0.264
-35.6949082,139.856337,1,0.0,0.5,0.5,22.0,0.07,RAA,Type 2 (Socket Only),Unknown,0.0,0.264
-37.8561354,144.9931675,1,0.0,0.5,0.5,301.0,1.0,Evie Networks,CHAdeMO,Unknown,0.0,0.45
-31.8876982,138.4234041,1,0.0,0.5,0.5,10.0,0.03,RAA,Type 2 (Socket Only),Unknown,0.0,0.256
-37.599214,143.8402152,1,0.0,0.5,0.5,301.0,1.0,Chargefox,Type 2 (Socket Only),Unknown,0.0,0.45
-31.4959082,131.8127096,1,0.0,0.5,0.5,6.0,0.016666666666666666,RAA,Type 2 (Socket Only),Unknown,0.0,0.25333333333333335
-36.3713731,142.9816961,1,0.0,0.5,0.5,32.0,0.10333333333333333,Evie Networks,CHAdeMO,Unknown,0.0,0.27066666666666667
-34.2992293,146.0783037,1,0.0,0.5,0.5,7.0,0.02,Chargefox,Unknown,Unknown,0.0,0.254
-31.449825,130.8968297,1,0.0,0.5,0.5,6.0,0.016666666666666666,NRMA,CHAdeMO,Unknown,0.0,0.25333333333333335
-37.8291883,144.7229835,1,0.0,0.5,0.5,301.0,1.0,Chargefox,Unknown,Unknown,0.0,0.45
-37.8253323,144.9499059,1,0.0,0.5,0.5,301.0,1.0,Chargefox,CHAdeMO,Unknown,0.0,0.45
-37.3453772,144.7439047,1,0.0,0.5,0.5,301.0,1.0,Evie Networks,CHAdeMO,Unknown,0.0,0.45
-37.8699815,145.2376796,1,0.0,0.5,0.5,301.0,1.0,Jolt,Type 2 (Socket Only),Unknown,0.0,0.45
-34.030909,150.8489837,1,0.0,0.5,0.5,222.0,0.7366666666666667,Evie Networks,CHAdeMO,Unknown,0.0,0.3973333333333333
-35.1054081,138.5286618,1,0.0,0.5,0.5,95.0,0.31333333333333335,Evie Networks,CHAdeMO,Unknown,0.0,0.31266666666666665
-33.4813548,150.1364405,1,0.0,0.5,0.5,42.0,0.13666666666666666,Evie Networks,CHAdeMO,Unknown,0.0,0.2773333333333333
-34.2921105,146.0518678,6,0.0,0.5,0.5,7.0,0.02,Tesla Supercharger,Unknown,Unknown,0.0,0.254
-38.245915,143.9831636,1,0.0,0.5,0.5,301.0,1.0,AmpCharge,Unknown,Unknown,0.0,0.45
-37.7839148,144.7725509,4,0.0,0.5,0.5,301.0,1.0,Evie Networks,Unknown,Unknown,0.0,0.45
-37.9098986,144.6138686,1,0.0,0.5,0.5,301.0,1.0,Chargefox,Unknown,Unknown,0.0,0.45
-35.7321837,143.9200675,1,0.0,0.5,0.5,61.0,0.2,Tesla Supercharger,Unknown,Unknown,0.0,0.29000000000000004
-37.1293905,142.5238179,2,0.0,0.5,0.5,32.0,0.10333333333333333,NRMA Parks and Resorts,Type 2 (Socket Only),Unknown,0.0,0.27066666666666667
-37.6492826,143.8841475,1,0.0,0.5,0.5,301.0,1.0,Unknown,Type 2 (Socket Only),Unknown,0.0,0.45
-33.180758,138.0115308,1,0.0,0.5,0.5,95.0,0.31333333333333335,RAA,CHAdeMO,Unknown,0.0,0.31266666666666665
-33.2058011,138.6053105,1,0.0,0.5,0.5,95.0,0.31333333333333335,RAA,Type 2 (Socket Only),Unknown,0.0,0.31266666666666665
-33.7737796,138.2118215,1,0.0,0.5,0.5,95.0,0.31333333333333335,RAA,CHAdeMO,Unknown,0.0,0.31266666666666665
-37.7082491,147.8344445,1,0.0,0.5,0.5,17.0,0.05333333333333334,Evie Networks,CHAdeMO,Unknown,0.0,0.26066666666666666
-38.1607247,144.3058758,1,0.0,0.5,0.5,301.0,1.0,Evie Networks,CHAdeMO,Unknown,0.0,0.45
-35.0711856,142.3201772,1,0.0,0.5,0.5,12.0,0.03666666666666667,NRMA,CHAdeMO,Unknown,0.0,0.25733333333333336
-36.7275865,146.9581559,4,0.0,0.5,0.5,61.0,0.2,Tesla Supercharger,Unknown,Unknown,0.0,0.29000000000000004
-35.2534898,149.0707193,1,0.0,0.5,0.5,54.0,0.17666666666666667,Evie Networks,Unknown,Unknown,0.0,0.2853333333333333
-37.6839369,144.881856,4,0.0,0.5,0.5,301.0,1.0,Evie Networks,CHAdeMO,Unknown,0.0,0.45
-26.6698543,152.0014406,1,0.0,0.5,0.5,29.0,0.09333333333333334,NRMA,Unknown,Unknown,0.0,0.26866666666666666
-34.5114833,144.8424321,6,0.0,0.5,0.5,7.0,0.02,Tesla Supercharger,Unknown,Unknown,0.0,0.254
-30.07009045,114.9655429,6,250.0,0.5,0.5,18.0,0.056666666666666664,Tesla (Tesla-only charging),CCS (Type 2),DC,1500.0,0.41133333333333333
-25.28604155,152.8158039,4,150.0,0.5,0.5,29.0,0.09333333333333334,Evie,CCS (Type 2),DC,600.0,0.32866666666666666
-23.75224091,114.014304,2,50.0,0.5,0.5,1.0,0.0,Chargefox,CCS (Type 2),DC,100.0,0.26
-32.30936056,115.8304234,6,150.0,0.5,0.5,177.0,0.5866666666666667,BP Pulse (AU),CCS (Type 2),DC,900.0,0.4573333333333333
-26.19937597,152.6570569,2,160.0,0.5,0.5,29.0,0.09333333333333334,(Unknown Operator),CCS (Type 2),DC,320.0,0.3006666666666667
-27.6891709,152.6532224,2,300.0,0.5,0.5,103.0,0.34,Elanga (AU),CCS (Type 2),DC,600.0,0.378
-36.30515051,150.1252783,1,7.0,0.5,0.5,54.0,0.17666666666666667,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Single-Phase),7.0,0.2860333333333333
-37.70397622,145.1052182,3,11.0,0.5,0.5,301.0,1.0,(Unknown Operator),Type 2 (Socket Only),Unknown,33.0,0.45330000000000004
-37.68912459,144.9566247,1,250.0,0.5,0.5,301.0,1.0,Tesla (Tesla-only charging),CCS (Type 2),DC,250.0,0.47500000000000003
-36.07928408,146.9136013,12,250.0,0.5,0.5,61.0,0.2,Tesla (including non-tesla),CCS (Type 2),DC,3000.0,0.5900000000000001
-35.13104691,147.3397865,6,250.0,0.5,0.5,42.0,0.13666666666666666,Tesla (including non-tesla),CCS (Type 2),DC,1500.0,0.42733333333333334
-38.08489638,145.2784971,1,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,50.0,0.455
-38.10907516,145.2817624,3,120.0,0.5,0.5,301.0,1.0,Engie,CHAdeMO,Unknown,360.0,0.486
-38.11028665,145.2640708,1,75.0,0.5,0.5,301.0,1.0,BP Pulse (AU),CCS (Type 2),DC,75.0,0.4575
-37.83781642,145.1346849,12,250.0,0.5,0.5,301.0,1.0,Tesla (including non-tesla),CCS (Type 2),DC,3000.0,0.75
-37.90752809,145.0111778,3,250.0,0.5,0.5,301.0,1.0,Tesla (including non-tesla),CCS (Type 2),DC,750.0,0.525
-37.94495496,145.0019293,1,180.0,0.5,0.5,301.0,1.0,Ampol AmpCharge,CCS (Type 2),DC,180.0,0.468
-38.00841347,145.0848841,1,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,50.0,0.455
-29.25176715,114.9353368,2,22.0,0.5,0.5,18.0,0.056666666666666664,Exploren,Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.2657333333333334
-33.485306,150.1520458,4,22.0,0.5,0.5,42.0,0.13666666666666666,Exploren,Type 2 (Socket Only),AC (Three-Phase),88.0,0.2861333333333333
-34.07085888,150.8066558,1,75.0,0.5,0.5,222.0,0.7366666666666667,Chargefox,CCS (Type 2),DC,75.0,0.4048333333333334
-31.97974758,115.9719759,2,75.0,0.5,0.5,177.0,0.5866666666666667,Chargefox,CCS (Type 2),DC,150.0,0.38233333333333336
-20.05385008,119.8271567,3,50.0,0.5,0.5,2.0,0.0033333333333333335,Chargefox,CCS (Type 2),DC,150.0,0.26566666666666666
-33.74193878,151.2136454,1,0.0,0.5,0.5,222.0,0.7366666666666667,(Unknown Operator),CCS (Type 2),AC (Single-Phase),0.0,0.3973333333333333
-33.74193878,151.2136454,1,0.0,0.5,0.5,222.0,0.7366666666666667,(Unknown Operator),Unknown,Unknown,0.0,0.3973333333333333
-34.18231041,139.9863102,7,200.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,CCS (Type 2),DC,1400.0,0.45266666666666666
-34.1860518,139.9966128,3,7.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,Type 2 (Socket Only),AC (Single-Phase),21.0,0.31476666666666664
-32.76374295,151.7421014,12,250.0,0.5,0.5,39.0,0.12666666666666668,Tesla (including non-tesla),CCS (Type 2),DC,3000.0,0.5753333333333334
-35.25805967,149.4398991,8,22.0,0.5,0.5,54.0,0.17666666666666667,Exploren,Type 2 (Socket Only),AC (Three-Phase),176.0,0.30293333333333333
-32.80115992,116.4752293,1,22.0,0.5,0.5,177.0,0.5866666666666667,Chargehub,Type 2 (Socket Only),AC (Three-Phase),22.0,0.3695333333333333
-31.2557851,136.80266,2,150.0,0.5,0.5,10.0,0.03,Chargefox,CCS (Type 2),DC,300.0,0.28600000000000003
-25.84073682,133.2997496,1,22.2,0.5,0.5,2.0,0.0033333333333333335,(Unknown Operator),Three Phase 5-Pin (AS/NZ 3123),AC (Three-Phase),22.2,0.25288666666666665
-33.76545666,150.6214988,1,150.0,0.5,0.5,222.0,0.7366666666666667,Ampol AmpCharge,CCS (Type 2),DC,150.0,0.41233333333333333
-33.95359045,115.0707911,4,150.0,0.5,0.5,31.0,0.1,Chargefox,CCS (Type 2),DC,600.0,0.33
-30.75011133,121.4751154,3,150.0,0.5,0.5,6.0,0.016666666666666666,Chargefox,CCS (Type 2),DC,450.0,0.29833333333333334
-34.84380365,148.9141019,1,250.0,0.5,0.5,42.0,0.13666666666666666,Tesla (including non-tesla),CCS (Type 2),DC,250.0,0.30233333333333334
-35.72290674,147.3171931,1,250.0,0.5,0.5,54.0,0.17666666666666667,Tesla (Tesla-only charging),CCS (Type 2),DC,250.0,0.31033333333333335
-34.77231651,149.6926729,1,0.0,0.5,0.5,42.0,0.13666666666666666,Chargefox,CCS (Type 2),Unknown,0.0,0.2773333333333333
-38.47811653,145.9436963,1,50.0,0.5,0.5,301.0,1.0,Evie,CHAdeMO,Unknown,50.0,0.455
-38.47607407,145.9449661,1,50.0,0.5,0.5,301.0,1.0,Chargefox,CHAdeMO,Unknown,50.0,0.455
-38.43454682,145.8255005,1,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),Unknown,50.0,0.455
-38.43293285,145.825595,1,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),Unknown,50.0,0.455
-38.1675945,145.9534097,1,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,50.0,0.455
-38.15200425,145.1349376,1,120.0,0.5,0.5,301.0,1.0,Engie,CHAdeMO,Unknown,120.0,0.462
-32.12627373,133.6729436,2,150.0,0.5,0.5,6.0,0.016666666666666666,Chargefox,CCS (Type 2),DC,300.0,0.2833333333333334
-28.33164512,153.5642184,4,300.0,0.5,0.5,103.0,0.34,NRMA,CCS (Type 2),DC,1200.0,0.438
-37.28201337,142.9297245,1,50.0,0.5,0.5,19.0,0.06,Evie,CCS (Type 2),DC,50.0,0.267
-37.05469482,142.7814198,12,250.0,0.5,0.5,32.0,0.10333333333333333,Tesla (Tesla-only charging),CCS (Type 2),DC,3000.0,0.5706666666666667
-37.05706537,142.7810398,1,50.0,0.5,0.5,32.0,0.10333333333333333,Evie,CCS (Type 2),DC,50.0,0.27566666666666667
-36.55114428,145.9842566,1,50.0,0.5,0.5,61.0,0.2,Evie,CCS (Type 2),DC,50.0,0.29500000000000004
-38.22449869,145.0396428,2,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,100.0,0.46
-33.59728517,151.319979,1,25.0,0.5,0.5,222.0,0.7366666666666667,Jolt,CHAdeMO,DC,25.0,0.3998333333333334
-22.54319841,115.5014157,2,50.0,0.5,0.5,5.0,0.013333333333333334,WA EV Network (AU),CCS (Type 2),DC,100.0,0.26266666666666666
-28.41795527,151.0777864,1,0.0,0.5,0.5,103.0,0.34,(Unknown Operator),Unknown,Unknown,0.0,0.318
-27.30355222,133.6227446,1,15.0,0.5,0.5,1.0,0.0,(Business Owner at Location),Three Phase 5-Pin (AS/NZ 3123),AC (Three-Phase),15.0,0.2515
-33.83754542,117.1578115,4,250.0,0.5,0.5,23.0,0.07333333333333333,Tesla (including non-tesla),CCS (Type 2),DC,1000.0,0.36466666666666664
-32.9370644,117.1639919,1,22.0,0.5,0.5,23.0,0.07333333333333333,Chargefox,Type 2 (Socket Only),AC (Three-Phase),22.0,0.26686666666666664
-32.93414343,117.1748012,1,22.0,0.5,0.5,23.0,0.07333333333333333,Chargefox,Type 2 (Socket Only),AC (Three-Phase),22.0,0.26686666666666664
-32.93367052,117.1767774,1,22.0,0.5,0.5,23.0,0.07333333333333333,WA EV Network (AU),Type 2 (Socket Only),AC (Three-Phase),22.0,0.26686666666666664
-31.17959764,117.3794409,1,22.0,0.5,0.5,23.0,0.07333333333333333,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),22.0,0.26686666666666664
-28.217478,152.0311572,2,0.0,0.5,0.5,103.0,0.34,(Unknown Operator),CCS (Type 2),DC,0.0,0.318
-38.389181,142.484993,1,50.0,0.5,0.5,19.0,0.06,Chargefox,CHAdeMO,DC,50.0,0.267
-37.82480938,147.6324601,3,250.0,0.5,0.5,17.0,0.05333333333333334,Tesla (Tesla-only charging),CCS (Type 2),DC,750.0,0.33566666666666667
-37.82454531,147.6327352,3,250.0,0.5,0.5,17.0,0.05333333333333334,Tesla (Tesla-only charging),CCS (Type 2),DC,750.0,0.33566666666666667
-33.32517169,115.6426658,4,150.0,0.5,0.5,31.0,0.1,WA EV Network (AU),CCS (Type 2),DC,600.0,0.33
-26.57509343,148.8076251,2,22.0,0.5,0.5,3.0,0.006666666666666667,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.25573333333333337
-33.02641308,137.5322686,1,150.0,0.5,0.5,10.0,0.03,Chargefox,CCS (Type 2),DC,150.0,0.271
-32.48927,137.7612186,1,200.0,0.5,0.5,10.0,0.03,Chargefox,CCS (Type 2),DC,200.0,0.276
-26.4118455,114.4640459,2,50.0,0.5,0.5,5.0,0.013333333333333334,Chargefox,CCS (Type 2),DC,100.0,0.26266666666666666
-32.05512903,115.9633905,4,0.0,0.5,0.5,177.0,0.5866666666666667,Evie,CCS (Type 2),DC,0.0,0.36733333333333335
-32.05199557,115.7649368,1,50.0,0.5,0.5,177.0,0.5866666666666667,Chargefox,CCS (Type 2),DC,50.0,0.37233333333333335
-32.79758494,134.198318,2,150.0,0.5,0.5,10.0,0.03,Chargefox,CCS (Type 2),DC,300.0,0.28600000000000003
-31.93625847,115.8497014,2,22.0,0.5,0.5,177.0,0.5866666666666667,WeVolt (AU),Type 2 (Socket Only),AC (Three-Phase),44.0,0.37173333333333336
-34.4602252,138.9866954,6,120.0,0.5,0.5,95.0,0.31333333333333335,Chargefox,CCS (Type 2),DC,720.0,0.3846666666666667
-31.75808135,115.7714565,2,120.0,0.5,0.5,177.0,0.5866666666666667,Chargefox,CCS (Type 2),DC,240.0,0.39133333333333337
-27.40235542,152.9369798,2,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),Unknown,Unknown,150.0,0.333
-33.047159,135.461943,1,150.0,0.5,0.5,10.0,0.03,Chargefox,CCS (Type 2),DC,150.0,0.271
-33.14584,136.415203,1,150.0,0.5,0.5,10.0,0.03,Chargefox,CCS (Type 2),DC,150.0,0.271
-34.99158898,138.5759569,1,22.0,0.5,0.5,95.0,0.31333333333333335,(Business Owner at Location),Type 2 (Socket Only),AC (Three-Phase),22.0,0.31486666666666663
-30.31157811,139.3362017,1,22.0,0.5,0.5,1.0,0.0,(Business Owner at Location),Type 2 (Socket Only),AC (Three-Phase),22.0,0.2522
-32.10286629,115.7624488,6,250.0,0.5,0.5,177.0,0.5866666666666667,Tesla (Tesla-only charging),CCS (Type 2),DC,1500.0,0.5173333333333334
-15.77905858,128.7404381,2,150.0,0.5,0.5,3.0,0.006666666666666667,Chargefox,CCS (Type 2),DC,300.0,0.2813333333333334
-36.92370548,144.710066,1,50.0,0.5,0.5,61.0,0.2,Evie,CCS (Type 2),DC,50.0,0.29500000000000004
-37.41396711,144.9791065,1,50.0,0.5,0.5,301.0,1.0,Evie,CCS (Type 2),DC,50.0,0.455
-34.28344667,150.6393967,6,150.0,0.5,0.5,222.0,0.7366666666666667,Ampol AmpCharge,CCS (Type 2),DC,900.0,0.4873333333333333
-34.28299743,150.6367929,1,150.0,0.5,0.5,222.0,0.7366666666666667,Ampol AmpCharge,CCS (Type 2),DC,150.0,0.41233333333333333
-37.05121534,149.9015566,1,22.0,0.5,0.5,54.0,0.17666666666666667,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),22.0,0.2875333333333333
-37.10326648,149.8793777,2,22.0,0.5,0.5,54.0,0.17666666666666667,(Unknown Operator),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.28973333333333334
-33.68530286,136.929057,2,150.0,0.5,0.5,2.0,0.0033333333333333335,Chargefox,CCS (Type 2),DC,300.0,0.2806666666666667
-30.27621389,116.6618217,2,50.0,0.5,0.5,18.0,0.056666666666666664,Chargefox,CCS (Type 2),DC,100.0,0.2713333333333333
-21.93740456,114.1306054,1,150.0,0.5,0.5,5.0,0.013333333333333334,WA EV Network (AU),CCS (Type 2),DC,150.0,0.26766666666666666
-31.73530857,115.7605708,2,22.0,0.5,0.5,177.0,0.5866666666666667,Exploren,Type 2 (Socket Only),AC (Three-Phase),44.0,0.37173333333333336
-33.71060645,151.1025062,1,0.0,0.5,0.5,222.0,0.7366666666666667,Ampol AmpCharge,CCS (Type 2),DC,0.0,0.3973333333333333
-41.87471232,148.3041359,2,50.0,0.5,0.5,47.0,0.15333333333333332,Unknown,CCS (Type 2),DC,100.0,0.2906666666666667
-30.51687454,151.6666299,2,7.0,0.5,0.5,19.0,0.06,(Business Owner at Location),Type 2 (Socket Only),AC (Single-Phase),14.0,0.2634
-37.82365942,145.2959482,1,150.0,0.5,0.5,301.0,1.0,Ampol AmpCharge,CCS (Type 2),DC,150.0,0.465
-35.02950404,117.8871196,3,11.0,0.5,0.5,23.0,0.07333333333333333,EVUp (AU),Type 2 (Tethered Connector) ,AC (Three-Phase),33.0,0.2679666666666667
-32.36748025,117.0094615,1,22.0,0.5,0.5,177.0,0.5866666666666667,WA EV Network (AU),Type 2 (Socket Only),AC (Three-Phase),22.0,0.3695333333333333
-30.97829598,150.2512906,1,50.0,0.5,0.5,5.0,0.013333333333333334,(Unknown Operator),CCS (Type 2),DC,50.0,0.25766666666666665
-32.44938188,118.8659039,3,150.0,0.5,0.5,23.0,0.07333333333333333,WA EV Network (AU),CCS (Type 2),DC,450.0,0.30966666666666665
-29.21072161,116.0084779,4,22.0,0.5,0.5,18.0,0.056666666666666664,Exploren,Type 2 (Socket Only),Unknown,88.0,0.27013333333333334
-41.87508668,148.3019046,2,0.0,0.5,0.5,47.0,0.15333333333333332,(Unknown Operator),Type I (AS 3112),AC (Single-Phase),0.0,0.2806666666666667
-37.98035193,146.7866369,2,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,100.0,0.46
-38.18808837,144.5552,2,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,100.0,0.46
-33.93987597,118.9207393,1,150.0,0.5,0.5,23.0,0.07333333333333333,WA EV Network (AU),CCS (Type 2),DC,150.0,0.2796666666666667
-33.58080346,120.0457784,1,150.0,0.5,0.5,23.0,0.07333333333333333,WA EV Network (AU),CCS (Type 2),DC,150.0,0.2796666666666667
-33.13512143,136.4167889,2,7.0,0.5,0.5,10.0,0.03,Chargefox,Type 2 (Socket Only),AC (Single-Phase),14.0,0.2574
-25.92796501,113.5357932,1,22.0,0.5,0.5,5.0,0.013333333333333334,WA EV Network (AU),Type 2 (Socket Only),AC (Three-Phase),22.0,0.25486666666666663
-32.58948931,149.5849645,4,180.0,0.5,0.5,11.0,0.03333333333333333,NRMA,CCS (Type 2),DC,720.0,0.32866666666666666
-20.73538817,116.8474909,2,22.0,0.5,0.5,3.0,0.006666666666666667,WA EV Network (AU),Type 2 (Socket Only),AC (Three-Phase),44.0,0.25573333333333337
-30.89283905,116.716139,2,22.0,0.5,0.5,18.0,0.056666666666666664,(Unknown Operator),Type 2 (Socket Only),AC (Three-Phase),44.0,0.2657333333333334
-31.89248383,115.8959464,2,22.0,0.5,0.5,177.0,0.5866666666666667,Exploren,Type 2 (Socket Only),AC (Three-Phase),44.0,0.37173333333333336
-38.380939,142.518958,3,250.0,0.5,0.5,19.0,0.06,Tesla (including non-tesla),CCS (Type 2),DC,750.0,0.337
-38.34137607,143.592974,3,250.0,0.5,0.5,19.0,0.06,Tesla (including non-tesla),CCS (Type 2),DC,750.0,0.337
-38.0647965,144.3823825,6,250.0,0.5,0.5,301.0,1.0,Tesla (including non-tesla),CCS (Type 2),DC,1500.0,0.6000000000000001
-37.21006161,145.4261474,4,135.0,0.5,0.5,61.0,0.2,Tesla (including non-tesla),CCS (Type 2),DC,540.0,0.344
-35.31872,149.093821,6,150.0,0.5,0.5,54.0,0.17666666666666667,Chargefox,CCS (Type 2),DC,900.0,0.3753333333333333
-42.975674,147.311542,2,120.0,0.5,0.5,47.0,0.15333333333333332,Chargefox,CCS (Type 2),DC,240.0,0.3046666666666667
-33.74303365,150.6929638,1,180.0,0.5,0.5,222.0,0.7366666666666667,Ampol AmpCharge,CCS (Type 2),DC,180.0,0.41533333333333333
-31.96675222,115.8223778,2,22.0,0.5,0.5,177.0,0.5866666666666667,WA EV Network (AU),Type 2 (Socket Only),AC (Three-Phase),44.0,0.37173333333333336
-33.76749972,150.8223994,1,7.4,0.5,0.5,222.0,0.7366666666666667,Chargefox,Type 2 (Socket Only),AC (Single-Phase),7.4,0.3980733333333334
-33.77083718,150.8451556,10,7.4,0.5,0.5,222.0,0.7366666666666667,Chargefox,Type 2 (Socket Only),AC (Single-Phase),74.0,0.4047333333333334
-33.83562519,148.6818675,2,22.0,0.5,0.5,42.0,0.13666666666666666,Tesla (including non-tesla),Type 2 (Tethered Connector) ,AC (Three-Phase),44.0,0.28173333333333334
-33.96150813,150.8057031,6,7.0,0.5,0.5,222.0,0.7366666666666667,Chargefox,Type 2 (Socket Only),AC (Single-Phase),42.0,0.4015333333333333
-34.43723217,148.7237343,4,22.0,0.5,0.5,42.0,0.13666666666666666,Elanga (AU),Type 2 (Tethered Connector) ,AC (Three-Phase),88.0,0.2861333333333333
-33.76725,150.952041,2,75.0,0.5,0.5,222.0,0.7366666666666667,BP Pulse (AU),CCS (Type 2),DC,150.0,0.41233333333333333
-27.579063,152.712931,2,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CCS (Type 2),DC,150.0,0.333
-26.63097904,152.9604531,2,75.0,0.5,0.5,29.0,0.09333333333333334,BP Pulse (AU),CCS (Type 2),DC,150.0,0.2836666666666667
-27.437537,153.07008,2,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CCS (Type 2),DC,150.0,0.333
-37.89737439,144.6705406,4,50.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,200.0,0.47000000000000003
-27.973719,152.994503,2,40.0,0.5,0.5,103.0,0.34,Chargefox,CCS (Type 2),DC,80.0,0.326
-37.88437023,145.0831678,4,100.0,0.5,0.5,301.0,1.0,Chargefox,CCS (Type 2),DC,400.0,0.49
-31.48238844,118.278323,4,150.0,0.5,0.5,23.0,0.07333333333333333,WA EV Network (AU),CCS (Type 2),DC,600.0,0.32466666666666666
-24.88347242,113.6562845,2,150.0,0.5,0.5,6.0,0.016666666666666666,WA EV Network (AU),CCS (Type 2),DC,300.0,0.2833333333333334
-27.479742,153.043682,2,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CCS (Type 2),DC,150.0,0.333
-33.91939202,151.0666942,1,75.0,0.5,0.5,222.0,0.7366666666666667,BP Pulse (AU),CCS (Type 2),DC,75.0,0.4048333333333334
-27.64035655,153.0095966,1,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CCS (Type 2),DC,75.0,0.3255
-27.62230878,153.1281919,1,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CHAdeMO,DC,75.0,0.3255
-30.29170505,153.1183336,1,75.0,0.5,0.5,19.0,0.06,BP Pulse (AU),CCS (Type 2),DC,75.0,0.2695
-27.68454578,153.1896364,1,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CCS (Type 2),DC,75.0,0.3255
-37.9707971,145.223161,2,75.0,0.5,0.5,301.0,1.0,BP Pulse (AU),CCS (Type 2),DC,150.0,0.465
-38.37130602,144.8277249,2,75.0,0.5,0.5,301.0,1.0,BP Pulse (AU),CCS (Type 2),DC,150.0,0.465
-27.35796304,152.9694461,1,75.0,0.5,0.5,103.0,0.34,BP Pulse (AU),CCS (Type 2),DC,75.0,0.3255
-33.81899606,151.0217036,2,75.0,0.5,0.5,222.0,0.7366666666666667,BP Pulse (AU),CCS (Type 2),DC,150.0,0.41233333333333333
-33.91626058,151.1731133,2,75.0,0.5,0.5,222.0,0.7366666666666667,BP Pulse (AU),CCS (Type 2),DC,150.0,0.41233333333333333
-26.65561596,153.0735014,2,75.0,0.5,0.5,29.0,0.09333333333333334,BP Pulse (AU),CCS (Type 2),DC,150.0,0.2836666666666667
-34.40299802,150.8915796,2,75.0,0.5,0.5,222.0,0.7366666666666667,BP Pulse (AU),CCS (Type 2),DC,150.0,0.41233333333333333
-36.43943308,146.2499033,2,75.0,0.5,0.5,61.0,0.2,BP Pulse (AU),CHAdeMO,DC,150.0,0.30500000000000005
-36.43833643,146.2481571,4,75.0,0.5,0.5,61.0,0.2,BP Pulse (AU),CCS (Type 2),DC,300.0,0.32000000000000006
