year,state,charging_level,ICE_segment,EV_emissions_kg,ICE_emissions_kg,CO2_saved_kg,grid_emission_factor,ev_adoption_rate,distance_km
2024,National,Level 2 Fast,Medium,15.75,11.55,-4.199999999999999,0.63,0.0953,150
2024,National,Level 2 Fast,Light,15.75,20.4,4.650000000000002,0.63,0.0953,150
2024,National,Level 2 Fast,Pick-up/Chassis 4x2,15.75,32.25,16.5,0.63,0.0953,150
2024,National,Level 2 Fast,SUV Upper Large,15.75,39.75,24.0,0.63,0.0953,150
2024,National,Level 2 Fast,Vans/Cab Chassis,15.75,29.85,14.1,0.63,0.0953,150
2024,National,Level 2 Fast,People Movers,15.75,27.15,11.4,0.63,0.0953,150
2024,National,Level 2 Fast,Sports,15.75,32.85,17.1,0.63,0.0953,150
2024,National,Level 2 Fast,Micro,15.75,17.25,1.5,0.63,0.0953,150
2024,National,Level 2 Fast,Large,15.75,23.1,7.350000000000001,0.63,0.0953,150
2024,National,Level 2 Fast,Upper Large,15.75,23.1,7.350000000000001,0.63,0.0953,150
2024,National,Level 2 Slow,SUV Medium,15.75,20.25,4.5,0.63,0.0953,150
2024,National,Level 2 Slow,Pick-up/Chassis 4x4,15.75,33.3,17.549999999999997,0.63,0.0953,150
2024,National,Level 2 Slow,SUV Small,15.75,21.6,5.849999999999998,0.63,0.0953,150
2024,National,Level 2 Slow,SUV Large,15.75,28.8,13.05,0.63,0.0953,150
2024,National,Level 2 Slow,Small,15.75,20.25,4.5,0.63,0.0953,150
2024,National,Level 2 Slow,SUV Light,15.75,20.700000000000003,4.950000000000003,0.63,0.0953,150
2024,National,Level 2 Slow,Medium,15.75,11.55,-4.199999999999999,0.63,0.0953,150
2024,National,Level 2 Slow,Light,15.75,20.4,4.650000000000002,0.63,0.0953,150
2024,National,Level 2 Slow,Pick-up/Chassis 4x2,15.75,32.25,16.5,0.63,0.0953,150
2024,National,Level 2 Slow,SUV Upper Large,15.75,39.75,24.0,0.63,0.0953,150
2024,National,Level 2 Slow,Vans/Cab Chassis,15.75,29.85,14.1,0.63,0.0953,150
2024,National,Level 2 Slow,People Movers,15.75,27.15,11.4,0.63,0.0953,150
2024,National,Level 2 Slow,Sports,15.75,32.85,17.1,0.63,0.0953,150
2024,National,Level 2 Slow,Micro,15.75,17.25,1.5,0.63,0.0953,150
2024,National,Level 2 Slow,Large,15.75,23.1,7.350000000000001,0.63,0.0953,150
2024,National,Level 2 Slow,Upper Large,15.75,23.1,7.350000000000001,0.63,0.0953,150
2024,National,Level 3,SUV Medium,15.75,20.25,4.5,0.63,0.0953,150
2024,National,Level 3,Pick-up/Chassis 4x4,15.75,33.3,17.549999999999997,0.63,0.0953,150
2024,National,Level 3,SUV Small,15.75,21.6,5.849999999999998,0.63,0.0953,150
2024,National,Level 3,SUV Large,15.75,28.8,13.05,0.63,0.0953,150
2024,National,Level 3,Small,15.75,20.25,4.5,0.63,0.0953,150
2024,National,Level 3,SUV Light,15.75,20.700000000000003,4.950000000000003,0.63,0.0953,150
