datetime,tempmax,tempmin,temp,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin
2018-12-16,6.2,1.4,3.6,90.8,15.299,100,12.5,rain,0,1.8,64.8,24.2,24.2,12.3,2.9
2018-12-17,9.6,0.5,4,94.1,0.745,100,16.67,"rain,snow",0,1.6,59.4,24.3,24.3,7.9,2.4
2018-12-18,10.7,6.9,9.3,83.7,6.911,100,16.67,rain,0,0.6,60,28.6,28.6,17.9,6.1
2018-12-19,7.8,1.4,4.9,89.6,0.446,100,12.5,rain,0,0.3,27,11.8,11.8,8,3.6
2018-12-20,6.5,3.2,5.1,93.4,0.861,100,8.33,rain,0,0.1,32,15.1,15.1,7.7,2.5
2018-12-21,6.9,3.4,5.2,95.2,1.779,100,16.67,rain,0,0,25.9,12.6,12.6,7,3.5
2018-12-22,7.9,4.4,6,92.6,0.263,100,12.5,rain,0,0,42.5,22.5,22.5,14.8,6.8
2018-12-23,5.4,-0.7,2.6,95.6,0.196,100,12.5,rain,0,0,26.3,11.5,11.5,5.6,2.3
2018-12-24,3.4,-3.6,-1.2,95.2,0.156,100,4.17,"rain,snow",0,0.3,20.5,10.7,10.7,5.3,2.8
2018-12-25,8.8,-1.5,4.9,97.2,0.062,100,8.33,rain,0,0.9,28.4,13.5,13.5,10.2,5.1
2018-12-26,10.1,9.2,9.5,91.6,0.101,100,4.17,rain,0,0,33.8,22,22,16,9.8
2018-12-27,9.8,8.8,9.3,89.9,0,0,0,,0,0,32.8,21,21,15.2,11.5
2018-12-28,10.3,4.9,8,86.1,0.199,100,8.33,rain,0,0,46.4,27.3,27.3,15.5,6.9
2018-12-29,11.6,5.8,8.7,82.4,5.499,100,12.5,rain,0,0,68.4,39.1,39.1,22,11.6
2018-12-30,11.3,6.8,9.5,89.2,0.314,100,12.5,rain,0,0,57.6,29.3,29.3,19.1,8.1
2018-12-31,11.8,9.2,10.2,83.5,0.02,100,8.33,rain,0,0,65.8,35.3,35.3,29.4,23.8
2019-01-01,11.6,-2.2,4.5,74.5,0.018,100,8.33,rain,0,0,55.1,35.7,35.7,11.1,3.9
2019-01-02,0.9,-4.9,-2.3,89.9,0,0,0,,0,0.6,13,6.3,6.3,3.6,1.8
2019-01-03,3.8,-0.6,1.6,88.1,0,0,0,,0,0.5,16.6,13.4,13.4,6.2,2.1
2019-01-04,6.4,2.6,4.2,86.5,0,0,0,,0,0.3,24.1,16.3,16.3,10.7,5.1
2019-01-05,5.5,2.9,4.2,83.5,0,0,0,,0,0.2,24.5,15.6,15.6,10.9,6.1
2019-01-06,8.6,5.4,7,95.3,0.372,100,16.67,rain,0,0,25.2,13.9,13.9,9.1,2.2
2019-01-07,11.4,7.2,9.3,78.5,1.492,100,12.5,rain,0,0,72.3,45.5,45.5,29.7,9.6
2019-01-08,8,2.2,5.7,69.5,0,0,0,,0,0,50,23,23,12.5,7.4
2019-01-09,4.6,-2,1.9,83.5,0.01,100,4.17,rain,0,0,22.7,11.8,11.8,7.1,2.9
2019-01-10,9.5,4.3,7.1,86,0,0,0,,0,0,26.6,14.5,14.5,11.2,8.3
2019-01-11,8.8,3.9,7.1,86.7,0,0,0,,0,0,50,26.3,26.3,13.7,5.8
2019-01-12,11.1,7.4,9.3,80.8,0.19,100,12.5,rain,0,0,55.5,34.1,34.1,26,19.4
2019-01-13,11.1,6.4,8.8,75.7,0.111,100,8.33,rain,0,0,70.6,37.5,37.5,28.5,14.7
2019-01-14,7.7,0.7,4.4,90.3,0.543,100,16.67,rain,0,0,48.2,28,28,12.3,2.5
2019-01-15,9.6,8,8.9,87.3,0.143,100,12.5,rain,0,0,63,36.3,36.3,29.7,25.2
2019-01-16,9.1,3.1,5.8,80.1,0.832,100,12.5,rain,0,0,57.3,35.1,35.1,23.5,12.9
2019-01-17,4.8,-1.6,1.3,68.4,0.047,100,4.17,rain,0,1.6,51.8,21.3,21.3,11.6,3.5
2019-01-18,3,-4.5,-0.6,84.3,0,0,0,"rain,snow",0.1,1.5,21.2,12.8,12.8,6.1,2
2019-01-19,2.9,0.2,1.6,93.8,0.282,100,4.17,"rain,snow",0,0.6,13.7,5.7,5.7,3.7,2.1
2019-01-20,5.5,-0.8,2.2,86.9,0.062,100,8.33,rain,0,0.2,23.8,13.5,13.5,9,3.9
2019-01-21,4.6,-2.5,1.8,85.9,0.24,100,4.17,rain,0.1,0.5,45,22.2,22.2,12.8,4.1
2019-01-22,2.1,-4.3,0,91.7,1.506,100,4.17,"rain,snow",0,0.7,28.1,15.8,15.8,9.9,3.1
2019-01-23,1.9,-6,-2.4,91,1.307,100,8.33,"rain,snow",0,1.9,19.8,11.3,11.3,6.7,2.9
2019-01-24,2.8,-2.6,-0.1,94.8,1,100,4.17,snow,0,1.7,14.8,8.1,8.1,4,1
2019-01-25,9.9,1.5,7.5,90.6,0.497,100,16.67,"rain,snow",0,0.3,63,30.1,30.1,19,3.8
2019-01-26,9.2,4.4,7.8,89.4,2.026,100,16.67,rain,0,0,51.8,30.7,30.7,20.7,7.8
2019-01-27,5.4,2.2,3.9,66.3,0.289,100,8.33,rain,0,0.1,59.4,29.6,29.6,21.6,10.1
2019-01-28,4.7,-1.4,1.4,72.1,0.008,100,4.17,rain,0,0.8,29.9,21.3,21.3,13,7.2
2019-01-29,2.5,-1.9,0.8,92.3,2.046,100,12.5,"rain,snow",0,2.5,29.9,19.2,19.2,12.3,4.4
2019-01-30,3.1,-2.3,-0.2,89.4,0.205,100,8.33,"rain,snow",0,2.2,23,15.1,15.1,11.4,5.9
2019-01-31,0.3,-5.9,-3.9,94.6,0.046,100,8.33,snow,0,2.1,19.1,6,6,4.2,1.7
2019-02-01,3.6,-7.4,-2.5,87.8,1.731,100,8.33,"rain,snow",0,2.1,21.6,8.7,8.7,5.6,3.2
2019-02-02,3.7,-3.9,0.8,70.2,2.775,100,12.5,"rain,snow",0,2.8,25.6,11.9,11.9,8.5,4.3
2019-02-03,4.3,-5.1,1.2,88.7,3.592,100,8.33,"rain,snow",0,1.3,51.8,22.3,22.3,12,4
2019-02-04,6.9,1.6,4.8,81.7,4.787,100,12.5,rain,0,0,56.1,32.5,32.5,18.1,5.9
2019-02-05,5.2,-2.2,1.3,96.1,2.325,100,8.33,"rain,snow",0,0.3,46.4,12.3,12.3,6.9,2.2
2019-02-06,7.4,2.5,4.7,88.1,3.787,100,12.5,rain,0,0,56.9,21.3,21.3,14,4.6
2019-02-07,6.8,1.4,3.8,91.2,1.902,100,12.5,"rain,snow",0,0,40.7,21.8,21.8,10.9,2.5
2019-02-08,10.5,3.9,7.2,81.4,10.029,100,16.67,rain,0,0,80.5,45,45,28.6,8.1
2019-02-09,9,2.4,6.1,75.8,0.802,100,16.67,rain,0,0,71.5,44,44,30.2,14.7
2019-02-10,6.6,0.7,3,85.6,0.381,100,12.5,"rain,snow",0,0,36.7,20.8,20.8,12.3,7.4
2019-02-11,6.8,-1.4,3.3,82.9,0.018,100,8.33,"rain,snow",0,0,27.7,17.7,17.7,8.7,3.7
2019-02-12,10.7,5.2,8.3,86.6,0.496,100,8.33,rain,0,0,63,33.1,33.1,21.4,11.1
2019-02-13,10.6,5.8,9.3,83.4,1.108,100,8.33,rain,0,0,55.4,28.5,28.5,20.1,5.6
2019-02-14,9.9,4.3,8.2,83.8,0.404,100,8.33,rain,0,0,55.4,25.9,25.9,17.8,7.8
2019-02-15,11.3,-0.6,5.9,80.7,0.008,100,4.17,rain,0,0,64.7,28.5,28.5,13.4,4.3
2019-02-16,10.3,8.8,9.5,78.7,0.595,100,8.33,rain,0,0,55.4,27.5,27.5,19.2,10
2019-02-17,11.6,8.2,10.2,73.5,0.504,100,12.5,rain,0,0,59.4,28.5,28.5,21.7,14.3
2019-02-18,8.6,6.3,7.4,79.1,1.107,100,16.67,rain,0,0,67.2,38.6,38.6,28.6,21.2
2019-02-19,8,4.9,6.5,84,0.318,100,12.5,rain,0,0,36.7,21.7,21.7,15.3,5.8
2019-02-20,11.5,7.4,9.9,88.9,2.131,100,12.5,rain,0,0,63.7,37.5,37.5,22.8,12.2
2019-02-21,13.1,8.8,10.9,86,0.458,100,8.33,rain,0,0,48.2,22.8,22.8,15.1,6.3
2019-02-22,15.1,7.4,10.6,71.8,0,0,0,,0,0,50,23.7,23.7,10.2,4.4
2019-02-23,14.7,7.9,10.5,71,0.621,100,4.17,rain,0,0,59.4,28.9,28.9,14.1,4.3
2019-02-24,8.1,2,5.5,95.6,0.056,100,12.5,rain,0,0,25.2,10.8,10.8,5.3,1.5
2019-02-25,13.9,2.2,6.7,88.7,0,0,0,,0,0,18.4,7.6,7.6,4.6,2.1
2019-02-26,13.6,0.8,6.6,74.8,0.101,100,4.17,rain,0,0,23,13,13,7.3,1.4
2019-02-27,13.1,-0.4,5.4,82.6,0.044,100,4.17,rain,0,0,29.9,21,21,8.9,3.4
2019-02-28,6.4,0,4.5,97.7,0.046,100,8.33,rain,0,0,27.7,13,13,6.6,2
2019-03-01,9.2,4.5,6.6,89.6,0.018,100,4.17,rain,0,0,22.3,12.6,12.6,7.4,4
2019-03-02,10,5.9,7.8,85.5,3.793,100,16.67,rain,0,0,67.7,37.2,37.2,17,3.9
2019-03-03,9.2,4,6.7,73.9,3.36,100,12.5,rain,0,0.1,80.2,47.3,47.3,30,4.4
2019-03-04,9.2,3.1,5.7,77,3.588,100,16.67,rain,0,0,54.2,30.8,30.8,20.4,11
2019-03-05,5.8,0.1,3,92.2,0.813,100,8.33,"rain,snow",0,0,28.8,19.4,19.4,6.8,3
2019-03-06,7.8,0.6,5.2,97.8,14.836,100,16.67,"rain,snow",0,0.3,48.2,24.3,24.3,12.6,3.8
2019-03-07,7.9,3,6,81.7,13.512,100,12.5,rain,0,0,53.6,24.8,24.8,12.4,3.5
2019-03-08,6.7,-1.8,3.2,85.7,3.181,100,8.33,rain,0,0,60.1,30.3,30.3,16.1,5
2019-03-09,7.7,1.9,4.3,76.5,1.548,100,16.67,rain,0,0,58.2,36.8,36.8,26.4,14
2019-03-10,4.6,-0.7,1.8,89.4,4.98,100,8.33,rain,0.4,0,61.8,34.8,34.8,17.1,3.3
2019-03-11,7.9,1.4,4.9,74.9,0.225,100,12.5,"rain,snow",0,0.2,50.5,29.3,29.3,22.5,18.9
2019-03-12,8.3,3.7,5.9,83.2,14.037,100,16.67,rain,0,0,81.9,45,45,33.7,20.3
2019-03-13,10.5,5.8,7.5,71.8,7.302,100,16.67,rain,0,0,73.3,42.4,42.4,29.9,22.9
2019-03-14,9.8,5.8,7.7,77.9,3.904,100,12.5,rain,0,0,58.4,34,34,24.8,16.3
2019-03-15,7.4,4,5.9,76.7,0.541,100,12.5,rain,0,0,68.3,39.8,39.8,28.9,16.7
2019-03-16,4.1,0.6,2.5,90.9,15.44,100,12.5,"rain,snow",5.5,0.9,64.8,21.2,21.2,14.9,6.4
2019-03-17,8.3,2,4.7,71.4,0.175,100,16.67,rain,0,0.3,51.8,27.8,27.8,19.4,11.8
2019-03-18,8.8,2,5.6,78.9,0.081,100,4.17,rain,0,0,29.9,15.3,15.3,10.3,5.2
2019-03-19,10.8,3.5,8.1,89.6,0.174,100,4.17,rain,0,0,53.6,28.8,28.8,18.2,5.3
2019-03-20,13.9,9.1,11.3,86.9,0.024,100,8.33,rain,0,0,57.6,31,31,25.2,19.7
2019-03-21,13.8,10.3,11.8,85.1,0.292,100,12.5,rain,0,0,52.6,33.1,33.1,21.9,9.6
2019-03-22,10.8,4.8,9,79.7,1.593,100,12.5,rain,0,0,65.7,36.4,36.4,27.2,12.3
2019-03-23,9.7,3.9,6.1,68.9,0.154,100,12.5,rain,0,0,53.6,26.3,26.3,20.9,13.4
2019-03-24,9.9,3.9,6.4,74.2,0.587,100,8.33,rain,0,0,70.1,40.6,40.6,27.5,17.1
2019-03-25,10.5,3.7,7.2,63.8,0.01,100,4.17,rain,0,0,41.8,21.4,21.4,14,6.8
2019-03-26,10.7,5.9,8.3,78.3,0.01,100,4.17,rain,0,0,50,24.7,24.7,19.8,14.7
2019-03-27,11.7,8,9.6,78.5,0,0,0,,0,0,50,25.8,25.8,20.3,14.1
2019-03-28,11.5,7.5,9.2,72.2,0,0,0,,0,0.1,51.8,30.3,30.3,21.2,14.6
2019-03-29,11.3,5.9,8.8,75.6,0,0,0,,0,0.5,55.4,32.9,32.9,22.5,13.6
2019-03-30,11,2.1,8,72,0,0,0,,0,0,31.3,20,20,13.4,4.2
2019-03-31,8.6,-2.1,3.7,73.2,0,0,0,,0,0,24.1,15,15,7.7,2.1
2019-04-01,7.7,2.7,5.1,76,0.383,100,4.17,rain,0,0,36.4,17.7,17.7,9.6,4.2
2019-04-02,7.9,3.1,5.1,80.7,1.553,100,16.67,rain,0,0,28.8,13.3,13.3,10.2,5.8
2019-04-03,6.2,3.1,4.7,80.2,4.589,100,12.5,rain,0.3,0,53.6,25.1,25.1,18.8,10.8
2019-04-04,7.7,3.3,5.3,84.5,7.921,100,12.5,rain,0,0.1,57.6,25.5,25.5,18.2,7.1
2019-04-05,11.7,4.7,7.9,75.4,0.02,100,4.17,rain,0,0,53.6,30.9,30.9,21,9
2019-04-06,7.2,2.7,5.1,95.8,4.239,100,12.5,rain,0,0,37.1,21,21,9.9,3.4
2019-04-07,7.3,6.2,6.7,93.9,0.753,100,8.33,rain,0,0,44.6,21.9,21.9,18.8,14.8
2019-04-08,9.2,4.6,6.8,83.4,0,0,0,,0,0,42.1,23.6,23.6,18.6,11.8
2019-04-09,9.5,1.7,6.7,78.7,0,0,0,,0,0,41,22.6,22.6,15.5,4.5
2019-04-10,11,-1.7,4.5,77.8,0.147,100,4.17,rain,0,0,18,12.4,12.4,6.1,2.4
2019-04-11,12.8,-1.7,5.6,74.8,0,0,0,,0,0,20.9,14.5,14.5,8.2,3.3
2019-04-12,10.1,0.3,5.6,75.4,0,0,0,,0,0,42.5,20.8,20.8,10.1,2.2
2019-04-13,9,-0.9,4.6,67.5,0,0,0,,0,0,54.7,27.8,27.8,16.4,3.9
2019-04-14,8.5,0.8,5.3,66.4,0,0,0,,0,0,53.6,25.2,25.2,17.6,8.8
2019-04-15,10,2,6.6,72.1,0,0,0,,0,0,53.9,32.7,32.7,22.7,11.7
2019-04-16,9.6,6.8,7.9,84.3,0.313,100,4.17,rain,0,0,46.4,23.2,23.2,18.1,13.3
2019-04-17,10.9,6.1,8,83,0.145,100,4.17,rain,0,0,39.2,23.4,23.4,16,11.7
2019-04-18,13.1,5.9,8.8,87.1,0,0,0,,0,0,39.2,20.2,20.2,13.8,9
2019-04-19,17.2,6.8,11,80.2,0,0,0,,0,0,25.9,11.9,11.9,8.3,3.1
2019-04-20,22,6,14,69.8,0,0,0,,0,0,26.6,17.1,17.1,7.6,2.2
2019-04-21,21.7,8.1,15.1,61.9,0,0,0,,0,0,46.4,25.5,25.5,12.2,1.9
2019-04-22,20.7,4.3,12.7,65.2,0,0,0,,0,0,42.8,26.1,26.1,12.3,2.6
2019-04-23,12.9,8.4,10.1,83.7,0,0,0,,0,0,51.5,28.4,28.4,18.5,9.1
2019-04-24,11.5,8,9.2,89.7,0,0,0,,0,0,55.1,27.1,27.1,20.3,14.9
2019-04-25,13.9,8,10.3,86.3,1.507,100,16.67,rain,0,0,52.2,24.5,24.5,12.3,3.7
2019-04-26,13.9,6.2,9.7,82.7,3.454,100,16.67,rain,0,0,51.8,19.4,19.4,12.4,4.3
2019-04-27,12.2,6.7,9,85.8,2.251,100,12.5,rain,0,0,28.4,17,17,9.5,3.3
2019-04-28,14.1,8.1,10.6,82.2,2.17,100,8.33,rain,0,0,23,12.1,12.1,7.2,2.9
2019-04-29,13,5.5,9,85.9,0.08,100,4.17,rain,0,0,32.4,18.2,18.2,10,3.6
2019-04-30,13.6,6.8,10.2,85.4,0.024,100,4.17,rain,0,0,23.4,10.4,10.4,6.8,3
2019-05-01,13.4,9.2,11.3,85.2,0.741,100,16.67,rain,0,0,28.4,16.1,16.1,8.6,2.8
2019-05-02,13.7,5.5,8.6,82.2,2.238,100,12.5,rain,0,0,37.1,16.7,16.7,9.7,4.9
2019-05-03,9.2,4.6,6.7,67.4,0.883,100,12.5,rain,0,0,55.4,19.6,19.6,11.2,3.6
2019-05-04,9.5,0.9,6.1,61.5,0,0,0,,0,0,46.4,23.3,23.3,13.3,4.9
2019-05-05,11.3,2.3,7.2,62,0,0,0,,0,0,37.4,17.9,17.9,11.8,4.3
2019-05-06,9.5,4.2,6.9,69.2,2.861,100,8.33,rain,0,0,26.3,12.4,12.4,8.1,3.6
2019-05-07,8.7,2.8,6,78.7,0.78,100,16.67,rain,0,0,38.9,15.8,15.8,10.5,3.4
2019-05-08,7.8,4.6,6,91.5,6.128,100,16.67,rain,0,0,53.6,26.9,26.9,18.4,9.7
2019-05-09,10.6,4.6,7.2,76.2,6.045,100,12.5,rain,0,0,51.8,21.4,21.4,13.8,2.9
2019-05-10,10.9,4.2,7,81.4,4.821,100,16.67,rain,0,0,29.9,16,16,7,2
2019-05-11,13.4,2,8.2,71.4,1.594,100,4.17,rain,0,0,26.3,13.1,13.1,7.4,2.9
2019-05-12,14.9,0.4,8.5,70.2,0.038,100,4.17,rain,0,0,22,17.9,17.9,8.1,2.8
2019-05-13,19.3,5.1,12.3,62.8,0,0,0,,0,0,30.6,20.3,20.3,10.9,2.9
2019-05-14,21.5,4.4,13.8,63.9,0,0,0,,0,0,20.5,14,14,8.3,3.3
2019-05-15,20.1,5.9,13.3,75.7,0,0,0,,0,0,33.1,16.7,16.7,8.3,2.1
2019-05-16,16.1,8.7,12.2,72.7,0,0,0,,0,0,45,24.3,24.3,14.9,6.2
2019-05-17,16.7,7.9,11.5,74.6,0,0,0,,0,0,46.4,23.8,23.8,14.5,5.9
2019-05-18,11,9.3,10.2,96,4.254,100,16.67,rain,0,0,44.6,19.9,19.9,13.3,5
2019-05-19,14.5,9.9,11.8,87.4,2.349,100,12.5,rain,0,0,20.9,12.8,12.8,8.3,4
2019-05-20,15,9.8,12.4,81,0.01,100,4.17,rain,0,0,22.3,14.1,14.1,9.7,5.4
2019-05-21,14.4,8,11.5,81.4,1.532,100,8.33,rain,0,0,28.1,12.7,12.7,7.4,2.7
2019-05-22,14.6,4.1,10.3,75.1,0.653,100,8.33,rain,0,0,42.5,23.3,23.3,15.7,2.5
2019-05-23,15.5,7.8,11.4,73,0,0,0,,0,0,53.1,32.1,32.1,23.9,13.7
2019-05-24,17.8,7.5,12.5,68.2,0,0,0,,0,0,37.1,20.8,20.8,15.8,3.4
2019-05-25,12.9,5.5,10.1,88.4,1.103,100,8.33,rain,0,0,36,18.3,18.3,11.2,2.9
2019-05-26,14.8,10.6,12.4,86.7,8.437,100,12.5,rain,0,0,61.7,37.9,37.9,20.1,5.8
2019-05-27,12.6,8.4,10,79.2,5.463,100,16.67,rain,0,0,61.2,29,29,10.8,4.1
2019-05-28,12.9,6.5,9.2,76.9,1.793,100,12.5,rain,0,0,24.1,11.3,11.3,7.5,2.4
