name,address,latitude,longitude,score,geometry
Porsche Smart Mobility,"160 Sandy Road, Fingal, VIC, 3939",-38.418999,144.860488,1.0244544744,POINT (144.860488 -38.418999)
EVERTY,"Cranston Ct, Rosebud, VIC, 3939",-38.36806,144.905142,1.0242384672,POINT (144.905142 -38.36806)
Tesla,"306 Jetty Road, Rosebud, VIC, 3939",-38.380924,144.912545,1.0241675377,POINT (144.912545 -38.380924)
Tesla,"Trent Jones Dr, Cape Schanck, VIC, 3939",-38.461803,144.892685,1.024130702,POINT (144.892685 -38.461803)
Evie,"16-18 Pier Street, Dromana, VIC, 3936",-38.333528,144.965927,1.0238622427,POINT (144.965927 -38.333528)
EVUp,"11 Dalkeith Drive, Dromana, VIC, 3936",-38.334671,144.985056,1.0269817114,POINT (144.985056 -38.334671)
EVUp,"133 Nepean Highway, Dromana, VIC, 3936",-38.330475,144.996107,1.0259635448,POINT (144.996107 -38.330475)
ChargeFox,"1 Syme Street, Melbourne, VIC, 3016",-37.863119,144.904707,1.0255937576,POINT (144.904707 -37.863119)
ChargeFox,"31-69 McLister Street, Melbourne, VIC, 3015",-37.831621,144.883234,1.0255371332,POINT (144.883234 -37.831621)
Evie,"42 Waterloo Place, Mornington, VIC, 3931",-38.224212,145.039703,1.0255237818,POINT (145.039703 -38.224212)
Evie,"38 Raleigh Street, Melbourne, VIC, 3011",-37.802428,144.894796,1.0474735498,POINT (144.894796 -37.802428)
Evie,"61 Napier Street, Melbourne, VIC, 3011",-37.804365,144.900883,1.046376586,POINT (144.900883 -37.804365)
Lorbek Luxury Cars,"30 Prohasky Street, Melbourne, VIC, 3207",-37.832052,144.919435,1.0447824001,POINT (144.919435 -37.832052)
EVERTY,"West Gate Fwy, Melbourne, VIC, 3207",-37.827995,144.925748,1.0432252884,POINT (144.925748 -37.827995)
ChargeFox,"481 Plummer Street, Melbourne, VIC, 3207",-37.83076,144.930032,1.042571187,POINT (144.930032 -37.83076)
ChargeFox,"350 Bridge Street, Melbourne, VIC, 3207",-37.828431,144.934477,1.041560173,POINT (144.934477 -37.828431)
ChargeFox,"155 Bertie Street, Melbourne, VIC, 3207",-37.826266,144.935318,1.0412580967,POINT (144.935318 -37.826266)
Exploren,"1 Lennon Street, Melbourne, VIC, 3003",-37.800608,144.927389,1.0408694744,POINT (144.927389 -37.800608)
ChargeFox,"72 Altona Street, Melbourne, VIC, 3031",-37.797015,144.92607,1.0408238173,POINT (144.92607 -37.797015)
Tesla,"88 Craigie Road, Mount Martha, VIC, 3934",-38.256499,145.037711,1.0423535109,POINT (145.037711 -38.256499)
Porsche,"Harrisons Road, Dromana, VIC, 3936",-38.335797,145.018779,1.0414334536,POINT (145.018779 -38.335797)
Tesla,"1333 Mornington Flinders Road, Main Ridge, VIC, 3928",-38.394317,144.994243,1.0403935909,POINT (144.994243 -38.394317)
Tesla,"Mornington VIC, Mornington, VIC, 3931",-38.234305,145.051085,1.0403935909,POINT (145.051085 -38.234305)
EVUp,"65 Watt Road, Mornington, VIC, 3931",-38.231717,145.056379,1.0394538641,POINT (145.056379 -38.231717)
EVUp,"1132 Nepean Highway, Mornington, VIC, 3931",-38.220694,145.061207,1.0387524366,POINT (145.061207 -38.220694)
EVUp,"120 Arthurs Seat Road, Red Hill, VIC, 3937",-38.372078,145.018461,1.0384521484,POINT (145.018461 -38.372078)
JOLT,"588 Balcombe Road, Melbourne, VIC, 3193",-37.975499,145.017458,1.0577548742,POINT (145.017458 -37.975499)
AmpCharge,"72-75 Beach Road, Melbourne, VIC, 3188",-37.94454,145.001726,1.0557507277,POINT (145.001726 -37.94454)
Exploren,"76 Royal Ave, Melbourne, VIC, 3191",-37.959698,145.016872,1.0551898479,POINT (145.016872 -37.959698)
JOLT,"353 Balcombe Road, Melbourne, VIC, 3193",-37.978966,145.045237,1.0520658493,POINT (145.045237 -37.978966)
EVX,"Brixton Rd, Melbourne, VIC, 3192",-37.955699,145.031732,1.0513659716,POINT (145.031732 -37.955699)
EVUp,"48 Cook Street, Flinders, VIC, 3929",-38.473752,145.014978,1.0234260559,POINT (145.014978 -38.473752)
Evie,"33 Cook Street, Flinders, VIC, 3929",-38.474464,145.018779,1.0234009027,POINT (145.018779 -38.474464)
Tesla,"23-31 Cook Street, Flinders, VIC, 3929",-38.47445,145.019202,1.0233981609,POINT (145.019202 -38.47445)
Tesla,"18 Tregea Street, Port Campbell, VIC, 3269",-38.618751,142.99547,1.0230869055,POINT (142.99547 -38.618751)
EVX,"8 Eddie Street, Melbourne, VIC, 3190",-37.953301,145.03337,1.07611835,POINT (145.03337 -37.953301)
JOLT,"152 Weatherall Road, Melbourne, VIC, 3192",-37.972013,145.050222,1.075701952,POINT (145.050222 -37.972013)
JOLT,"322 Bay Road, Melbourne, VIC, 3192",-37.956312,145.041463,1.0746302605,POINT (145.041463 -37.956312)
EVUp,"63 Venice Street, Melbourne, VIC, 3194",-37.989373,145.068434,1.074023962,POINT (145.068434 -37.989373)
ChargeFox,"27 Wells Street, Melbourne, VIC, 3199",-38.143541,145.122714,1.0728446245,POINT (145.122714 -38.143541)
JOLT,"493A Highett Road, Melbourne, VIC, 3190",-37.948561,145.041063,1.0729465485,POINT (145.041063 -37.948561)
AmpCharge,"299 Charman Road, Melbourne, VIC, 3192",-37.96498,145.055571,1.0727157593,POINT (145.055571 -37.96498)
Tesla,"26 Merricks Road, Merricks, VIC, 3916",-38.3863,145.0862,1.0580524206,POINT (145.0862 -38.3863)
EVUp,"136 Graydens Road, Moorooduc, VIC, 3933",-38.282403,145.122268,1.0576630831,POINT (145.122268 -38.282403)
ChargeFox,"2 Hastings Road, Melbourne, VIC, 3199",-38.151154,145.126781,1.0546123981,POINT (145.126781 -38.151154)
Exploren,"15 Beach St, Melbourne, VIC, 3199",-38.139893,145.124419,1.054407835,POINT (145.124419 -38.139893)
Exploren,"47 Moorooduc Hwy, Melbourne, VIC, 3199",-38.151854,145.134898,1.0526623726,POINT (145.134898 -38.151854)
Evie,"8 Swansea Road, Melbourne, VIC, 3196",-38.054794,145.115953,1.0478506088,POINT (145.115953 -38.054794)
Tesla,"Sugarloaf Rd, Eildon, VIC, 3713",-37.211946,145.907618,1.1808577776,POINT (145.907618 -37.211946)
Evie,"8 Webster Street, Alexandra, VIC, 3714",-37.191962,145.711163,1.1793040037,POINT (145.711163 -37.191962)
Tesla,"32 Murchison Street, Marysville, VIC, 3779",-37.51015,145.74607,1.1539279222,POINT (145.74607 -37.51015)
Tesla,"436 Maroondah Highway, Narbethong, VIC, 3778",-37.564965,145.654835,1.1146119833,POINT (145.654835 -37.564965)
Tesla,"145 Mount Buller Road, Mansfield, VIC, 3722",-37.060471,146.09837,1.0752308369,POINT (146.09837 -37.060471)
Evie,"21 McDonald Street, Mansfield, VIC, 3722",-37.050834,146.086721,1.0748323202,POINT (146.086721 -37.050834)
EVUp,"30 Nolan Street, Mansfield, VIC, 3722",-37.051514,146.089844,1.0743684769,POINT (146.089844 -37.051514)
EVUp,"390 Pollards Road, Mansfield, VIC, 3722",-37.088256,146.16784,1.0664000511,POINT (146.16784 -37.088256)
Tesla,"Cnr Pollards Rd and Stoneys Road, Mansfield, VIC, 3722",-37.087018,146.167151,1.0662750006,POINT (146.167151 -37.087018)
Evie,"80 River Street, Healesville, VIC, 3777",-37.653798,145.514106,1.0568059683,POINT (145.514106 -37.653798)
Tesla,"80 Healesville Kinglake Road, Healesville, VIC, 3777",-37.650208,145.50327,1.0561742783,POINT (145.50327 -37.650208)
Tesla,"58 Pinnacle Lane, Dixons Creek, VIC, 3775",-37.59736,145.411541,1.053434968,POINT (145.411541 -37.59736)
EVUp,"1 Aitken Crescent, Kinglake, VIC, 3763",-37.530104,145.340679,1.0517164469,POINT (145.340679 -37.530104)
EVUp,"19 Whittlesea Kinglake Road, Kinglake, VIC, 3763",-37.53151,145.339578,1.0512647629,POINT (145.339578 -37.53151)
Exploren,"313 Healesville Yarra Glen Road, Healesville, VIC, 3777",-37.660015,145.469606,1.0487682819,POINT (145.469606 -37.660015)
Tesla,"30 Woods Point Road, Warburton, VIC, 3799",-37.753398,145.705362,1.0452845097,POINT (145.705362 -37.753398)
ChargeFox,"28 Willow Bend Drive, Steels Creek, VIC, 3775",-37.60832,145.375346,1.0449591875,POINT (145.375346 -37.60832)
Porsche Smart Mobility,"Maroondah Highway, Coldstream, VIC, 3770",-37.68767,145.457298,1.0411920547,POINT (145.457298 -37.68767)
Tesla,"864 Maroondah Highway, Coldstream, VIC, 3770",-37.687882,145.457554,1.0411789417,POINT (145.457554 -37.687882)
ChargeFox,"45 Bell Street, Yarra Glen, VIC, 3775",-37.656889,145.373795,1.0366278887,POINT (145.373795 -37.656889)
Tesla,"1 Mimosa Dr, Merrijig (West), VIC, 3723",-37.108811,146.337112,1.0357686281,POINT (146.337112 -37.108811)
Evie,"1-3 Park Road, Yarra Junction, VIC, 3797",-37.780958,145.613177,1.0348334312,POINT (145.613177 -37.780958)
ChargeFox,"460-462 Maroondah Highway, Melbourne, VIC, 3140",-37.754735,145.363701,1.0254808664,POINT (145.363701 -37.754735)
ChargeFox,"Horse Hill Car Park Rd, Mount Buller, VIC, 3723",-37.139648,146.45559,1.0254735947,POINT (146.45559 -37.139648)
Evie,"246A Maroondah Highway, Melbourne, VIC, 3116",-37.76114,145.312048,1.0251771212,POINT (145.312048 -37.76114)
ChargeFox,"129-163 Main Hurstbridge Road, Melbourne, VIC, 3089",-37.673723,145.166084,1.0249150991,POINT (145.166084 -37.673723)
ChargeFox,"4-16 Devon Street, Melbourne, VIC, 3136",-37.79692,145.279866,1.0247607231,POINT (145.279866 -37.79692)
Evie,"47 Maroondah Highway, Melbourne, VIC, 3136",-37.790587,145.262057,1.0247180462,POINT (145.262057 -37.790587)
bp pulse,"Main Road, Melbourne, VIC, 3095",-37.704,145.1604,1.0247122049,POINT (145.1604 -37.704)
AmpCharge,"Gatwick Rd, Melbourne, VIC, 3153",-37.823223,145.296273,1.024648428,POINT (145.296273 -37.823223)
Tesla,"129 Olinda Monbulk Road, Melbourne, VIC, 3788",-37.871877,145.380627,1.0246282816,POINT (145.380627 -37.871877)
bp pulse,"274 Diamond Creek Road, Melbourne, VIC, 3089",-37.680156,145.123334,1.0246193409,POINT (145.123334 -37.680156)
bp pulse,"420 Maroondah Highway, Melbourne, VIC, 3134",-37.798928,145.25378,1.0246195793,POINT (145.25378 -37.798928)
Evie,"28 Arthur Street, Melbourne, VIC, 3095",-37.714756,145.150527,1.0245937109,POINT (145.150527 -37.714756)
ChargeFox,"40 Brougham Street, Melbourne, VIC, 3095",-37.72293,145.142444,1.0245008469,POINT (145.142444 -37.72293)
ChargeFox,"44 Civic Drive, Melbourne, VIC, 3088",-37.689303,145.110691,1.0244954824,POINT (145.110691 -37.689303)
Evie,"368 Forest Road, Melbourne, VIC, 3154",-37.856151,145.315224,1.0244884491,POINT (145.315224 -37.856151)
Tesla,"261 Mount Dandenong Tourist Road, Melbourne, VIC, 3786",-37.872461,145.343711,1.0244812965,POINT (145.343711 -37.872461)
Evie,"181 Reynolds Road, Melbourne, VIC, 3109",-37.762265,145.16863,1.0244169235,POINT (145.16863 -37.762265)
AmpCharge,"377 Plenty Road, Melbourne, VIC, 3082",-37.659606,145.073586,1.0244140625,POINT (145.073586 -37.659606)
ChargeFox,"1 Bedford Road, Melbourne, VIC, 3134",-37.815512,145.230885,1.024394989,POINT (145.230885 -37.815512)
Tesla,"175 Maroondah Highway, Melbourne, VIC, 3134",-37.814734,145.229616,1.0243941545,POINT (145.229616 -37.814734)
eo Charging,"Flintoff St, Melbourne, VIC, 3088",-37.703785,145.105091,1.024387002,POINT (145.105091 -37.703785)
JOLT,"750 Mountain Highway, Melbourne, VIC, 3153",-37.841082,145.266676,1.0243858099,POINT (145.266676 -37.841082)
Exploren,"1 Flintoff Street, Melbourne, VIC, 3088",-37.70439,145.104711,1.0243816376,POINT (145.104711 -37.70439)
ChargeFox,"25 Main Street, Melbourne, VIC, 3088",-37.70228,145.102382,1.0243787766,POINT (145.102382 -37.70228)
JOLT,"24 High Street, Melbourne, VIC, 3153",-37.841978,145.265582,1.0243746042,POINT (145.265582 -37.841978)
ChargeFox,"2 Janefield Drive, Melbourne, VIC, 3083",-37.682236,145.071087,1.0242916346,POINT (145.071087 -37.682236)
Exploren,"2 Janefield Dr, Melbourne, VIC, 3083",-37.681135,145.070065,1.0242906809,POINT (145.070065 -37.681135)
Evie,"19 Graduate Rd, Melbourne, VIC, 3083",-37.683069,145.071064,1.0242874622,POINT (145.071064 -37.683069)
ChargeFox,"Clements Dr, Melbourne, VIC, 3083",-37.681565,145.062994,1.024245739,POINT (145.062994 -37.681565)
Evie,"Reynolds Lane, Melbourne, VIC, 3160",-37.908246,145.353451,1.024242878,POINT (145.353451 -37.908246)
ChargeFox,"2A Belgrave Gembrook Road, Melbourne, VIC, 3160",-37.910077,145.354476,1.0242325068,POINT (145.354476 -37.910077)
JOLT,"100 Station Street, Melbourne, VIC, 3156",-37.88185,145.294818,1.0242137909,POINT (145.294818 -37.88185)
Evie,"401 Canterbury Road, Melbourne, VIC, 3134",-37.831918,145.213897,1.0242036581,POINT (145.213897 -37.831918)
ChargeFox,"55 Clements Avenue, Melbourne, VIC, 3083",-37.704541,145.072028,1.0241879225,POINT (145.072028 -37.704541)
JOLT,"193-195 Stud Road, Melbourne, VIC, 3152",-37.858866,145.240953,1.0241459608,POINT (145.240953 -37.858866)
JOLT,"1880 Ferntree Gully Road, Melbourne, VIC, 3156",-37.883449,145.275748,1.024123311,POINT (145.275748 -37.883449)
EVERTY,"Norcal Rd, Melbourne, VIC, 3131",-37.824939,145.180184,1.0240863562,POINT (145.180184 -37.824939)
EVUp,"287-291 Whitehorse Road, Melbourne, VIC, 3131",-37.817751,145.1696,1.0240796804,POINT (145.1696 -37.817751)
EVUp,"11-13 Moncrief Rd, Melbourne, VIC, 3131",-37.81954,145.170372,1.0240722895,POINT (145.170372 -37.81954)
Tesla,"619 Doncaster Road, Melbourne, VIC, 3108",-37.783296,145.125737,1.0240627527,POINT (145.125737 -37.783296)
Exploren,"6 Tower Street, Melbourne, VIC, 3108",-37.786351,145.128142,1.0240576267,POINT (145.128142 -37.786351)
Exploren,"659 Doncaster Road, Melbourne, VIC, 3108",-37.786635,145.128455,1.0240576267,POINT (145.128455 -37.786635)
Exploren,"250 Maroondah Highway, Melbourne, VIC, 3131",-37.819313,145.166855,1.0240561962,POINT (145.166855 -37.819313)
JOLT,"426 Burwood Highway, Melbourne, VIC, 3152",-37.870066,145.237679,1.0240541697,POINT (145.237679 -37.870066)
ChargeHub,"133 Central Road, Melbourne, VIC, 3131",-37.824223,145.165992,1.0240212679,POINT (145.165992 -37.824223)
ChargeFox,"Ring Road, Melbourne, VIC, 3083",-37.720185,145.054954,1.0240105391,POINT (145.054954 -37.720185)
ChargeFox,"Ring Rd, Melbourne, VIC, 3083",-37.724385,145.050339,1.0239630938,POINT (145.050339 -37.724385)
ChargeFox,"44 Turnham Avenue, Melbourne, VIC, 3084",-37.743457,145.067169,1.0239621401,POINT (145.067169 -37.743457)
ChargeFox,"Kingsbury Drive, Melbourne, VIC, 3083",-37.719093,145.044897,1.0239577293,POINT (145.044897 -37.719093)
JOLT,"178-180 Bulleen Road, Melbourne, VIC, 3105",-37.76471,145.082817,1.0239360332,POINT (145.082817 -37.76471)
ChargeFox,"Sports Dr, Melbourne, VIC, 3083",-37.722816,145.042487,1.023925662,POINT (145.042487 -37.722816)
ChargeFox,"451 Lower Heidelberg Road, Melbourne, VIC, 3084",-37.759487,145.06833,1.0238845348,POINT (145.06833 -37.759487)
ChargeFox,"145 Studley Road, Melbourne, VIC, 3084",-37.756753,145.059274,1.0238490105,POINT (145.059274 -37.756753)
EVUp,"Plenty Rd, Melbourne, VIC, 3073",-37.724709,145.02838,1.0238353014,POINT (145.02838 -37.724709)
Exploren,"80 Carrington Rd, Melbourne, VIC, 3128",-37.81957,145.122129,1.0238311291,POINT (145.122129 -37.81957)
ChargeFox,"Harrow St, Melbourne, VIC, 3128",-37.821689,145.124094,1.0238283873,POINT (145.124094 -37.821689)
JOLT,"1335 Ferntree Gully Road, Melbourne, VIC, 3179",-37.898589,145.230453,1.023827076,POINT (145.230453 -37.898589)
Evie,"Denny St, Benalla, VIC, 3672",-36.55066,145.983992,1.0729236603,POINT (145.983992 -36.55066)
Tesla,"Major Plains Rd, Dookie, VIC, 3646",-36.352969,145.725741,1.0599654913,POINT (145.725741 -36.352969)
bp pulse,"Hume Freeway, Wangaratta, VIC, 3678",-36.438499,146.248084,1.0250529051,POINT (146.248084 -36.438499)
Tesla,"4861 Wangaratta-Whitfield Road, Whitfield, VIC, 3733",-36.762625,146.416395,1.0245070457,POINT (146.416395 -36.762625)
Tesla,"29-37 Ryley Street, Wangaratta, VIC, 3677",-36.358166,146.319437,1.0242148638,POINT (146.319437 -36.358166)
Tesla,"Snow Rd, Oxley, VIC, 3678",-36.443411,146.381854,1.0241904259,POINT (146.381854 -36.443411)
Evie,"26 Docker Street, Wangaratta, VIC, 3677",-36.355028,146.322584,1.0241807699,POINT (146.322584 -36.355028)
Tesla,"86-88 Ovens Street, Wangaratta, VIC, 3677",-36.35332,146.326691,1.0241477489,POINT (146.326691 -36.35332)
Tesla,"239 Milawa Bobinawarrah Road, Milawa, VIC, 3678",-36.454336,146.430609,1.0239130259,POINT (146.430609 -36.454336)
Evie,"6-12 Hovell Street, Yarrawonga, VIC, 3730",-36.010166,146.003156,1.0233261585,POINT (146.003156 -36.010166)
ChargeFox,"154 Campbell Road, Cobram, VIC, 3644",-35.930802,145.659847,1.0232336521,POINT (145.659847 -35.930802)
Wevolt,"156 Melbourne Street, Mulwala, NSW, 2647",-35.994991,146.001982,1.0232146978,POINT (146.001982 -35.994991)
ChargeFox,"40 Silverwoods Boulevard, Yarrawonga, VIC, 3730",-36.002221,146.038574,1.0231678486,POINT (146.038574 -36.002221)
Exploren,"10 Burkinshaw Street, Barooga, NSW, 3644",-35.906454,145.68675,1.0230226517,POINT (145.68675 -35.906454)
Tesla,"3897 Great Alpine Road, Gapsted, VIC, 3737",-36.520645,146.684044,1.0224957466,POINT (146.684044 -36.520645)
Tesla,"186 Great Alpine Road, Myrtleford, VIC, 3737",-36.558417,146.720389,1.0223400593,POINT (146.720389 -36.558417)
Tesla,"4994 Great Alpine Road, Ovens, VIC, 3738",-36.587033,146.759069,1.0221477747,POINT (146.759069 -36.587033)
Tesla,"43 High Street, Beechworth, VIC, 3747",-36.361104,146.686693,1.0220998526,POINT (146.686693 -36.361104)
Evie,"6 Loch Street, Beechworth, VIC, 3747",-36.358165,146.687042,1.0220893621,POINT (146.687042 -36.358165)
Tesla,"29 Last Street, Beechworth, VIC, 3747",-36.354687,146.68633,1.0220830441,POINT (146.68633 -36.354687)
Tesla,"74 Slaughterhouse Road, Rutherglen, VIC, 3685",-36.070218,146.451995,1.0220694542,POINT (146.451995 -36.070218)
Tesla,"51 Sydney Road, Beechworth, VIC, 3747",-36.348599,146.688349,1.0220540762,POINT (146.688349 -36.348599)
Tesla,"59 Havelock Road, Beechworth, VIC, 3747",-36.350779,146.704604,1.0219728947,POINT (146.704604 -36.350779)
ChargeHub,"25 Edward Street, Corowa, NSW, 2646",-36.001901,146.38617,1.0219709873,POINT (146.38617 -36.001901)
Evie,"113 Murray Street, Rutherglen, VIC, 3685",-36.054524,146.458609,1.0219612122,POINT (146.458609 -36.054524)
Tesla,"217 Main Street, Rutherglen, VIC, 3685",-36.052116,146.455975,1.0219597816,POINT (146.455975 -36.052116)
ChargeFox,"90-94 Main Street, Rutherglen, VIC, 3685",-36.054751,146.460642,1.0219538212,POINT (146.460642 -36.054751)
Club Corowa,"30 Betterment Parade, Corowa, NSW, 2646",-35.994951,146.385129,1.0219365358,POINT (146.385129 -35.994951)
Tesla,"315 All Saints Road, Wahgunyah, VIC, 3687",-35.9938,146.410751,1.0218327045,POINT (146.410751 -35.9938)
Exploren,"205 All Saints Rd, Wahgunyah, VIC, 3687",-35.99439,146.413776,1.0218242407,POINT (146.413776 -35.99439)
Evie,"3 Crawford Street, Chiltern, VIC, 3683",-36.149353,146.610613,1.0217288733,POINT (146.610613 -36.149353)
ChargeFox,"250 Murray Road, Melbourne, VIC, 3072",-37.739072,145.028496,1.0328878164,POINT (145.028496 -37.739072)
ChargeFox,"274 Gower Street, Melbourne, VIC, 3072",-37.740108,145.005076,1.0328823328,POINT (145.005076 -37.740108)
Exploren,"2-50 Murray Rd, Melbourne, VIC, 3072",-37.739951,145.030551,1.0326967239,POINT (145.030551 -37.739951)
Exploren,"215 Bell Street, Melbourne, VIC, 3072",-37.746038,145.007774,1.0317540169,POINT (145.007774 -37.746038)
JOLT,"181 High Street, Melbourne, VIC, 3072",-37.746728,145.002499,1.0316543579,POINT (145.002499 -37.746728)
Exploren,"64-74 Bell Street, Melbourne, VIC, 3072",-37.748089,145.031046,1.0311888456,POINT (145.031046 -37.748089)
ChargeFox,"858 Sydney Road, Melbourne, VIC, 3056",-37.756441,144.964281,1.0299397707,POINT (144.964281 -37.756441)
Tesla,"169 Great Alpine Road, Harrietville, VIC, 3741",-36.888511,147.065574,1.0236862898,POINT (147.065574 -36.888511)
Porsche Smart Mobility,"Eagle Rise, Bright, VIC, 3741",-36.732367,146.950758,1.0236626863,POINT (146.950758 -36.732367)
Tesla,"6619 Great Alpine Road, Porepunkah, VIC, 3740",-36.675301,146.888984,1.0236598253,POINT (146.888984 -36.675301)
Tesla,"85-87 Great Alpine Road, Bright, VIC, 3741",-36.727621,146.95814,1.0235983133,POINT (146.95814 -36.727621)
Evie,"22 Wills Street, Bright, VIC, 3741",-36.72915,146.962116,1.0235850811,POINT (146.962116 -36.72915)
Tesla,"15 Great Alpine Road, Bright, VIC, 3741",-36.725975,146.964586,1.0235552788,POINT (146.964586 -36.725975)
EVUp,"130 Main Road, Walhalla, VIC, 3825",-37.941697,146.452223,1.0235155821,POINT (146.452223 -37.941697)
Tesla,"Great Alpine Rd, Hotham Heights, VIC, 3741",-36.984151,147.142488,1.0234770775,POINT (147.142488 -36.984151)
Tesla,"124 Great Alpine Road, Hotham Heights, VIC, 3741",-36.993716,147.153001,1.0234308243,POINT (147.153001 -36.993716)
Tesla,"12 Big Muster Drive, Dinner Plain, VIC, 3898",-37.026025,147.239341,1.0229439735,POINT (147.239341 -37.026025)
Saascharge,"33 Ranch Road, Tawonga South, VIC, 3698",-36.72067,147.14385,1.0225846767,POINT (147.14385 -36.72067)
ChargeFox,"Davis Street & George Street, Heyfield, VIC, 3858",-37.980325,146.786781,1.022398591,POINT (146.786781 -37.980325)
ChargeFox,"Bogong High Plains Road, Falls Creek, VIC, 3699",-36.86158,147.277143,1.022349596,POINT (147.277143 -36.86158)
Tesla,"13 Bell Street, Moe, VIC, 3825",-38.172991,146.259055,1.0218937397,POINT (146.259055 -38.172991)
Evie,"4 Purdy Lane, Maffra, VIC, 3860",-37.967261,146.974844,1.0218487978,POINT (146.974844 -37.967261)
ChargeFox,"211 Lloyd Street, Moe, VIC, 3825",-38.18443,146.237905,1.0218151808,POINT (146.237905 -38.18443)
Tesla,"Williams St, Warragul, VIC, 3820",-38.162743,145.933043,1.0217967033,POINT (145.933043 -38.162743)
Exploren,"219 Queen Street, Warragul, VIC, 3820",-38.166665,145.951847,1.0217922926,POINT (145.951847 -38.166665)
Evie,"57 Hazel Drive, Warragul, VIC, 3820",-38.167432,145.95335,1.0217887163,POINT (145.95335 -38.167432)
ChargeFox,"156-158 Queen Street, Warragul, VIC, 3820",-38.166636,145.940512,1.0217789412,POINT (145.940512 -38.166636)
Exploren,"155 Burnt Store Road, Lardner, VIC, 3821",-38.202601,145.866152,1.0254478455,POINT (145.866152 -38.202601)
EVUp,"Toomuc Valley Rd, Melbourne, VIC, 3810",-38.036369,145.464426,1.0254398584,POINT (145.464426 -38.036369)
ChargeFox,"7 Campbell Street, Yarragon, VIC, 3823",-38.205198,146.064162,1.0254464149,POINT (146.064162 -38.205198)
EVUp,"34 Toomuc Valley Road, Melbourne, VIC, 3810",-38.060959,145.466512,1.0252826214,POINT (145.466512 -38.060959)
Tesla,"825 Princes Highway, Melbourne, VIC, 3810",-38.06041,145.452731,1.0252114534,POINT (145.452731 -38.06041)
Exploren,"75D Kangan Drive, Melbourne, VIC, 3806",-38.045139,145.345445,1.0247020721,POINT (145.345445 -38.045139)
Saascharge,"9 Mosrael Place, Melbourne, VIC, 3178",-37.906411,145.239852,1.0246984959,POINT (145.239852 -37.906411)
AmpCharge,"940 Stud Road, Melbourne, VIC, 3178",-37.907512,145.236415,1.0246711969,POINT (145.236415 -37.907512)
Evie,"Fulham Rd, Melbourne, VIC, 3178",-37.921417,145.237553,1.0246261358,POINT (145.237553 -37.921417)
Exploren,"1-9 Regency Drive, Melbourne, VIC, 3805",-38.025892,145.309914,1.0246002674,POINT (145.309914 -38.025892)
JOLT,"288-296 Clyde Road, Melbourne, VIC, 3806",-38.059639,145.337862,1.024574995,POINT (145.337862 -38.059639)
Exploren,"35 Dalmore Drive, Melbourne, VIC, 3179",-37.913258,145.21844,1.0245295763,POINT (145.21844 -37.913258)
Exploren,"38 Dalmore Dr, Melbourne, VIC, 3179",-37.91591,145.217687,1.0245149136,POINT (145.217687 -37.91591)
Exploren,"21 Saint Germain Boulevard, Melbourne, VIC, 3978",-38.094512,145.362898,1.0245043039,POINT (145.362898 -38.094512)
EVUp,"318 Rossiter Road, Koo Wee Rup, VIC, 3981",-38.199051,145.492118,1.0244032145,POINT (145.492118 -38.199051)
ChargeFox,"Matterhorn Dr, Melbourne, VIC, 3978",-38.093164,145.342013,1.024400115,POINT (145.342013 -38.093164)
EVUp,"40 Hamersley Drive, Melbourne, VIC, 3978",-38.093289,145.33572,1.0243654251,POINT (145.33572 -38.093289)
Tesla,"11-17 Doveton Avenue, Melbourne, VIC, 3177",-38.002297,145.250432,1.0243592262,POINT (145.250432 -38.002297)
Evie,"158-164 Stud Road, Melbourne, VIC, 3175",-37.97132,145.223892,1.0243337154,POINT (145.223892 -37.97132)
Evie,"125 Princes Highway, Melbourne, VIC, 3175",-38.005176,145.248265,1.0243325233,POINT (145.248265 -38.005176)
bp pulse,"Stud Road, Melbourne, VIC, 3175",-37.97077,145.223135,1.0243313313,POINT (145.223135 -37.97077)
ChargeFox,"182 Kidds Road, Melbourne, VIC, 3177",-37.985485,145.232705,1.0243270397,POINT (145.232705 -37.985485)
ChargeFox,"227-235 Springvale Road, Melbourne, VIC, 3150",-37.875269,145.16523,1.0242986679,POINT (145.16523 -37.875269)
Saascharge,"2 Lace Street, Melbourne, VIC, 3177",-38.000447,145.235997,1.0242794752,POINT (145.235997 -38.000447)
Tesla,"285-287 Springvale Road, Melbourne, VIC, 3150",-37.881238,145.165274,1.0242811441,POINT (145.165274 -37.881238)
ChargeFox,"50S Ramlegh Boulevard, Melbourne, VIC, 3978",-38.117246,145.345045,1.0242701769,POINT (145.345045 -38.117246)
Exploren,"2 Euneva Avenue, Melbourne, VIC, 3150",-37.878404,145.162603,1.0242717266,POINT (145.162603 -37.878404)
EVUp,"20 Alphey Road, Melbourne, VIC, 3978",-38.110037,145.336394,1.024268508,POINT (145.336394 -38.110037)
Exploren,"125 Bogong Avenue, Melbourne, VIC, 3150",-37.881501,145.162071,1.024258852,POINT (145.162071 -37.881501)
ChargeFox,"271 Police Road, Melbourne, VIC, 3170",-37.936361,145.18965,1.0242550373,POINT (145.18965 -37.936361)
Exploren,"16 Windham Street, Yackandandah, VIC, 3749",-36.314088,146.83844,1.0238903761,POINT (146.83844 -36.314088)
ChargeFox,"1778 Murray Valley Highway, Barnawartha, VIC, 3691",-36.073956,146.726929,1.0234804153,POINT (146.726929 -36.073956)
