name,address,latitude,longitude,score
Tesla,"399 Melton Highway, Melbourne, VIC, 3038",-37.699167,144.776103,1.021374464
Evie,"65 High Street, Wallan, VIC, 3756",-37.41385,144.979186,1.0213654041
Evie,"410 Melton Highway, Melbourne, VIC, 3038",-37.696554,144.782132,1.0213596821
JOLT,"431 Kings Road, Melbourne, VIC, 3038",-37.699351,144.780302,1.0213557482
ChargePoint,"Melody Way, Melbourne, VIC, 3064",-37.565104,144.893854,1.0213520527
ChargeFox,"113 High Street, Broadford, VIC, 3658",-37.202522,145.048751,1.0213576555
Evie,"Fairview Street, Wycheproof, VIC, 3527",-36.078896,143.226469,1.0213563442
Evie,"29 High Street, Bannockburn, VIC, 3331",-38.047336,144.170667,1.0213339329
NRMA,"Broadway, Wycheproof, VIC, 3527",-36.075454,143.225128,1.0213316679
bp pulse,"34 Windsor Gardens, Melbourne, VIC, 3023",-37.7555,144.741119,1.0212731361
Evie,"Station St, Maryborough, VIC, 3465",-37.050907,143.741487,1.2041336298
Evie,"101 High Street, Avoca, VIC, 3467",-37.089935,143.474508,1.1435357332
Evie,"38 Burke Street, Newbridge, VIC, 3551",-36.740509,143.900115,1.1065739393
Exploren,"55 Lyons St, Newstead, VIC, 3462",-37.105018,144.065869,1.093749404
Exploren,"75 Fraser Street, Amphitheatre, VIC, 3468",-37.18275,143.399691,1.0911742449
EVUp,"1A Cameron Street, Clunes, VIC, 3370",-37.293051,143.786075,1.0909733772
Evie,"33 Forest Street, Castlemaine, VIC, 3450",-37.066718,144.217782,1.0522018671
Tesla,"33 Campbell Street, Castlemaine, VIC, 3450",-37.06209,144.219713,1.0520182848
Exploren,"98 Forest Street, Castlemaine, VIC, 3450",-37.067624,144.222189,1.0510804653
NRMA,"26 High Street, Marong, VIC, 3515",-36.734622,144.133543,1.0510212183
Tesla,"Cnr Calder Highway and Arnold Road, Bridgewater on Loddon, VIC, 3516",-36.599768,143.937521,1.0501019955
Evie,"Storm Ln, Inglewood, VIC, 3517",-36.575822,143.867654,1.0496029854
Evie,"7 High Street, Harcourt, VIC, 3453",-36.998673,144.26091,1.0446665287
ChargeFox,"41-43 Albert Street, Creswick, VIC, 3363",-37.422472,143.894559,1.0388667583
ChargeFox,"Mineral Springs Reserve Rd, Hepburn Springs, VIC, 3461",-37.309072,144.140369,1.036439538
ChargeFox,"1500 Midland Highway, Creswick, VIC, 3363",-37.443855,143.890554,1.0346443653
Tesla,"369-371 High Street, Bendigo, VIC, 3555",-36.77435,144.25694,1.0345675945
EVUp,"Degraves Road, Crowlands, VIC, 3377",-37.124021,143.120564,1.0337165594
Tesla,"177-183 Calder Highway, Bendigo, VIC, 3550",-36.76459,144.26992,1.0319310427
ChargeFox,"76 Vincent Street, Daylesford, VIC, 3460",-37.342971,144.142172,1.0314815044
Tesla,"4 King Street, Daylesford, VIC, 3460",-37.349104,144.141044,1.0307962894
Tesla,"23A King Street, Daylesford, VIC, 3460",-37.351031,144.141166,1.0305377245
Tesla,"404 Hargreaves Street, Bendigo, VIC, 3550",-36.761875,144.27746,1.0307374001
Tesla,"26 Forest Street, Bendigo, VIC, 3550",-36.759099,144.27639,1.0306594372
Evie,"29 Edward Street, Bendigo, VIC, 3550",-36.763561,144.279622,1.0305916071
Evie,"30 Gaol Road, Bendigo, VIC, 3550",-36.757022,144.276628,1.0304694176
ChargeFox,"11 Saint Andrew's Avenue, Bendigo, VIC, 3550",-36.759747,144.283566,1.029818058
Evie,"9 Walker Street, St Arnaud, VIC, 3478",-36.615251,143.258458,1.0296030045
ChargeFox,"HA2 Hillside Drive, Bendigo, VIC, 3550",-36.781401,144.299731,1.0293385983
Tesla,"200 McCrae Street, Bendigo, VIC, 3550",-36.75388,144.28681,1.0290036201
Evie,"19 Willoby Street, Beaufort, VIC, 3373",-37.428843,143.38296,1.0288270712
Tesla,"60 Lucan Street, Bendigo, VIC, 3550",-36.748626,144.28432,1.0289121866
Tesla,"150 Condon Street, Bendigo, VIC, 3550",-36.774953,144.306043,1.0281820297
Tesla,"158 Condon Street, Bendigo, VIC, 3550",-36.77454,144.306478,1.0281062126
ChargeFox,"62-104 Charleston Road, Bendigo, VIC, 3550",-36.753211,144.294397,1.0280871391
ChargeFox,"156-158 Strickland Road, Bendigo, VIC, 3550",-36.750991,144.317948,1.0256297588
Tesla,"761 McIvor Highway, Bendigo, VIC, 3551",-36.769321,144.347151,1.0254915953
Tesla,"606 Daylesford Trentham Road, Musk, VIC, 3461",-37.374526,144.198017,1.0254735947
ChargeFox,"330 Heinz Lane, Ballarat, VIC, 3350",-37.527901,143.857797,1.0254307985
Tesla,"333 Gillies Street North, Ballarat, VIC, 3355",-37.534594,143.822667,1.0254186392
ChargeFox,"Gillies St N, Ballarat, VIC, 3355",-37.535163,143.823717,1.025411725
Tesla,"6 Coltman Plaza, Lucas, VIC, 3350",-37.542959,143.784769,1.0253779888
Exploren,"Gillies St, Ballarat, VIC, 3355",-37.539811,143.822108,1.0253688097
ChargeHub,"65 Eleanor Drive, Lucas, VIC, 3350",-37.544906,143.776381,1.0253659487
Evie,"67 High St, Wedderburn, VIC, 3518",-36.417928,143.613877,1.0253460407
ChargeFox,"61 Curtis Street, Ballarat, VIC, 3350",-37.561314,143.862292,1.0251059532
Tesla,"814 Lydiard Street North, Ballarat, VIC, 3350",-37.562762,143.857347,1.025100112
ChargeFox,"22 Grant Street, Ballarat, VIC, 3350",-37.56709,143.857413,1.0250593424
Evie,"9395 Western Highway, Warrenheip, VIC, 3352",-37.564495,143.934589,1.024936676
ChargeFox,"66 High Street, Trentham, VIC, 3458",-37.388595,144.325415,1.0246613026
Tesla,"72 Piper Street, Kyneton, VIC, 3444",-37.244045,144.44885,1.024587512
Evie,"1 Hutton Street, Kyneton, VIC, 3444",-37.247052,144.452539,1.0245513916
Evie,"7-15 Baynton Street, Kyneton, VIC, 3444",-37.249025,144.452158,1.0245466232
Tesla,"1 Bolton Reserve Lane, Kyneton, VIC, 3444",-37.249261,144.454986,1.0245267153
ChargeFox,"Mazumdar Dr, Ballarat, VIC, 3350",-37.627852,143.891149,1.0244512558
ChargeFox,"7-25 Caroline Chisholm Drive, Kyneton, VIC, 3444",-37.254761,144.47032,1.0244041681
EVUp,"410 Warrenheip Street, Ballarat, VIC, 3357",-37.649185,143.884224,1.0242731571
Tesla,"Queen St, Ararat, VIC, 3377",-37.283396,142.933892,1.0242291689
Evie,"15 Collings St, Ararat, VIC, 3377",-37.281976,142.929683,1.024207592
Tesla,"6 Acacia Avenue, Ararat, VIC, 3377",-37.276701,142.9252,1.0241991282
EVUp,"Cnr High St, Ararat, VIC, 3377",-37.282308,142.928119,1.0241962671
NRMA,"Taylor St, Ararat, VIC, 3377",-37.285132,142.926456,1.0241746902
Tesla,"38 Church Street, Stawell, VIC, 3380",-37.054373,142.781397,1.0237417221
Evie,"24 Sloane Street, Stawell, VIC, 3380",-37.056815,142.78103,1.0237370729
Evie,"124 High Street, Woodend, VIC, 3442",-37.356126,144.528313,1.023635149
Evie,"126 High Street, Heathcote, VIC, 3523",-36.923458,144.709967,1.0232356787
Exploren,"426 Black Forest Drive, Macedon, VIC, 3440",-37.424244,144.554476,1.023188591
Evie,"30 Smith Street, Macedon, VIC, 3440",-37.423816,144.562305,1.023147583
Evie,"68 Woods Street, Donald, VIC, 3480",-36.371019,142.982008,1.0229253769
Saascharge,"40 Robertson Street, Gisborne, VIC, 3437",-37.482784,144.585489,1.0227583647
EVERTY,"Prince St, Gisborne, VIC, 3437",-37.487131,144.587844,1.0227264166
Evie,"4 The Crescent, Lancefield, VIC, 3435",-37.277541,144.735012,1.0226761103
EVUp,"3360 Ararat Halls Gap Road, Pomonal, VIC, 3381",-37.195489,142.609366,1.0224457979
Evie,"140 Main Street, Romsey, VIC, 3434",-37.345729,144.743909,1.0224291086
Tesla,"3594 Ararat Halls Gap Road, Pomonal, VIC, 3381",-37.176875,142.599545,1.0224195719
ChargeFox,"51 Melbourne Lancefield Road, Romsey, VIC, 3434",-37.353829,144.742925,1.0224094391
Evie,"12 Wallace Street, Meredith, VIC, 3333",-37.844323,144.076807,1.0223737955
NRMA,"2372 Grampians Road, Halls Gap, VIC, 3381",-37.12948,142.523856,1.0220400095
Evie,"Fairview Street, Wycheproof, VIC, 3527",-36.078896,143.226469,1.0218651295
NRMA,"Broadway, Wycheproof, VIC, 3527",-36.075454,143.225128,1.0218392611
EVUp,"2110 Glenelg Highway, Lake Bolac, VIC, 3351",-37.711748,142.840916,1.0216832161
ChargeFox,"106-112 Evans Street, Sunbury, VIC, 3429",-37.581337,144.726621,1.0216445923
Evie,"98-122 O'Shanassy Street, Sunbury, VIC, 3429",-37.581831,144.729187,1.0216308832
Evie,"201 Exford Road, Weir Views, VIC, 3338",-37.722813,144.572248,1.0216302872
ChargeFox,"Bridge Road, Cobblebank, VIC, 3338",-37.715307,144.599737,1.0215619802
Tesla,"80 Clarke Street, Kilmore, VIC, 3764",-37.286293,144.947443,1.0214687586
ChargeFox,"12 Sydney Street, Kilmore, VIC, 3764",-37.294263,144.952558,1.0214253664
ChargeFox,"2335 Mickleham Road, Melbourne, VIC, 3064",-37.530254,144.880563,1.0211308002
ChargeFox,"1-15 Banchory Avenue, Melbourne, VIC, 3037",-37.691938,144.749907,1.0210732222
ChargeFox,"113 High Street, Broadford, VIC, 3658",-37.202522,145.048751,1.0210771561
AmpCharge,"575 Melton Highway, Melbourne, VIC, 3037",-37.694021,144.755443,1.0210417509
bp pulse,"470 Donnybrook Road, Melbourne, VIC, 3064",-37.534483,144.898278,1.0210353136
Evie,"65 High Street, Wallan, VIC, 3756",-37.41385,144.979186,1.0210103989
ChargeFox,"160 Clara Avenue, Melbourne, VIC, 3029",-37.765344,144.69096,1.0209728479
ChargePoint,"Melody Way, Melbourne, VIC, 3064",-37.565104,144.893854,1.0209515095
Tesla,"399 Melton Highway, Melbourne, VIC, 3038",-37.699167,144.776103,1.0209369659
Tesla,"470 Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849452,145.088741,1.0209634304
Porsche Smart Mobility,"Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849369,145.089281,1.0209604502
ChargeFox,"142 Mulberry Drive, Nagambie, VIC, 3608",-36.827053,145.086675,1.020955205
Evie,"410 Melton Highway, Melbourne, VIC, 3038",-37.696554,144.782132,1.0209237337
Evie,"30 Gaol Road, Bendigo, VIC, 3550",-36.757022,144.276628,1.2142083645
Tesla,"60 Lucan Street, Bendigo, VIC, 3550",-36.748626,144.28432,1.2141606808
Tesla,"26 Forest Street, Bendigo, VIC, 3550",-36.759099,144.27639,1.214135766
Tesla,"200 McCrae Street, Bendigo, VIC, 3550",-36.75388,144.28681,1.2140107155
Tesla,"404 Hargreaves Street, Bendigo, VIC, 3550",-36.761875,144.27746,1.2139915228
ChargeFox,"11 Saint Andrew's Avenue, Bendigo, VIC, 3550",-36.759747,144.283566,1.213940382
Tesla,"177-183 Calder Highway, Bendigo, VIC, 3550",-36.76459,144.26992,1.2139019966
Evie,"29 Edward Street, Bendigo, VIC, 3550",-36.763561,144.279622,1.2138571739
ChargeFox,"62-104 Charleston Road, Bendigo, VIC, 3550",-36.753211,144.294397,1.2136514187
Tesla,"369-371 High Street, Bendigo, VIC, 3555",-36.77435,144.25694,1.2129151821
ChargeFox,"156-158 Strickland Road, Bendigo, VIC, 3550",-36.750991,144.317948,1.2116547823
Tesla,"158 Condon Street, Bendigo, VIC, 3550",-36.77454,144.306478,1.2115390301
Tesla,"150 Condon Street, Bendigo, VIC, 3550",-36.774953,144.306043,1.2115359306
ChargeFox,"HA2 Hillside Drive, Bendigo, VIC, 3550",-36.781401,144.299731,1.2113120556
Tesla,"761 McIvor Highway, Bendigo, VIC, 3551",-36.769321,144.347151,1.2065746784
NRMA,"26 High Street, Marong, VIC, 3515",-36.734622,144.133543,1.1927014589
Evie,"7 High Street, Harcourt, VIC, 3453",-36.998673,144.26091,1.1249037981
Evie,"38 Burke Street, Newbridge, VIC, 3551",-36.740509,143.900115,1.1012307405
Tesla,"Cnr Calder Highway and Arnold Road, Bridgewater on Loddon, VIC, 3516",-36.599768,143.937521,1.0970737934
Tesla,"33 Campbell Street, Castlemaine, VIC, 3450",-37.06209,144.219713,1.0917516947
Evie,"33 Forest Street, Castlemaine, VIC, 3450",-37.066718,144.217782,1.089517951
Exploren,"98 Forest Street, Castlemaine, VIC, 3450",-37.067624,144.222189,1.0893067122
Evie,"Storm Ln, Inglewood, VIC, 3517",-36.575822,143.867654,1.0702688694
Exploren,"55 Lyons St, Newstead, VIC, 3462",-37.105018,144.065869,1.0602703094
Evie,"126 High Street, Heathcote, VIC, 3523",-36.923458,144.709967,1.0599317551
Tesla,"72 Piper Street, Kyneton, VIC, 3444",-37.244045,144.44885,1.0289982557
Evie,"1 Hutton Street, Kyneton, VIC, 3444",-37.247052,144.452539,1.0284007788
Evie,"Station St, Maryborough, VIC, 3465",-37.050907,143.741487,1.0282487869
Evie,"7-15 Baynton Street, Kyneton, VIC, 3444",-37.249025,144.452158,1.0281159878
Tesla,"1 Bolton Reserve Lane, Kyneton, VIC, 3444",-37.249261,144.454986,1.0279812813
ChargeFox,"7-25 Caroline Chisholm Drive, Kyneton, VIC, 3444",-37.254761,144.47032,1.0266524553
ChargeFox,"Mineral Springs Reserve Rd, Hepburn Springs, VIC, 3461",-37.309072,144.140369,1.0253263712
ChargeFox,"76 Vincent Street, Daylesford, VIC, 3460",-37.342971,144.142172,1.0250067711
Tesla,"4 King Street, Daylesford, VIC, 3460",-37.349104,144.141044,1.0249478817
Tesla,"23A King Street, Daylesford, VIC, 3460",-37.351031,144.141166,1.0249300003
Evie,"67 High St, Wedderburn, VIC, 3518",-36.417928,143.613877,1.0248395205
Tesla,"606 Daylesford Trentham Road, Musk, VIC, 3461",-37.374526,144.198017,1.0247666836
Evie,"124 High Street, Woodend, VIC, 3442",-37.356126,144.528313,1.0246443748
ChargeFox,"66 High Street, Trentham, VIC, 3458",-37.388595,144.325415,1.0246462822
Evie,"4 The Crescent, Lancefield, VIC, 3435",-37.277541,144.735012,1.024597168
ChargeFox,"142 Mulberry Drive, Nagambie, VIC, 3608",-36.827053,145.086675,1.0244888067
Tesla,"470 Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849452,145.088741,1.0244460106
Porsche Smart Mobility,"Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849369,145.089281,1.0244423151
Exploren,"11 Winter Road, Girgarre, VIC, 3624",-36.399745,144.979276,1.0244190693
EVUp,"1A Cameron Street, Clunes, VIC, 3370",-37.293051,143.786075,1.0243988037
Evie,"140 Main Street, Romsey, VIC, 3434",-37.345729,144.743909,1.0240495205
Evie,"328-334 High Street, Nagambie, VIC, 3608",-36.783982,145.154381,1.0240356922
Exploren,"426 Black Forest Drive, Macedon, VIC, 3440",-37.424244,144.554476,1.0240011215
ChargeFox,"51 Melbourne Lancefield Road, Romsey, VIC, 3434",-37.353829,144.742925,1.0239928961
Evie,"30 Smith Street, Macedon, VIC, 3440",-37.423816,144.562305,1.0239868164
bp pulse,"73-85 Murray Valley Highway, Echuca, VIC, 3564",-36.132888,144.727269,1.0239757299
Evie,"101 High Street, Avoca, VIC, 3467",-37.089935,143.474508,1.0239126682
Tesla,"365 High Street, Echuca, VIC, 3564",-36.133209,144.749089,1.0238987207
Evie,"438-454 High Street, Echuca, VIC, 3564",-36.12731,144.74814,1.0238585472
ChargeFox,"41-43 Albert Street, Creswick, VIC, 3363",-37.422472,143.894559,1.0237828493
Saascharge,"Corner Cobb Hwy & Shaw St, Moama, NSW, 2731",-36.117789,144.755768,1.0237605572
Exploren,"56 Merool Rd, Moama, NSW, 2731",-36.103586,144.732217,1.0237386227
Tesla,"54 Meninya Street, Moama, NSW, 2731",-36.111537,144.753642,1.0237224102
ChargeFox,"69 Anzac Avenue, Seymour, VIC, 3660",-37.027959,145.142948,1.023655653
ChargeFox,"1500 Midland Highway, Creswick, VIC, 3363",-37.443855,143.890554,1.0236041546
Tesla,"80 Clarke Street, Kilmore, VIC, 3764",-37.286293,144.947443,1.0235623121
ChargeFox,"113 High Street, Broadford, VIC, 3658",-37.202522,145.048751,1.0234986544
ChargeFox,"12 Sydney Street, Kilmore, VIC, 3764",-37.294263,144.952558,1.0234903097
ChargeHub,"Parslow Pl, Moama, NSW, 2731",-36.07285,144.732871,1.0235081911
Saascharge,"40 Robertson Street, Gisborne, VIC, 3437",-37.482784,144.585489,1.0234562159
EVERTY,"Prince St, Gisborne, VIC, 3437",-37.487131,144.587844,1.0234165192
Tesla,"1 Bank Street, Avenel, VIC, 3664",-36.892313,145.229838,1.0234094858
Evie,"54 Jones Street, Avenel, VIC, 3664",-36.907422,145.239881,1.0233194828
Exploren,"75 Fraser Street, Amphitheatre, VIC, 3468",-37.18275,143.399691,1.0230836868
Evie,"9 Walker Street, St Arnaud, VIC, 3478",-36.615251,143.258458,1.023085475
ChargeFox,"104 Hogan Street, Tatura, VIC, 3616",-36.44028,145.226056,1.0230537653
ChargeFox,"330 Heinz Lane, Ballarat, VIC, 3350",-37.527901,143.857797,1.0228829384
Evie,"9395 Western Highway, Warrenheip, VIC, 3352",-37.564495,143.934589,1.0227828026
Tesla,"333 Gillies Street North, Ballarat, VIC, 3355",-37.534594,143.822667,1.0227445364
ChargeFox,"Gillies St N, Ballarat, VIC, 3355",-37.535163,143.823717,1.0227432251
Exploren,"Gillies St, Ballarat, VIC, 3355",-37.539811,143.822108,1.0227056742
Evie,"65 High Street, Wallan, VIC, 3756",-37.41385,144.979186,1.0226598978
ChargeFox,"61 Curtis Street, Ballarat, VIC, 3350",-37.561314,143.862292,1.0226500034
Tesla,"814 Lydiard Street North, Ballarat, VIC, 3350",-37.562762,143.857347,1.0226279497
ChargeFox,"22 Grant Street, Ballarat, VIC, 3350",-37.56709,143.857413,1.0225969553
Tesla,"6 Coltman Plaza, Lucas, VIC, 3350",-37.542959,143.784769,1.0225839615
ChargeHub,"65 Eleanor Drive, Lucas, VIC, 3350",-37.544906,143.776381,1.0225473642
ChargeFox,"106-112 Evans Street, Sunbury, VIC, 3429",-37.581337,144.726621,1.0223919153
Evie,"98-122 O'Shanassy Street, Sunbury, VIC, 3429",-37.581831,144.729187,1.0223821402
ChargeFox,"2335 Mickleham Road, Melbourne, VIC, 3064",-37.530254,144.880563,1.0222969055
ChargeFox,"Mazumdar Dr, Ballarat, VIC, 3350",-37.627852,143.891149,1.0222349167
bp pulse,"470 Donnybrook Road, Melbourne, VIC, 3064",-37.534483,144.898278,1.0222131014
Evie,"King George St, Cohuna, VIC, 3568",-35.80792,144.220855,1.022154808
Evie,"9-30 Young Street, Mooroopna, VIC, 3629",-36.394599,145.359871,1.022149086
EVUp,"410 Warrenheip Street, Ballarat, VIC, 3357",-37.649185,143.884224,1.0220713615
ChargePoint,"Melody Way, Melbourne, VIC, 3064",-37.565104,144.893854,1.0220344067
Saascharge,"481 Wyndham Street, Shepparton, VIC, 3630",-36.386572,145.398877,1.0219138861
Tesla,"7 Ashenden Street, Shepparton, VIC, 3630",-36.384303,145.401039,1.0218960047
Evie,"8 Fraser Street, Shepparton, VIC, 3630",-36.380241,145.400257,1.0218892097
NRMA,"115-121 Maude Street, Shepparton, VIC, 3630",-36.377368,145.401935,1.0218724012
Evie,"19 Willoby Street, Beaufort, VIC, 3373",-37.428843,143.38296,1.0218403339
ChargeFox,"210 Fryers Street, Shepparton, VIC, 3630",-36.380713,145.406779,1.0218554735
EVUp,"Degraves Road, Crowlands, VIC, 3377",-37.124021,143.120564,1.0217633247
ChargeFox,"51 Mitchell Street, Shepparton, VIC, 3630",-36.382083,145.420348,1.0217864513
Exploren,"19-35 New Dookie Rd, Shepparton, VIC, 3630",-36.366857,145.419672,1.0217491388
Tesla,"60 Lucan Street, Bendigo, VIC, 3550",-36.748626,144.28432,1.2104464769
Tesla,"200 McCrae Street, Bendigo, VIC, 3550",-36.75388,144.28681,1.2094367743
Evie,"30 Gaol Road, Bendigo, VIC, 3550",-36.757022,144.276628,1.2093788385
ChargeFox,"62-104 Charleston Road, Bendigo, VIC, 3550",-36.753211,144.294397,1.2090165615
Tesla,"26 Forest Street, Bendigo, VIC, 3550",-36.759099,144.27639,1.2089959383
ChargeFox,"11 Saint Andrew's Avenue, Bendigo, VIC, 3550",-36.759747,144.283566,1.208545208
Tesla,"404 Hargreaves Street, Bendigo, VIC, 3550",-36.761875,144.27746,1.2084081173
Tesla,"177-183 Calder Highway, Bendigo, VIC, 3550",-36.76459,144.26992,1.2080770731
Evie,"29 Edward Street, Bendigo, VIC, 3550",-36.763561,144.279622,1.2079725266
ChargeFox,"156-158 Strickland Road, Bendigo, VIC, 3550",-36.750991,144.317948,1.2068747282
Tesla,"369-371 High Street, Bendigo, VIC, 3555",-36.77435,144.25694,1.205934763
Tesla,"158 Condon Street, Bendigo, VIC, 3550",-36.77454,144.306478,1.2034898996
Tesla,"150 Condon Street, Bendigo, VIC, 3550",-36.774953,144.306043,1.2034350634
ChargeFox,"HA2 Hillside Drive, Bendigo, VIC, 3550",-36.781401,144.299731,1.2024044991
Tesla,"761 McIvor Highway, Bendigo, VIC, 3551",-36.769321,144.347151,1.1986080408
NRMA,"26 High Street, Marong, VIC, 3515",-36.734622,144.133543,1.1944121122
Tesla,"Cnr Calder Highway and Arnold Road, Bridgewater on Loddon, VIC, 3516",-36.599768,143.937521,1.1094462872
Evie,"38 Burke Street, Newbridge, VIC, 3551",-36.740509,143.900115,1.1040180922
Evie,"7 High Street, Harcourt, VIC, 3453",-36.998673,144.26091,1.1035413742
Evie,"Storm Ln, Inglewood, VIC, 3517",-36.575822,143.867654,1.0805158615
Tesla,"33 Campbell Street, Castlemaine, VIC, 3450",-37.06209,144.219713,1.0738487244
Evie,"33 Forest Street, Castlemaine, VIC, 3450",-37.066718,144.217782,1.0719143152
Exploren,"98 Forest Street, Castlemaine, VIC, 3450",-37.067624,144.222189,1.0716791153
Evie,"126 High Street, Heathcote, VIC, 3523",-36.923458,144.709967,1.0510870218
Exploren,"55 Lyons St, Newstead, VIC, 3462",-37.105018,144.065869,1.0488417149
Evie,"Station St, Maryborough, VIC, 3465",-37.050907,143.741487,1.0256240368
Tesla,"72 Piper Street, Kyneton, VIC, 3444",-37.244045,144.44885,1.0254455805
Evie,"1 Hutton Street, Kyneton, VIC, 3444",-37.247052,144.452539,1.0254092216
Evie,"7-15 Baynton Street, Kyneton, VIC, 3444",-37.249025,144.452158,1.0253914595
Tesla,"1 Bolton Reserve Lane, Kyneton, VIC, 3444",-37.249261,144.454986,1.0253831148
ChargeFox,"7-25 Caroline Chisholm Drive, Kyneton, VIC, 3444",-37.254761,144.47032,1.0252974033
Evie,"67 High St, Wedderburn, VIC, 3518",-36.417928,143.613877,1.0251016617
ChargeFox,"Mineral Springs Reserve Rd, Hepburn Springs, VIC, 3461",-37.309072,144.140369,1.024943471
ChargeFox,"76 Vincent Street, Daylesford, VIC, 3460",-37.342971,144.142172,1.0246316195
Tesla,"4 King Street, Daylesford, VIC, 3460",-37.349104,144.141044,1.0245745182
Tesla,"23A King Street, Daylesford, VIC, 3460",-37.351031,144.141166,1.0245569944
Exploren,"11 Winter Road, Girgarre, VIC, 3624",-36.399745,144.979276,1.0245453119
Tesla,"606 Daylesford Trentham Road, Musk, VIC, 3461",-37.374526,144.198017,1.0243897438
ChargeFox,"142 Mulberry Drive, Nagambie, VIC, 3608",-36.827053,145.086675,1.0243599415
Tesla,"470 Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849452,145.088741,1.0243059397
Porsche Smart Mobility,"Mitchellstown Road, Mitchellstown, VIC, 3608",-36.849369,145.089281,1.0243023634
Evie,"124 High Street, Woodend, VIC, 3442",-37.356126,144.528313,1.0242613554
ChargeFox,"66 High Street, Trentham, VIC, 3458",-37.388595,144.325415,1.0242620707
Evie,"4 The Crescent, Lancefield, VIC, 3435",-37.277541,144.735012,1.0242438316
bp pulse,"73-85 Murray Valley Highway, Echuca, VIC, 3564",-36.132888,144.727269,1.0242528915
Tesla,"365 High Street, Echuca, VIC, 3564",-36.133209,144.749089,1.0241683722
EVUp,"1A Cameron Street, Clunes, VIC, 3370",-37.293051,143.786075,1.0241268873
Evie,"438-454 High Street, Echuca, VIC, 3564",-36.12731,144.74814,1.0241286755
Saascharge,"Corner Cobb Hwy & Shaw St, Moama, NSW, 2731",-36.117789,144.755768,1.0240285397
Exploren,"56 Merool Rd, Moama, NSW, 2731",-36.103586,144.732217,1.0240143538
Tesla,"54 Meninya Street, Moama, NSW, 2731",-36.111537,144.753642,1.0239912271
Evie,"328-334 High Street, Nagambie, VIC, 3608",-36.783982,145.154381,1.0239363909
Evie,"101 High Street, Avoca, VIC, 3467",-37.089935,143.474508,1.0237883329
ChargeHub,"Parslow Pl, Moama, NSW, 2731",-36.07285,144.732871,1.0237833261
Evie,"140 Main Street, Romsey, VIC, 3434",-37.345729,144.743909,1.0237052441
ChargeFox,"51 Melbourne Lancefield Road, Romsey, VIC, 3434",-37.353829,144.742925,1.0236494541
Exploren,"426 Black Forest Drive, Macedon, VIC, 3440",-37.424244,144.554476,1.0236375332
Evie,"30 Smith Street, Macedon, VIC, 3440",-37.423816,144.562305,1.0236240625
ChargeFox,"41-43 Albert Street, Creswick, VIC, 3363",-37.422472,143.894559,1.0234814882
ChargeFox,"69 Anzac Avenue, Seymour, VIC, 3660",-37.027959,145.142948,1.0234545469
ChargeFox,"1500 Midland Highway, Creswick, VIC, 3363",-37.443855,143.890554,1.0233060122
Tesla,"1 Bank Street, Avenel, VIC, 3664",-36.892313,145.229838,1.0232716799
Tesla,"80 Clarke Street, Kilmore, VIC, 3764",-37.286293,144.947443,1.0232666731
ChargeFox,"113 High Street, Broadford, VIC, 3658",-37.202522,145.048751,1.0232361555
ChargeFox,"12 Sydney Street, Kilmore, VIC, 3764",-37.294263,144.952558,1.0231958628
Evie,"9 Walker Street, St Arnaud, VIC, 3478",-36.615251,143.258458,1.0231906176
Evie,"54 Jones Street, Avenel, VIC, 3664",-36.907422,145.239881,1.0231775045
Saascharge,"40 Robertson Street, Gisborne, VIC, 3437",-37.482784,144.585489,1.0231091976
ChargeFox,"104 Hogan Street, Tatura, VIC, 3616",-36.44028,145.226056,1.0231105089
EVERTY,"Prince St, Gisborne, VIC, 3437",-37.487131,144.587844,1.0230708122
Exploren,"75 Fraser Street, Amphitheatre, VIC, 3468",-37.18275,143.399691,1.0229483843
ChargeFox,"330 Heinz Lane, Ballarat, VIC, 3350",-37.527901,143.857797,1.0226016045
Evie,"9395 Western Highway, Warrenheip, VIC, 3352",-37.564495,143.934589,1.0224909782
Tesla,"333 Gillies Street North, Ballarat, VIC, 3355",-37.534594,143.822667,1.0224714279
ChargeFox,"Gillies St N, Ballarat, VIC, 3355",-37.535163,143.823717,1.0224698782
Evie,"King George St, Cohuna, VIC, 3568",-35.80792,144.220855,1.0224716663
Exploren,"Gillies St, Ballarat, VIC, 3355",-37.539811,143.822108,1.0224332809
Evie,"65 High Street, Wallan, VIC, 3756",-37.41385,144.979186,1.0223739147
ChargeFox,"61 Curtis Street, Ballarat, VIC, 3350",-37.561314,143.862292,1.022371769
Tesla,"814 Lydiard Street North, Ballarat, VIC, 3350",-37.562762,143.857347,1.0223509073
Tesla,"6 Coltman Plaza, Lucas, VIC, 3350",-37.542959,143.784769,1.0223199129
ChargeFox,"22 Grant Street, Ballarat, VIC, 3350",-37.56709,143.857413,1.0223202705
ChargeHub,"65 Eleanor Drive, Lucas, VIC, 3350",-37.544906,143.776381,1.022285223
Evie,"9-30 Young Street, Mooroopna, VIC, 3629",-36.394599,145.359871,1.0222024918
ChargeFox,"106-112 Evans Street, Sunbury, VIC, 3429",-37.581337,144.726621,1.0220816135
