Reporting entity,Facility name,Type,State,Electricity production (GJ),Electricity production (MWh),"Total scope 1 emissions (t CO2-e)","Total scope 2 emissions (t CO2-e)","Total emissions (t CO2-e)","Emission intensity (t CO2-e/MWh)",Grid connected,Grid,Primary fuel,Important notes
ELECTRICITY NETWORKS CORPORATION,Corporate Total,C,-,"1,811",503,363,0,363,-,-,-,-,-
POTENTIA ENERGY GROUP PTY LTD,Bungala One Solar Farm,F,SA,"762,465","211,796",14,0,14,0.00,On,NEM,Solar,-
POTENTIA ENERGY GROUP PTY LTD,Bungala Two Solar Farm,F,SA,"822,031","228,342",14,0,14,0.00,On,NEM,Solar,-
POTENTIA ENERGY GROUP PTY LTD,Cohuna Solar Farm,F,VIC,"101,590","28,219",14,0,14,0.00,On,NEM,Solar,-
POTENTIA ENERGY GROUP PTY LTD,Corporate Total,C,-,"1,686,086","468,357",42,0,42,-,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Ardyaloon Facility,F,WA,"7,102","1,973","1,420",0,"1,420",0.72,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Beagle Bay Facility,F,WA,"6,474","1,798","1,330",0,"1,330",0.74,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Bidyadanga Facility,F,WA,"12,047","3,346","2,442",0,"2,442",0.73,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,F,SA,"52,066","14,463","3,727",0,"3,727",0.26,Off,Off-grid,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,F,WA,"7,706","2,141","1,552",0,"1,552",0.73,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,F,WA,"28,775","7,993","5,500",0,"5,500",0.69,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Warmun Facility,F,WA,"9,346","2,596","1,966",0,"1,966",0.76,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,"123,516","34,310","17,937",0,"17,937",-,-,-,-,-
ENERGY QUEENSLAND LIMITED,Aurukun Remote generation,F,QLD,"23,731","6,592","4,393",0,"4,393",0.67,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Badu Island Remote Generation,F,QLD,"12,381","3,439","2,372",0,"2,372",0.69,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Bamaga Remote Generation,F,QLD,"63,002","17,500","11,576",0,"11,576",0.66,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,F,QLD,"21,220","5,894","7,440",370,"7,810",1.26,On,NEM,Gas,-
ENERGY QUEENSLAND LIMITED,Bedourie Remote Generation,F,QLD,"4,736","1,315",873,0,873,0.66,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Birdsville Remote Generation,F,QLD,"5,529","1,536",980,0,980,0.64,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Boigu Island Remote Generation,F,QLD,"4,722","1,312",962,0,962,0.73,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Boulia Remote Generation,F,QLD,"11,207","3,113","2,184",0,"2,184",0.70,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Burketown Remote Generation,F,QLD,"8,613","2,392","1,516",0,"1,516",0.63,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Camooweal Remote Generation,F,QLD,"7,993","2,220","1,523",0,"1,523",0.69,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,F,QLD,"3,928","1,091",777,0,777,0.71,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Coen Remote Generation,F,QLD,"6,721","1,867","1,198",0,"1,198",0.64,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Darnley Island Remote Generation,F,QLD,"5,962","1,656","1,168",0,"1,168",0.71,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Dauan Island Remote Generation,F,QLD,"3,808","1,058",760,0,760,0.72,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Domain Shopping centre Solar Farm,F,QLD,"7,427","2,063",0,0,0,0.00,Off,Off-grid,Solar,-
ENERGY QUEENSLAND LIMITED,Doomadgee Remote Generation,F,QLD,"27,002","7,501","4,745",0,"4,745",0.63,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,"4,031","1,120",733,383,"1,116",0.65,On,NEM,Diesel,-
ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,"3,286",913,643,0,643,0.70,On,NEM,Diesel,-
ENERGY QUEENSLAND LIMITED,Grand Central Shopping Centre Solar Farm,F,QLD,"4,484","1,246",0,0,0,0.00,Off,Off-grid,Solar,-
ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,F,QLD,"25,209","7,003","4,886",0,"4,886",0.70,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Hammond Island,F,QLD,"3,455",960,714,0,714,0.74,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,F,QLD,"4,669","1,297",860,0,860,0.66,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,F,QLD,"19,991","5,553","3,664",0,"3,664",0.66,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,F,QLD,"9,151","2,542","1,662",0,"1,662",0.65,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,F,QLD,"11,532","3,203","2,157",0,"2,157",0.67,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Logan Hyperdome Solar Farm,F,QLD,"21,721","6,034",0,0,0,0.00,Off,Off-grid,Solar,-
ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,F,QLD,"4,228","1,174",868,0,868,0.74,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,F,QLD,"7,021","1,950","1,245",0,"1,245",0.64,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,F,QLD,"7,407","2,057","1,438",0,"1,438",0.70,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,F,QLD,"32,987","9,163","6,433",0,"6,433",0.70,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Pormpuraaw,F,QLD,"12,256","3,405","2,302",0,"2,302",0.68,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Robina Shopping Centre Solar Farm,F,QLD,"23,465","6,518",0,0,0,0.00,Off,Off-grid,Solar,-
ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,F,QLD,"6,650","1,847","1,292",0,"1,292",0.70,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,F,QLD,"2,076",576,416,0,416,0.72,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,F,QLD,"102,796","28,554","19,012",0,"19,012",0.67,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,F,QLD,"4,504","1,251",974,0,974,0.78,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,F,QLD,"17,638","4,899","3,343",0,"3,343",0.68,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Water Gardens Shopping Centre Solar Farm,F,VIC,"9,361","2,600",0,0,0,0.00,Off,Off-grid,Solar,-
ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,F,QLD,"4,599","1,278",842,0,842,0.66,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Yam Island,F,QLD,"6,473","1,798","1,202",0,"1,202",0.67,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,York Island,F,QLD,"5,857","1,627","1,148",0,"1,148",0.71,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Corporate Total,C,-,"572,829","159,119","98,301",753,"99,054",-,-,-,-,-
ENERGYAUSTRALIA HOLDINGS LIMITED,EnergyAustralia Virtual Power Plant (EA VPP),F,VIC,0,0,0,0,0,0.00,On,NEM,Battery,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,"186,870","51,908","43,999",719,"44,718",0.85,On,NEM,Gas,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,F,VIC,"162,478","45,133","34,838","4,958","39,796",0.77,On,NEM,Gas,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,"23,879,946","6,633,318","5,663,394","8,944","5,672,338",0.85,On,NEM,Black Coal,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,F,VIC,"910,481","252,911","136,733","19,168","155,901",0.54,On,NEM,Gas,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,"2,182,127","606,146","249,798","7,213","257,011",0.41,On,NEM,Gas,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Virtual Power Plant,F,VIC,"8,820","2,450",0,0,0,0.00,Off,Off-grid,Solar,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,"28,822,338","8,006,205","10,344,727","157,353","10,502,080",1.29,On,NEM,Brown Coal,-
ENERGYAUSTRALIA HOLDINGS LIMITED,Corporate Total,C,-,"56,153,060","15,598,072","16,473,489","198,355","16,671,844",-,-,-,-,-
ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,0,0,0,0,0,0.00,On,NEM,Diesel,-
ESSENTIAL ENERGY,Corporate Total,C,-,0,0,0,0,0,-,-,-,-,-
EWP AUSTRALIA PTY LTD,Columboola Solar Farm Hold Co Pty Ltd,F,QLD,"1,069,886","297,190",58,"2,676","2,734",0.00,On,NEM,Solar,-
EWP AUSTRALIA PTY LTD,Corporate Total,C,-,"1,069,886","297,190",58,"2,676","2,734",-,-,-,-,-
FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,"99,683","27,690","19,633",0,"19,633",0.71,Off,Off-grid,Gas,-
FENGATE EXMOUTH ENERGY SPV PTY LTD,Corporate Total,C,-,"99,683","27,690","19,633",0,"19,633",-,-,-,-,-
FINLEY SOLAR HOLDINGS PTY LTD,Finley Solar Farm,F,NSW,"980,919","272,477",0,843,843,0.00,On,NEM,Solar,-
FINLEY SOLAR HOLDINGS PTY LTD,Corporate Total,C,-,"980,919","272,477",0,843,843,-,-,-,-,-
FORTESCUE LTD,Solomon Power Station,F,WA,"2,270,675","630,743","316,859",0,"316,859",0.50,Off,Off-grid,Gas,-
FORTESCUE LTD,Corporate Total,C,-,"2,270,675","630,743","316,859",0,"316,859",-,-,-,-,-
FS OAKEY 2 PTY LTD,Oakey 2 Solar Farm,F,QLD,"358,328","99,536",0,0,0,0.00,On,NEM,Solar,-
FS OAKEY 2 PTY LTD,Corporate Total,C,-,"358,328","99,536",0,0,0,-,-,-,-,-
GENEX POWER LIMITED,Jemalong PV Asset Pty Ltd as Trustee for the Jemalong PV Asset Trust,F,NSW,"404,145","112,262",0,632,632,0.00,On,NEM,Solar,-
GENEX POWER LIMITED,Kidston Solar One - Solar – Qld,F,QLD,"395,600","109,889",0,"1,110","1,110",0.00,On,NEM,Solar,-
GENEX POWER LIMITED,Corporate Total,C,-,"799,745","222,152",0,"1,742","1,742",-,-,-,-,-
GENTARI RENEWABLES AUSTRALIA PTY LTD,Clermont Solar Farm,F,QLD,"579,402","160,945",58,"3,434","3,492",0.00,On,NEM,Solar,-
GENTARI RENEWABLES AUSTRALIA PTY LTD,Wemen Solar Farm,F,VIC,"438,948","121,930",169,"1,267","1,436",0.00,On,NEM,Solar,-
GENTARI RENEWABLES AUSTRALIA PTY LTD,Corporate Total,C,-,"1,018,350","282,875",227,"4,701","4,928",-,-,-,-,-
GENUITY PTY LTD,Callide C Power Station (facility),F,QLD,"2,817,641","782,678","675,798","12,240","688,038",0.86,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and GENUITY PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports."
GENUITY PTY LTD,Millmerran Power Station (facility),F,QLD,"21,140,477","5,872,355","4,890,774","3,209","4,893,983",0.83,On,NEM,Black Coal,-
GENUITY PTY LTD,Corporate Total,C,-,"23,958,118","6,655,033","5,566,572","15,449","5,582,021",-,-,-,-,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank 2 Wind farm,F,VIC,"830,378","230,661",79,932,"1,011",0.00,On,NEM,Wind,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank Wind farm,F,VIC,"1,785,124","495,868",124,"1,064","1,188",0.00,On,NEM,Wind,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,F,NSW,"646,669","179,630",67,181,248,0.00,On,NEM,Wind,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 3 Windfarm,F,NSW,0,0,867,0,867,0.00,On,NEM,Wind,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Cunderdin Solar/BESS,F,WA,0,0,831,0,831,0.00,On,SWIS,Solar,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Hawkesdale Windfarm,F,VIC,"1,336",371,429,67,496,1.16,On,NEM,Wind,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Queanbeyan Battery Energy Storage System,F,ACT,0,0,1,964,965,0.00,On,NEM,Battery,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Ryans Corner Windfarm,F,VIC,0,0,657,582,"1,239",0.00,On,NEM,Wind,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Corporate Total,C,-,"3,263,507","906,530","3,055","3,790","6,845",-,-,-,-,-
GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,"103,595","28,776","19,164",0,"19,164",0.67,On,SWIS,Gas,-
GOLDFIELDS POWER PTY LTD,Corporate Total,C,-,"103,595","28,776","19,164",0,"19,164",-,-,-,-,-
GOONUMBLA HOLDINGS CO PTY. LTD.,Goonumbla Solar Farm,F,NSW,"524,245","145,624",17,390,407,0.00,On,NEM,Solar,-
GOONUMBLA HOLDINGS CO PTY. LTD.,Corporate Total,C,-,"524,245","145,624",17,390,407,-,-,-,-,-
HUGHENDEN SOLAR FARM HOLDCO PTY LTD,HUGHENDEN SOLAR FARM,F,QLD,"98,614","27,393",0,376,376,0.00,On,NEM,Solar,-
HUGHENDEN SOLAR FARM HOLDCO PTY LTD,Corporate Total,C,-,"98,614","27,393",0,376,376,-,-,-,-,-
HYDRO POWER PTY. LIMITED,Wyangala A,F,NSW,"222,399","61,778",0,0,0,0.00,On,NEM,Hydro,-
HYDRO POWER PTY. LIMITED,Wyangala B,F,NSW,"34,810","9,669",0,0,0,0.00,On,NEM,Hydro,-
HYDRO POWER PTY. LIMITED,Corporate Total,C,-,"257,209","71,447",0,0,0,-,-,-,-,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Bastyan,F,TAS,"965,799","268,278",7,32,39,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Butlers Gorge inc Nieterana,F,TAS,"248,640","69,067",6,104,110,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Catagunya,F,TAS,"677,444","188,179",14,31,45,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cethana,F,TAS,"921,052","255,848",134,586,720,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cluny,F,TAS,"250,177","69,494",2,11,13,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Devils Gate,F,TAS,"651,306","180,918",6,61,67,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Fisher & Rowallan,F,TAS,"325,443","90,401",11,151,162,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Gordon,F,TAS,"2,810,854","780,793",23,77,100,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - John Butters,F,TAS,"2,042,166","567,268",28,283,311,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Echo,F,TAS,"273,908","76,086",9,19,28,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Lower,F,TAS,"22,245","6,179",0,3,3,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Upper,F,TAS,"119,869","33,297",1,10,11,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lemonthyme,F,TAS,"578,016","160,560",14,36,50,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Liapootah,F,TAS,"1,335,809","371,058",17,40,57,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Mackintosh,F,TAS,"1,052,129","292,258",121,379,500,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Meadowbank,F,TAS,"431,584","119,884",6,19,25,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Paloona,F,TAS,"305,553","84,876",8,10,18,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Parangana,F,TAS,"18,770","5,214",0,0,0,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Poatina,F,TAS,"4,723,265","1,312,018",8,922,930,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Reece,F,TAS,"2,733,651","759,347",74,"2,262","2,336",0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Repulse,F,TAS,"414,536","115,149",7,10,17,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tarraleah,F,TAS,"1,991,480","553,189",944,73,"1,017",0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tods Corner,F,TAS,0,0,0,4,4,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Trevallyn,F,TAS,"1,239,735","344,371",0,54,54,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tribute,F,TAS,"762,467","211,796",24,39,63,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tungatinah,F,TAS,"1,354,955","376,377",31,88,119,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wayatinah,F,TAS,"779,458","216,516",0,37,37,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wilmot,F,TAS,"294,939","81,928",6,25,31,0.00,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Power Station - Flinders Island,F,TAS,"18,690","5,192","1,769",0,"1,769",0.34,Off,Off-grid,Wind,-
HYDRO-ELECTRIC CORPORATION,Power Station - King Island,F,TAS,"52,607","14,613","6,924",0,"6,924",0.47,Off,Off-grid,Diesel,-
HYDRO-ELECTRIC CORPORATION,Power Station - Tamar Valley,F,TAS,"839,303","233,140","112,140","1,100","113,240",0.48,On,NEM,Gas,-
HYDRO-ELECTRIC CORPORATION,Corporate Total,C,-,"28,235,850","7,843,292","122,334","6,466","128,800",-,-,-,-,-
